gsis_id,player_name,player_name_norm,position,draft_year,ff_adp,ff_adp_rank,ff_rankings_note
00-0036422,Adam Trautman,adam trautman,TE,2020,365.0,427.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036370,Joshua Kelley,joshua kelley,RB,2020,193.7,203.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036232,Harrison Bryant,harrison bryant,TE,2020,339.0,426.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036423,Albert Okwuegbunam,albert okwuegbunam,TE,2020,355.5,403.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036269,La'Mical Perine,la mical perine,RB,2020,280.0,288.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036226,Jacob Eason,jacob eason,QB,2020,,,No FantasyPros ADP match in 2020 overall rankings (rookies only; best_score=50.0).
00-0036336,Anthony McFarland Jr.,anthony mcfarland,RB,2020,226.5,254.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036301,James Morgan,james morgan,QB,2020,,,No FantasyPros ADP match in 2020 overall rankings (rookies only; best_score=61.53846153846154).
00-0036196,Gabe Davis,gabe davis,WR,2020,461.0,551.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036244,Colby Parkinson,colby parkinson,TE,2020,,,No FantasyPros ADP match in 2020 overall rankings (rookies only; best_score=60.0).
00-0036424,Brycen Hopkins,brycen hopkins,TE,2020,415.0,514.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036340,Antonio Gandy-Golden,antonio gandy golden,WR,2020,336.0,421.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036425,DeeJay Dallas,deejay dallas,RB,2020,374.0,475.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036377,Joe Reed,joe reed,WR,2020,,,No FantasyPros ADP match in 2020 overall rankings (rookies only; best_score=57.14285714285714).
00-0036427,Tyler Johnson,tyler johnson,WR,2020,,,No FantasyPros ADP match in 2020 overall rankings (rookies only; best_score=64.28571428571428).
00-0036254,Collin Johnson,collin johnson,WR,2020,468.0,556.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036277,Quintez Cephus,quintez cephus,WR,2020,373.0,472.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036197,Jake Fromm,jake fromm,QB,2020,343.0,433.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036398,John Hightower,john hightower,WR,2020,475.0,560.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036308,Isaiah Coulter,isaiah coulter,WR,2020,,,No FantasyPros ADP match in 2020 overall rankings (rookies only; best_score=57.14285714285714).
00-0036278,Jason Huntley,jason huntley,RB,2020,488.0,571.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036309,Darnell Mooney,darnell mooney,WR,2020,,,No FantasyPros ADP match in 2020 overall rankings (rookies only; best_score=56.00000000000001).
00-0036345,K.J. Osborn,k j osborn,WR,2020,,,No FantasyPros ADP match in 2020 overall rankings (rookies only; best_score=60.0).
00-0036233,Donovan Peoples-Jones,donovan peoples jones,WR,2020,340.0,429.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036312,Jake Luton,jake luton,QB,2020,,,No FantasyPros ADP match in 2020 overall rankings (rookies only; best_score=58.33333333333333).
00-0036429,Charlie Woerner,charlie woerner,TE,2020,,,No FantasyPros ADP match in 2020 overall rankings (rookies only; best_score=71.42857142857143).
00-0036271,Quez Watkins,quez watkins,WR,2020,,,No FantasyPros ADP match in 2020 overall rankings (rookies only; best_score=64.0).
00-0036133,James Proche,james proche,WR,2020,446.0,538.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036250,Tyler Davis,tyler davis,TE,2020,,,No FantasyPros ADP match in 2020 overall rankings (rookies only; best_score=60.86956521739131).
00-0036165,Isaiah Hodgins,isaiah hodgins,WR,2020,,,No FantasyPros ADP match in 2020 overall rankings (rookies only; best_score=55.172413793103445).
00-0036228,Dezmon Patmon,dezmon patmon,WR,2020,,,No FantasyPros ADP match in 2020 overall rankings (rookies only; best_score=56.00000000000001).
00-0036247,Freddie Swain,freddie swain,WR,2020,480.0,564.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036259,Jauan Jennings,jauan jennings,WR,2020,365.0,460.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036382,K.J. Hill,k j hill,WR,2020,,,No FantasyPros ADP match in 2020 overall rankings (rookies only; best_score=80.0).
00-0036383,Eno Benjamin,eno benjamin,RB,2020,283.0,362.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
,Cole McDonald,cole mcdonald,QB,2020,278.0,356.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036384,Ben DiNucci,ben dinucci,QB,2020,,,No FantasyPros ADP match in 2020 overall rankings (rookies only; best_score=40.0).
00-0036433,Tommy Stevens,tommy stevens,QB,2020,350.0,444.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036279,Nate Stanley,nate stanley,QB,2020,353.0,447.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036435,Raymond Calais,raymond calais,RB,2020,498.0,581.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036245,Malcolm Perry,malcolm perry,RB,2020,,,No FantasyPros ADP match in 2020 overall rankings (rookies only; best_score=53.84615384615385).
00-0036438,Stephen Sullivan,stephen sullivan,TE,2020,416.0,515.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036439,Tyrie Cleveland,tyrie cleveland,WR,2020,443.0,535.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036971,Trevor Lawrence,trevor lawrence,QB,2021,128.0,127.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0037013,Zach Wilson,zach wilson,QB,2021,192.4,188.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0037012,Trey Lance,trey lance,QB,2021,149.0,146.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036970,Kyle Pitts,kyle pitts,TE,2021,47.0,46.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036900,Ja'Marr Chase,ja marr chase,WR,2021,74.4,72.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036613,Jaylen Waddle,jaylen waddle,WR,2021,107.4,104.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036912,DeVonta Smith,devonta smith,WR,2021,77.0,74.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036945,Justin Fields,justin fields,QB,2021,140.8,138.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036972,Mac Jones,mac jones,QB,2021,177.0,171.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036913,Kadarius Toney,kadarius toney,WR,2021,243.8,248.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036893,Najee Harris,najee harris,RB,2021,15.6,15.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036973,Travis Etienne,travis etienne,RB,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=51.85185185185186).
00-0036550,Rashod Bateman,rashod bateman,WR,2021,214.3,227.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036980,Elijah Moore,elijah moore,WR,2021,145.6,143.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036997,Javonte Williams,javonte williams,RB,2021,60.6,60.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036936,Rondale Moore,rondale moore,WR,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=56.00000000000001).
00-0036894,Pat Freiermuth,pat freiermuth,TE,2021,210.4,203.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036620,D'Wayne Eskridge,d wayne eskridge,WR,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=71.42857142857143).
00-0036849,Tutu Atwell,tutu atwell,WR,2021,371.0,411.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036955,Terrace Marshall Jr.,terrace marshall,WR,2021,191.0,186.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036928,Kyle Trask,kyle trask,QB,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=63.63636363636363).
00-0036946,Kellen Mond,kellen mond,QB,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=57.14285714285714).
00-0036898,Davis Mills,davis mills,QB,2021,439.0,473.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036988,Josh Palmer,josh palmer,WR,2021,246.0,259.0,FantasyPros Overall ADP for rookie season 2021 (match_score=91.66666666666666)
00-0037004,Hunter Long,hunter long,TE,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=52.17391304347826).
00-0036626,Dyami Brown,dyami brown,WR,2021,304.0,364.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0037005,Tommy Tremble,tommy tremble,TE,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=45.45454545454546).
00-0036991,Amari Rodgers,amari rodgers,WR,2021,259.5,253.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036984,Trey Sermon,trey sermon,RB,2021,87.2,82.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036554,Nico Collins,nico collins,WR,2021,241.0,255.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036999,Anthony Schwartz,anthony schwartz,WR,2021,381.0,421.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0037011,Tre' McKitty,tre mckitty,TE,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=50.0).
00-0036924,Michael Carter,michael carter,RB,2021,93.4,90.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036627,Dez Fitzpatrick,dez fitzpatrick,WR,2021,387.0,425.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036963,Amon-Ra St. Brown,amon ra st brown,WR,2021,198.5,210.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036842,Kene Nwangwu,kene nwangwu,RB,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=50.0).
00-0036875,Rhamondre Stevenson,rhamondre stevenson,RB,2021,169.0,164.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036628,John Bates,john bates,TE,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=54.54545454545454).
00-0036555,Chuba Hubbard,chuba hubbard,RB,2021,176.6,170.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036876,Kylen Granson,kylen granson,TE,2021,423.0,458.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036877,Jaelon Darden,jaelon darden,WR,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=59.25925925925925).
00-0036630,Tylan Wallace,tylan wallace,WR,2021,362.0,406.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036929,Ian Book,ian book,QB,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=55.55555555555556).
00-0036918,Jacob Harris,jacob harris,WR,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=58.33333333333333).
00-0036887,Luke Farrell,luke farrell,TE,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=56.00000000000001).
00-0036556,Brevin Jordan,brevin jordan,TE,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=72.0).
00-0036919,Kenneth Gainwell,kenneth gainwell,RB,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=86.66666666666667).
00-0036635,Ihmir Smith-Marsette,ihmir smith marsette,WR,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=55.172413793103445).
00-0036637,Noah Gray,noah gray,TE,2021,425.0,460.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036640,Zach Davidson,zach davidson,TE,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=51.85185185185186).
00-0036646,Simi Fehoko,simi fehoko,WR,2021,427.0,462.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036647,Cornell Powell,cornell powell,WR,2021,450.0,484.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036565,Ben Mason,ben mason,RB,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=60.0).
00-0036951,Frank Darby,frank darby,WR,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=52.17391304347826).
00-0036567,Elijah Mitchell,elijah mitchell,RB,2021,219.0,287.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036569,Gary Brightwell,gary brightwell,RB,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=48.275862068965516).
00-0036650,Larry Rountree,larry rountree,RB,2021,271.0,300.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036857,Chris Evans,chris evans,RB,2021,297.0,358.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036571,Marquez Stevenson,marquez stevenson,WR,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=63.41463414634146).
00-0036572,Shi Smith,shi smith,WR,2021,376.0,416.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036652,Racey McMath,racey mcmath,WR,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=57.14285714285714).
00-0036858,Jalen Camp,jalen camp,WR,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=54.54545454545454).
00-0036654,Demetric Felton,demetric felton,RB,2021,420.0,455.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036906,Khalil Herbert,khalil herbert,RB,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=56.00000000000001).
00-0036879,Sam Ehlinger,sam ehlinger,QB,2021,380.0,420.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036657,Seth Williams,seth williams,WR,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=76.92307692307692).
00-0036907,Dazz Newsome,dazz newsome,WR,2021,412.0,447.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036482,Mike Strachan,mike strachan,WR,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=82.75862068965517).
00-0036860,Jake Funk,jake funk,RB,2021,240.0,301.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036536,Tre Nixon,tre nixon,WR,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=54.54545454545454).
00-0036578,Gerrid Doaks,gerrid doaks,RB,2021,426.0,461.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036862,Ben Skowronek,ben skowronek,WR,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=48.0).
00-0036939,Kawaan Baker,kawaan baker,WR,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=56.00000000000001).
00-0036669,Kylin Hill,kylin hill,RB,2021,404.0,440.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036670,Jermar Jefferson,jermar jefferson,RB,2021,396.0,433.0,FantasyPros Overall ADP for rookie season 2021 (match_score=100.0)
00-0036671,Dax Milne,dax milne,WR,2021,,,No FantasyPros ADP match in 2021 overall rankings (rookies only; best_score=57.14285714285714).
00-0037238,Drake London,drake london,WR,2022,98.5,98.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0037740,Garrett Wilson,garrett wilson,WR,2022,138.0,134.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0037239,Chris Olave,chris olave,WR,2022,110.8,107.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0037240,Jameson Williams,jameson williams,WR,2022,202.7,218.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0037741,Jahan Dotson,jahan dotson,WR,2022,174.8,171.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0037742,Treylon Burks,treylon burks,WR,2022,131.8,126.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0038102,Kenny Pickett,kenny pickett,QB,2022,225.3,219.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0038124,Christian Watson,christian watson,WR,2022,188.3,202.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0038120,Breece Hall,breece hall,RB,2022,52.3,51.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0038134,Kenneth Walker III,kenneth walker,RB,2022,116.0,110.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0038117,Wan'Dale Robinson,wan dale robinson,WR,2022,224.7,234.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0037614,John Metchie,john metchie,WR,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=63.63636363636363).
00-0038104,Tyquan Thornton,tyquan thornton,WR,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=57.14285714285714).
00-0037247,George Pickens,george pickens,WR,2022,127.8,120.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0037664,Alec Pierce,alec pierce,WR,2022,211.3,223.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0038090,Skyy Moore,skyy moore,WR,2022,142.8,140.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0037744,Trey McBride,trey mcbride,TE,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=43.75).
00-0037248,James Cook,james cook,RB,2022,120.0,116.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0037745,Velus Jones Jr.,velus jones,WR,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=63.63636363636363).
00-0037755,Jelani Woods,jelani woods,TE,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=50.0).
00-0038122,Desmond Ridder,desmond ridder,QB,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=59.25925925925925).
00-0037252,Greg Dulcich,greg dulcich,TE,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=38.46153846153846).
00-0038128,Malik Willis,malik willis,QB,2022,297.0,351.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0037666,Jalen Tolbert,jalen tolbert,WR,2022,210.3,200.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0037256,Rachaad White,rachaad white,RB,2022,193.0,185.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0037827,Tyrion Davis-Price,tyrion davis price,RB,2022,211.5,242.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0038132,Matt Corral,matt corral,QB,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=41.666666666666664).
00-0037746,Brian Robinson Jr.,brian robinson,RB,2022,153.8,150.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0037257,David Bell,david bell,WR,2022,243.0,263.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0037805,Jeremy Ruckert,jeremy ruckert,TE,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=53.84615384615385).
00-0037828,Danny Gray,danny gray,WR,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=50.0).
00-0038129,Cade Otton,cade otton,TE,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=47.61904761904761).
00-0037258,Dameon Pierce,dameon pierce,RB,2022,83.5,81.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0038115,Daniel Bellinger,daniel bellinger,TE,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=55.172413793103445).
00-0038040,Zamir White,zamir white,RB,2022,201.3,191.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0038045,Isaiah Spiller,isaiah spiller,RB,2022,199.7,214.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0038092,Erik Ezukanma,erik ezukanma,WR,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=44.44444444444444).
00-0038098,Pierre Strong,pierre strong,RB,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=51.61290322580645).
00-0038046,Charlie Kolar,charlie kolar,TE,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=50.0).
00-0038041,Jake Ferguson,jake ferguson,TE,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=46.15384615384615).
00-0037617,Hassan Haskins,hassan haskins,RB,2022,250.5,273.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0037816,Romeo Doubs,romeo doubs,WR,2022,176.3,174.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0038108,Bailey Zappe,bailey zappe,QB,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=46.15384615384615).
00-0037837,Calvin Austin III,calvin austin,WR,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=48.64864864864865).
00-0037838,Isaiah Likely,isaiah likely,TE,2022,221.0,230.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0037809,Chig Okonkwo,chig okonkwo,TE,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=40.0).
00-0037077,Sam Howell,sam howell,QB,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=44.44444444444444).
00-0037261,Khalil Shakir,khalil shakir,WR,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=51.85185185185186).
00-0037078,Cole Turner,cole turner,TE,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=70.0).
00-0037263,Tyler Allgeier,tyler allgeier,RB,2022,186.3,181.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0037265,Snoop Conner,snoop conner,RB,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=66.66666666666667).
00-0037267,Jerome Ford,jerome ford,RB,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=52.17391304347826).
00-0037272,Montrell Washington,montrell washington,WR,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=52.94117647058824).
00-0037273,Kyle Philips,kyle philips,WR,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=72.72727272727273).
00-0037840,Kyren Williams,kyren williams,RB,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=75.86206896551724).
00-0037276,Ty Chandler,ty chandler,RB,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=56.00000000000001).
00-0037277,Teagan Quitoriano,teagan quitoriano,TE,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=42.85714285714286).
00-0037282,James Mitchell,james mitchell,TE,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=66.66666666666667).
00-0037286,Kevin Harris,kevin harris,RB,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=69.56521739130434).
00-0037291,Jalen Nailor,jalen nailor,WR,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=64.0).
00-0037292,Andrew Ogletree,andrew ogletree,TE,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=59.25925925925925).
00-0037085,Tyler Badie,tyler badie,RB,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=72.0).
00-0037086,Grant Calcaterra,grant calcaterra,TE,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=48.0).
00-0037299,Keaontay Ingram,keaontay ingram,RB,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=61.53846153846154).
00-0037300,Michael Woods II,michael woods,WR,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=74.07407407407408).
00-0037087,Trestan Ebner,trestan ebner,RB,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=51.85185185185186).
00-0037304,Connor Heyward,connor heyward,TE,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=51.85185185185186).
00-0037306,John FitzPatrick,john fitzpatrick,TE,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=48.0).
00-0037311,Ko Kieft,ko kieft,TE,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=47.05882352941176).
00-0037317,Nick Muse,nick muse,TE,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=38.095238095238095).
00-0037091,Bo Melton,bo melton,WR,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=57.14285714285714).
00-0037093,Dareke Young,dareke young,WR,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=58.33333333333333).
00-0037324,Chris Oladokun,chris oladokun,QB,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=48.0).
00-0037327,Skylar Thompson,skylar thompson,QB,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=48.275862068965516).
00-0037329,Brittain Brown,brittain brown,RB,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=64.28571428571428).
00-0037197,Isiah Pacheco,isiah pacheco,RB,2022,178.0,195.0,FantasyPros Overall ADP for rookie season 2022 (match_score=100.0)
00-0037098,Samori Toure,samori toure,WR,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=58.33333333333333).
00-0037331,Zander Horvath,zander horvath,RB,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=48.275862068965516).
00-0037834,Brock Purdy,brock purdy,QB,2022,,,No FantasyPros ADP match in 2022 overall rankings (rookies only; best_score=43.47826086956522).
00-0039150,Bryce Young,bryce young,QB,2023,183.3,174.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0039163,C.J. Stroud,c j stroud,QB,2023,211.5,202.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0039164,Anthony Richardson,anthony richardson,QB,2023,120.3,114.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038542,Bijan Robinson,bijan robinson,RB,2023,8.0,8.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0039139,Jahmyr Gibbs,jahmyr gibbs,RB,2023,33.0,33.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038543,Jaxon Smith-Njigba,jaxon smith njigba,WR,2023,97.5,93.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038544,Quentin Johnston,quentin johnston,WR,2023,125.3,119.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0039064,Zay Flowers,zay flowers,WR,2023,115.0,109.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038994,Jordan Addison,jordan addison,WR,2023,93.8,89.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
