gsis_id,player_name,player_name_norm,position,draft_year,ff_adp,ff_adp_rank,ff_rankings_note
00-0032128,Chris Conley,chris conley,WR,2015,264.0,277.0,FantasyPros Overall ADP for rookie season 2015 (match_score=100.0)
00-0032257,Duke Johnson,duke johnson,RB,2015,104.5,101.0,FantasyPros Overall ADP for rookie season 2015 (match_score=100.0)
00-0032214,Tyler Kroft,tyler kroft,TE,2015,383.0,419.0,FantasyPros Overall ADP for rookie season 2015 (match_score=100.0)
00-0032166,Sammie Coates,sammie coates,WR,2015,221.0,319.0,FantasyPros Overall ADP for rookie season 2015 (match_score=100.0)
00-0032245,Sean Mannion,sean mannion,QB,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=69.23076923076923).
00-0032227,Jeff Heuerman,jeff heuerman,TE,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=71.42857142857143).
00-0032200,Ty Montgomery,ty montgomery,WR,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=48.0).
00-0031939,Matt Jones,matt jones,RB,2015,155.3,144.0,FantasyPros Overall ADP for rookie season 2015 (match_score=100.0)
00-0031941,Jamison Crowder,jamison crowder,WR,2015,353.0,400.0,FantasyPros Overall ADP for rookie season 2015 (match_score=100.0)
00-0031569,Jeremy Langford,jeremy langford,RB,2015,261.3,248.0,FantasyPros Overall ADP for rookie season 2015 (match_score=100.0)
00-0032130,Jalston Fowler,jalston fowler,RB,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=61.53846153846154).
00-0032062,Blake Bell,blake bell,TE,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=52.17391304347826).
00-0031577,Javorius Allen,javorius allen,RB,2015,249.3,240.0,FantasyPros Overall ADP for rookie season 2015 (match_score=100.0)
00-0032063,Mike Davis,mike davis,RB,2015,362.0,407.0,FantasyPros Overall ADP for rookie season 2015 (match_score=100.0)
00-0032133,David Cobb,david cobb,RB,2015,155.5,146.0,FantasyPros Overall ADP for rookie season 2015 (match_score=100.0)
00-0032170,Rashad Greene,rashad greene,WR,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=54.54545454545454).
00-0031585,MyCole Pruitt,mycole pruitt,TE,2015,332.0,379.0,FantasyPros Overall ADP for rookie season 2015 (match_score=100.0)
00-0031588,Stefon Diggs,stefon diggs,WR,2015,277.0,287.0,FantasyPros Overall ADP for rookie season 2015 (match_score=100.0)
00-0031589,Brett Hundley,brett hundley,QB,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=52.17391304347826).
00-0031590,Jay Ajayi,jay ajayi,RB,2015,177.7,198.0,FantasyPros Overall ADP for rookie season 2015 (match_score=100.0)
00-0032152,Karlos Williams,karlos williams,RB,2015,274.0,256.0,FantasyPros Overall ADP for rookie season 2015 (match_score=100.0)
00-0031594,Tony Lippett,tony lippett,WR,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=56.00000000000001).
00-0032134,C.J. Uzomah,c j uzomah,TE,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=43.47826086956522).
00-0032112,JJ Nelson,jj nelson,WR,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=76.19047619047619).
00-0032135,Jesse James,jesse james,TE,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=54.54545454545454).
00-0032113,Kenny Bell,kenny bell,WR,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=66.66666666666667).
00-0031595,Michael Burton,michael burton,RB,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=70.96774193548387).
00-0031598,Nick Boyle,nick boyle,TE,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=50.0).
00-0031951,James O'Shaughnessy,james o shaughnessy,TE,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=42.42424242424242).
00-0031600,Keith Mumphery,keith mumphery,WR,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=53.84615384615385).
00-0032115,Kaelin Clay,kaelin clay,WR,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=53.84615384615385).
00-0031953,Geremy Davis,geremy davis,WR,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=58.33333333333333).
00-0031954,Evan Spencer,evan spencer,WR,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=61.53846153846154).
00-0032117,Nick O'Leary,nick o leary,TE,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=46.15384615384615).
00-0032068,Malcolm Johnson,malcolm johnson,TE,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=43.75).
00-0031533,Randall Telfer,randall telfer,TE,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=51.85185185185186).
,Bud Sasser,bud sasser,WR,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=54.54545454545454).
00-0031610,Darren Waller,darren waller,WR,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=57.14285714285714).
00-0031611,Josh Robinson,josh robinson,RB,2015,263.3,249.0,FantasyPros Overall ADP for rookie season 2015 (match_score=100.0)
00-0031612,Aaron Ripkowski,aaron ripkowski,RB,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=48.275862068965516).
00-0031617,Kennard Backman,kennard backman,TE,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=48.0).
00-0032120,Neal Sterling,neal sterling,WR,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=61.53846153846154).
00-0032139,Ben Koyack,ben koyack,TE,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=57.14285714285714).
00-0031959,Marcus Murphy,marcus murphy,RB,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=66.66666666666667).
00-0032070,Dezmin Lewis,dezmin lewis,WR,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=59.25925925925925).
00-0031625,Kenny Hilliard,kenny hilliard,RB,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=57.14285714285714).
00-0031962,Mario Alford,mario alford,WR,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=58.33333333333333).
00-0032123,Tre McBride,tre mcbride,WR,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=56.00000000000001).
00-0032141,Geoff Swaim,geoff swaim,TE,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=50.0).
00-0032156,Trevor Siemian,trevor siemian,QB,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=50.0).
00-0032072,Rory Anderson,rory anderson,TE,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=59.25925925925925).
00-0032190,Gerald Christian,gerald christian,TE,2015,,,No FantasyPros ADP match in 2015 overall rankings (rookies only; best_score=48.275862068965516).
00-0033106,Jared Goff,jared goff,QB,2016,319.0,297.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032950,Carson Wentz,carson wentz,QB,2016,243.0,248.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0033045,Ezekiel Elliott,ezekiel elliott,RB,2016,9.8,8.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032966,Corey Coleman,corey coleman,WR,2016,117.0,109.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0033127,Will Fuller,will fuller,WR,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=88.0).
00-0032760,Josh Doctson,josh doctson,WR,2016,211.0,217.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032951,Laquon Treadwell,laquon treadwell,WR,2016,142.0,176.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0033108,Paxton Lynch,paxton lynch,QB,2016,302.0,288.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0033090,Hunter Henry,hunter henry,TE,2016,281.7,274.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032385,Sterling Shepard,sterling shepard,WR,2016,91.0,88.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032764,Derrick Henry,derrick henry,RB,2016,92.5,91.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032765,Michael Thomas,michael thomas,WR,2016,132.0,128.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032953,Christian Hackenberg,christian hackenberg,QB,2016,468.0,500.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0033009,Tyler Boyd,tyler boyd,WR,2016,154.5,148.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0033118,Kenyan Drake,kenyan drake,RB,2016,249.7,252.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032392,Austin Hooper,austin hooper,TE,2016,323.0,318.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0033069,Braxton Miller,braxton miller,WR,2016,235.3,240.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0033060,Leonte Carroo,leonte carroo,WR,2016,304.5,331.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032393,C.J. Prosise,c j prosise,RB,2016,164.7,187.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0033119,Jacoby Brissett,jacoby brissett,QB,2016,501.0,533.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0033104,Cody Kessler,cody kessler,QB,2016,458.0,490.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032394,Nick Vannett,nick vannett,TE,2016,502.0,534.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032893,Connor Cook,connor cook,QB,2016,512.0,544.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032398,Chris Moore,chris moore,WR,2016,382.0,426.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0033110,Tyler Higbee,tyler higbee,TE,2016,256.3,260.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032400,Malcolm Mitchell,malcolm mitchell,WR,2016,241.0,246.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0033079,Ricardo Louis,ricardo louis,WR,2016,392.0,433.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0033111,Pharoh Cooper,pharoh cooper,WR,2016,255.7,259.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032404,Tyler Ervin,tyler ervin,RB,2016,269.0,273.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032775,Demarcus Robinson,demarcus robinson,WR,2016,441.0,474.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032411,Kenneth Dixon,kenneth dixon,RB,2016,185.5,173.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0033077,Dak Prescott,dak prescott,QB,2016,187.0,177.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032972,Devontae Booker,devontae booker,RB,2016,147.5,138.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0033080,Seth Devalve,seth devalve,TE,2016,495.0,527.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0033098,Cardale Jones,cardale jones,QB,2016,490.0,522.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032778,Tajae Sharpe,tajae sharpe,WR,2016,129.5,124.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032940,DeAndre Washington,deandre washington,RB,2016,152.3,142.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032417,Paul Perkins,paul perkins,RB,2016,218.7,225.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032780,Jordan Howard,jordan howard,RB,2016,197.0,199.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032782,Wendell Smallwood,wendell smallwood,RB,2016,209.0,214.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032974,Jordan Payton,jordan payton,WR,2016,439.0,472.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032975,Jonathan Williams,jonathan williams,RB,2016,259.3,263.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032784,Kevin Hogan,kevin hogan,QB,2016,507.0,539.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032423,Trevor Davis,trevor davis,WR,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=58.33333333333333).
00-0033040,Tyreek Hill,tyreek hill,WR,2016,410.0,446.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032426,Alex Collins,alex collins,RB,2016,266.5,292.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032977,Rashard Higgins,rashard higgins,WR,2016,338.0,393.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032956,Andy Janovich,andy janovich,RB,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=57.14285714285714).
00-0033112,Temarrick Hemingway,temarrick hemingway,TE,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=51.61290322580645).
00-0032341,Moritz Boehringer,moritz boehringer,WR,2016,417.0,452.0,FantasyPros Overall ADP for rookie season 2016 (match_score=96.96969696969697)
00-0033078,Keenan Reynolds,keenan reynolds,RB,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=48.275862068965516).
00-0032429,Jerell Adams,jerell adams,TE,2016,292.0,283.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032791,Jakeem Grant,jakeem grant,WR,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=63.63636363636363).
00-0032792,Nate Sudfeld,nate sudfeld,QB,2016,513.0,545.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032430,David Morgan,david morgan,TE,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=58.33333333333333).
00-0032431,Jake Rudock,jake rudock,QB,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=54.54545454545454).
00-0032957,Kolby Listenbee,kolby listenbee,WR,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=46.15384615384615).
00-0032794,Danny Vitale,danny vitale,RB,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=56.00000000000001).
00-0032897,Derek Watt,derek watt,RB,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=60.0).
00-0032795,Cody Core,cody core,WR,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=63.63636363636363).
00-0032434,Brandon Allen,brandon allen,QB,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=64.0).
00-0033114,Mike Thomas,mike thomas,WR,2016,296.0,314.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032436,Jeff Driskel,jeff driskel,QB,2016,505.0,537.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032440,Kelvin Taylor,kelvin taylor,RB,2016,294.0,349.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032441,Aaron Burbridge,aaron burbridge,WR,2016,440.0,473.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0033049,Darius Jackson,darius jackson,RB,2016,381.0,425.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0033054,Rico Gathers,rico gathers,TE,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=54.54545454545454).
00-0032446,Brandon Doughty,brandon doughty,QB,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=62.06896551724138).
00-0032447,Devin Lucien,devin lucien,WR,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=69.23076923076923).
00-0032365,Demarcus Ayers,demarcus ayers,WR,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=51.85185185185186).
00-0032801,Daniel Braverman,daniel braverman,WR,2016,399.0,439.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0033061,Thomas Duarte,thomas duarte,TE,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=61.53846153846154).
00-0032450,Dwayne Washington,dwayne washington,RB,2016,283.0,329.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032804,Daniel Lasco,daniel lasco,RB,2016,280.5,299.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032451,Devin Fuller,devin fuller,WR,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=69.23076923076923).
00-0032959,Charone Peake,charone peake,WR,2016,430.0,464.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032806,Keith Marshall,keith marshall,RB,2016,225.0,232.0,FantasyPros Overall ADP for rookie season 2016 (match_score=100.0)
00-0032453,Kenny Lawler,kenny lawler,WR,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=66.66666666666667).
00-0032808,Zac Brooks,zac brooks,RB,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=48.0).
00-0032900,Beau Sandland,beau sandland,TE,2016,,,No FantasyPros ADP match in 2016 overall rankings (rookies only; best_score=43.47826086956522).
00-0033869,Mitchell Trubisky,mitchell trubisky,QB,2017,230.0,259.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033856,Leonard Fournette,leonard fournette,RB,2017,24.8,24.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033871,Corey Davis,corey davis,WR,2017,117.3,138.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033536,Mike Williams,mike williams,WR,2017,218.7,228.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033280,Christian McCaffrey,christian mccaffrey,RB,2017,27.2,26.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033460,John Ross,john ross,WR,2017,162.3,181.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033873,Patrick Mahomes,patrick mahomes,QB,2017,270.0,312.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033537,Deshaun Watson,deshaun watson,QB,2017,210.7,216.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033879,O.J. Howard,o j howard,TE,2017,144.0,144.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033881,Evan Engram,evan engram,TE,2017,160.3,155.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033885,David Njoku,david njoku,TE,2017,204.0,208.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033891,Zay Jones,zay jones,WR,2017,128.3,139.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033282,Curtis Samuel,curtis samuel,WR,2017,230.3,238.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033893,Dalvin Cook,dalvin cook,RB,2017,34.2,34.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033895,Gerald Everett,gerald everett,TE,2017,258.5,297.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033896,Adam Shaheen,adam shaheen,TE,2017,340.0,381.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033897,Joe Mixon,joe mixon,RB,2017,43.8,44.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033899,DeShone Kizer,deshone kizer,QB,2017,264.0,273.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033857,JuJu Smith-Schuster,juju smith schuster,WR,2017,238.0,269.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033906,Alvin Kamara,alvin kamara,RB,2017,167.4,142.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033908,Cooper Kupp,cooper kupp,WR,2017,144.4,132.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033911,Taywan Taylor,taywan taylor,WR,2017,310.5,320.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033916,ArDarius Stewart,ardarius stewart,WR,2017,218.3,226.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033919,Carlos Henderson,carlos henderson,WR,2017,185.0,264.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033921,Chris Godwin,chris godwin,WR,2017,229.0,258.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033923,Kareem Hunt,kareem hunt,RB,2017,38.2,38.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033550,Davis Webb,davis webb,QB,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=45.45454545454546).
00-0033925,D'Onta Foreman,d onta foreman,RB,2017,186.0,190.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033932,Kenny Golladay,kenny golladay,WR,2017,161.7,180.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033933,Chad Williams,chad williams,WR,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=74.07407407407408).
00-0033858,Jonnu Smith,jonnu smith,TE,2017,365.0,405.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033936,C.J. Beathard,c j beathard,QB,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=42.85714285714286).
00-0033553,James Conner,james conner,RB,2017,196.3,200.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033937,Amara Darboh,amara darboh,WR,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=50.0).
00-0033839,Dede Westbrook,dede westbrook,WR,2017,232.5,261.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033526,Samaje Perine,samaje perine,RB,2017,129.8,140.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033943,Josh Reynolds,josh reynolds,WR,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=63.63636363636363).
00-0033555,Mack Hollins,mack hollins,WR,2017,337.0,378.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033556,Tarik Cohen,tarik cohen,RB,2017,226.3,233.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033286,Joe Williams,joe williams,RB,2017,174.5,217.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033559,Michael Roberts,michael roberts,TE,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=44.44444444444444).
00-0033859,Josh Malone,josh malone,WR,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=60.86956521739131).
00-0033561,Donnel Pumphrey,donnel pumphrey,RB,2017,218.0,287.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033562,Ryan Switzer,ryan switzer,WR,2017,223.0,293.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033948,Jamaal Williams,jamaal williams,RB,2017,135.3,141.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033949,Joshua Dobbs,joshua dobbs,QB,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=41.666666666666664).
00-0033464,Jehu Chesson,jehu chesson,WR,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=58.33333333333333).
00-0033950,Wayne Gallman,wayne gallman,RB,2017,248.0,306.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033840,Chad Hansen,chad hansen,WR,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=56.00000000000001).
00-0033951,Marlon Mack,marlon mack,RB,2017,183.0,188.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033564,Jake Butt,jake butt,TE,2017,352.0,393.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033288,George Kittle,george kittle,TE,2017,248.0,282.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033953,Jordan Leggett,jordan leggett,TE,2017,362.0,402.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033528,Jeremy Sprinkle,jeremy sprinkle,TE,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=51.61290322580645).
00-0033567,Brian Hill,brian hill,RB,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=54.54545454545454).
00-0033955,Jeremy McNichols,jeremy mcnichols,RB,2017,258.0,314.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033573,Shelton Gibson,shelton gibson,WR,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=53.84615384615385).
00-0033957,Rodney Adams,rodney adams,WR,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=72.0).
00-0033958,Nathan Peterman,nathan peterman,QB,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=50.0).
00-0033466,Isaiah McKenzie,isaiah mckenzie,WR,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=44.44444444444444).
00-0033576,Eric Saubert,eric saubert,TE,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=52.17391304347826).
00-0033291,DeAngelo Yancey,deangelo yancey,WR,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=58.06451612903225).
00-0033292,Trent Taylor,trent taylor,WR,2017,364.0,404.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033789,T.J. Logan,t j logan,RB,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=52.63157894736843).
00-0033293,Aaron Jones,aaron jones,RB,2017,248.5,284.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033295,Elijah McGuire,elijah mcguire,RB,2017,343.0,384.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033296,Alex Armah,alex armah,RB,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=58.33333333333333).
00-0033966,Bucky Hodges,bucky hodges,TE,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=40.0).
00-0033581,De'Angelo Henderson,de angelo henderson,RB,2017,218.0,225.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033967,Sam Rogers,sam rogers,RB,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=54.54545454545454).
00-0033791,Brandon Wilson,brandon wilson,RB,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=58.33333333333333).
00-0033530,Robert Davis,robert davis,WR,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=64.0).
00-0033585,Brad Kaaya,brad kaaya,QB,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=54.54545454545454).
00-0033968,Stacy Coley,stacy coley,WR,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=58.33333333333333).
00-0033589,David Moore,david moore,WR,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=52.17391304347826).
00-0033471,Isaiah Ford,isaiah ford,WR,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=54.54545454545454).
