gsis_id,pfr_player_id,player_name,player_name_norm,position,hs_class,birth_date,draft_year,college,draft_team
00-0034442,ProeAu00,Austin Proehl,austin proehl,WR,2014,1995-10-11,2018,North Carolina,BUF
00-0034339,QuinTr00,Trey Quinn,trey quinn,WR,2014,1995-12-07,2018,SMU,WAS
00-0035228,MurrKy00,Kyler Murray,kyler murray,QB,2015,1997-08-07,2019,Oklahoma,ARI
00-0035710,JoneDa05,Daniel Jones,daniel jones,QB,2015,1997-05-27,2019,Duke,NYG
00-0035229,HockTJ00,T.J. Hockenson,t j hockenson,TE,2016,1997-07-03,2019,Iowa,DET
00-0035232,HaskDw00,Dwayne Haskins,dwayne haskins,QB,2016,1997-05-03,2019,Ohio St.,WAS
00-0035644,FantNo00,Noah Fant,noah fant,TE,2016,1997-11-20,2019,Iowa,DEN
00-0035700,JacoJo01,Josh Jacobs,josh jacobs,RB,2016,1998-02-11,2019,Alabama,OAK
00-0035662,BrowMa04,Marquise Brown,marquise brown,WR,2015,1997-06-04,2019,Oklahoma,BAL
00-0035624,HarrNK00,N'Keal Harry,n keal harry,WR,2016,1997-12-17,2019,Arizona St.,NWE
00-0035719,SamuDe00,Deebo Samuel,deebo samuel,WR,2014,1996-01-15,2019,South Carolina,SFO
00-0035704,LockDr00,Drew Lock,drew lock,QB,2015,1996-11-10,2019,Missouri,DEN
00-0034970,SmitIr01,Irv Smith Jr.,irv smith,TE,2016,1998-08-09,2019,Alabama,MIN
00-0035676,BrowAJ00,A.J. Brown,a j brown,WR,2016,1997-06-30,2019,Mississippi,TEN
00-0035631,SampDr00,Drew Sample,drew sample,TE,2014,1996-04-16,2019,Washington,CIN
00-0035243,SandMi01,Miles Sanders,miles sanders,RB,2016,1997-05-01,2019,Penn St.,PHI
00-0035140,HardMe00,Mecole Hardman,mecole hardman,WR,2016,1998-03-12,2019,Georgia,KAN
00-0035246,ArceJJ00,JJ Arcega-Whiteside,jj arcega whiteside,WR,2015,1996-12-31,2019,Stanford,PHI
00-0035639,CampPa00,Parris Campbell,parris campbell,WR,2014,1997-07-16,2019,Ohio St.,IND
00-0035527,IsabAn00,Andy Isabella,andy isabella,WR,2014,1996-11-18,2019,Massachusetts,ARI
00-0035640,MetcDK00,D.K. Metcalf,d k metcalf,WR,2016,1997-12-14,2019,Mississippi,SEA
00-0035216,JohnDi01,Diontae Johnson,diontae johnson,WR,2014,1996-07-05,2019,Toledo,PIT
00-0034971,HurdJa00,Jalen Hurd,jalen hurd,WR,2014,1996-01-23,2019,Baylor,SFO
00-0035249,OlivJo00,Josh Oliver,josh oliver,TE,2015,1997-03-21,2019,San Jose St.,JAX
00-0035664,HendDa00,Darrell Henderson,darrell henderson,RB,2015,1997-08-19,2019,Memphis,LAR
00-0035685,MontDa01,David Montgomery,david montgomery,RB,2016,1997-06-07,2019,Iowa St.,CHI
00-0035250,SingDe00,Devin Singletary,devin singletary,RB,2016,1997-09-03,2019,Florida Atlantic,BUF
00-0035671,SterJa00,Jace Sternberger,jace sternberger,TE,2015,1996-06-26,2019,Texas A&M,GNB
00-0035659,McLaTe00,Terry McLaurin,terry mclaurin,WR,2014,1995-09-15,2019,Ohio St.,WAS
00-0035660,WarrKa00,Kahale Warring,kahale warring,TE,2015,1997-03-23,2019,San Diego St.,HOU
00-0035657,HarrDa06,Damien Harris,damien harris,RB,2015,1997-02-11,2019,Alabama,NWE
00-0035703,BoykMi00,Miles Boykin,miles boykin,WR,2015,1996-10-12,2019,Notre Dame,BAL
00-0035689,KnoxDa00,Dawson Knox,dawson knox,TE,2014,1996-11-14,2019,Mississippi,BUF
00-0035251,GrieWi00,Will Grier,will grier,QB,2014,1995-04-03,2019,West Virginia,CAR
00-0034972,MattAl01,Alexander Mattison,alexander mattison,RB,2016,1998-06-19,2019,Boise St.,MIN
00-0035529,ButlHa00,Hakeem Butler,hakeem butler,WR,2015,1996-05-16,2019,Iowa St.,ARI
00-0035652,FinlRy00,Ryan Finley,ryan finley,QB,2013,1994-12-26,2019,North Carolina St.,CIN
00-0035256,LoveBr00,Bryce Love,bryce love,RB,2015,1997-07-08,2019,Stanford,WAS
00-0034975,HillJu00,Justice Hill,justice hill,RB,2016,1997-11-14,2019,Oklahoma St.,BAL
00-0035589,JennGa00,Gary Jennings Jr,gary jennings,WR,2015,1997-03-07,2019,West Virginia,SEA
00-0035259,WescTr00,Trevon Wesco,trevon wesco,TE,2014,1995-09-12,2019,West Virginia,NYJ
00-0035217,SnelBe00,Benny Snell Jr.,benny snell,RB,2016,1998-02-27,2019,Kentucky,PIT
00-0035590,RidlRi00,Riley Ridley,riley ridley,WR,2016,1996-07-21,2019,Georgia,CHI
00-0035261,PollTo00,Tony Pollard,tony pollard,RB,2015,1997-04-30,2019,Memphis,DAL
00-0035264,StidJa00,Jarrett Stidham,jarrett stidham,QB,2015,1996-08-08,2019,Auburn,NWE
00-0034981,MoreFo00,Foster Moreau,foster moreau,TE,2015,1997-05-06,2019,LSU,OAK
00-0035268,ArmsRy00,Ryquell Armstead,ryquell armstead,RB,2015,1996-10-30,2019,Temple,JAX
00-0035222,GentZa00,Zach Gentry,zach gentry,TE,2015,1996-09-10,2019,Michigan,PIT
00-0034983,RenfHu00,Hunter Renfrow,hunter renfrow,WR,2013,1995-12-21,2019,Clemson,OAK
00-0035273,OlliQa00,Qadree Ollison,qadree ollison,RB,2014,1996-09-08,2019,Pittsburgh,ATL
00-0035275,ScarJo00,Jordan Scarlett,jordan scarlett,RB,2015,1995-07-08,2019,Florida,CAR
