gsis_id,player_name,position,draft_year,draft_team,sos_opp_win_pct,games_scheduled,off_pass_yards,off_rush_yards,off_pass_rate_proxy,team_opportunity_ppr,team_pos_carries,team_pos_targets,team_pos_receptions,team_pos_touches,incumbent_pos_ppr,incumbent_pos_ppr_sum,incumbent_pos_carries,incumbent_pos_targets,incumbent_pos_touches
00-0033110,Tyler Higbee,TE,2016,LAR,0.49609375,16.0,3313.0,1252.0,0.5883644346871569,156.2,0.0,121.0,69.0,69.0,61.5,69.1,0.0,40.0,25.0
00-0032400,Malcolm Mitchell,WR,2016,NWE,0.43359375,16.0,4456.0,1872.0,0.5329457364341085,504.44,8.0,311.0,201.0,209.0,172.5,322.84000000000003,3.0,88.0,67.0
00-0033079,Ricardo Louis,WR,2016,CLE,0.54296875,16.0,3693.0,1712.0,0.6183206106870229,282.7,5.0,202.0,111.0,116.0,25.7,30.8,1.0,21.0,14.0
00-0033111,Pharoh Cooper,WR,2016,LAR,0.49609375,16.0,3313.0,1252.0,0.5883644346871569,364.79999999999995,52.0,213.0,111.0,163.0,200.7,364.8,52.0,87.0,104.0
00-0032404,Tyler Ervin,RB,2016,HOU,0.5,16.0,3418.0,1859.0,0.5611164581328201,220.0,262.0,58.0,47.0,309.0,111.69999999999999,220.0,183.0,31.0,198.0
00-0032775,Demarcus Robinson,WR,2016,KAN,0.5078125,16.0,3914.0,1748.0,0.569937369519833,427.2,17.0,236.0,156.0,173.0,243.2,427.19999999999993,9.0,124.0,90.0
00-0032411,Kenneth Dixon,RB,2016,BAL,0.4921875,16.0,4343.0,1463.0,0.6491395793499044,287.5,200.0,129.0,96.0,296.0,145.7,285.79999999999995,137.0,62.0,182.0
00-0033077,Dak Prescott,QB,2016,DAL,0.46484375,16.0,3799.0,2396.0,0.49185336048879835,136.42000000000002,26.0,0.0,0.0,26.0,33.06,33.06,2.0,0.0,2.0
00-0032972,Devontae Booker,RB,2016,DEN,0.546875,16.0,3914.0,1484.0,0.5816326530612245,318.6,377.0,80.0,55.0,432.0,141.3,157.20000000000002,152.0,36.0,177.0
00-0033080,Seth Devalve,TE,2016,CLE,0.54296875,16.0,3693.0,1712.0,0.6183206106870229,13.799999999999999,0.0,18.0,7.0,7.0,1.7,1.7,0.0,2.0,1.0
00-0033098,Cardale Jones,QB,2016,BUF,0.4765625,16.0,3250.0,2630.0,0.4906832298136646,310.44,121.0,1.0,1.0,122.0,271.6,310.44,104.0,1.0,105.0
00-0032778,Tajae Sharpe,WR,2016,TEN,0.46484375,16.0,3720.0,2187.0,0.5142857142857142,253.5,7.0,169.0,98.0,105.0,96.5,194.6,5.0,72.0,41.0
00-0032940,DeAndre Washington,RB,2016,OAK,0.50390625,16.0,4137.0,1922.0,0.5786407766990291,348.7,316.0,110.0,87.0,403.0,204.79999999999998,270.2,266.0,53.0,307.0
00-0032417,Paul Perkins,RB,2016,NYG,0.48046875,16.0,4027.0,1412.0,0.6004016064257028,221.2,185.0,89.0,63.0,248.0,158.4,185.8,61.0,81.0,120.0
00-0032780,Jordan Howard,RB,2016,CHI,0.51953125,16.0,4139.0,1735.0,0.5953141640042598,405.2,423.0,106.0,70.0,493.0,147.6,184.39999999999998,148.0,42.0,170.0
00-0032782,Wendell Smallwood,RB,2016,PHI,0.55078125,16.0,3798.0,1813.0,0.5816618911174785,367.5,304.0,150.0,108.0,412.0,161.5,183.1,83.0,83.0,138.0
00-0032974,Jordan Payton,WR,2016,CLE,0.54296875,16.0,3693.0,1712.0,0.6183206106870229,282.7,5.0,202.0,111.0,116.0,25.7,30.8,1.0,21.0,14.0
00-0032975,Jonathan Williams,RB,2016,BUF,0.4765625,16.0,3250.0,2630.0,0.4906832298136646,230.29999999999998,250.0,57.0,38.0,288.0,178.7,230.29999999999998,203.0,50.0,235.0
00-0032784,Kevin Hogan,QB,2016,KAN,0.5078125,16.0,3914.0,1748.0,0.569937369519833,271.2,86.0,0.0,0.0,86.0,271.24,271.24,84.0,0.0,84.0
00-0032423,Trevor Davis,WR,2016,GNB,0.50390625,16.0,4445.0,1701.0,0.6237424547283702,382.4,16.0,270.0,155.0,171.0,202.9,382.4,13.0,129.0,92.0
00-0033040,Tyreek Hill,WR,2016,KAN,0.5078125,16.0,3914.0,1748.0,0.569937369519833,427.2,17.0,236.0,156.0,173.0,243.2,427.19999999999993,9.0,124.0,90.0
00-0032426,Alex Collins,RB,2016,SEA,0.4375,16.0,4422.0,1591.0,0.5845360824742268,240.5,328.0,36.0,25.0,353.0,127.6,131.79999999999998,147.0,11.0,156.0
00-0032977,Rashard Higgins,WR,2016,CLE,0.54296875,16.0,3693.0,1712.0,0.6183206106870229,282.7,5.0,202.0,111.0,116.0,25.7,30.8,1.0,21.0,14.0
00-0032956,Andy Janovich,RB,2016,DEN,0.546875,16.0,3914.0,1484.0,0.5816326530612245,318.6,377.0,80.0,55.0,432.0,141.3,157.20000000000002,152.0,36.0,177.0
00-0033112,Temarrick Hemingway,TE,2016,LAR,0.49609375,16.0,3313.0,1252.0,0.5883644346871569,156.2,0.0,121.0,69.0,69.0,61.5,69.1,0.0,40.0,25.0
00-0032341,Moritz Boehringer,WR,2016,MIN,0.48828125,16.0,4119.0,1205.0,0.6074380165289256,384.29999999999995,9.0,237.0,146.0,155.0,149.29999999999998,285.4,4.0,84.0,55.0
00-0033078,Keenan Reynolds,RB,2016,BAL,0.4921875,16.0,4343.0,1463.0,0.6491395793499044,287.5,200.0,129.0,96.0,296.0,145.7,285.79999999999995,137.0,62.0,182.0
00-0032429,Jerell Adams,TE,2016,NYG,0.48046875,16.0,4027.0,1412.0,0.6004016064257028,186.8,0.0,122.0,82.0,82.0,104.4,172.9,0.0,62.0,42.0
00-0032791,Jakeem Grant,WR,2016,MIA,0.44921875,16.0,3716.0,1824.0,0.5408163265306123,591.36,19.0,341.0,206.0,225.0,275.36,457.76,18.0,166.0,128.0
00-0032792,Nate Sudfeld,QB,2016,WAS,0.51171875,16.0,4948.0,1696.0,0.6156186612576064,302.26,29.0,0.0,0.0,29.0,293.44,302.26,26.0,0.0,26.0
00-0032430,David Morgan,TE,2016,MIN,0.48828125,16.0,4119.0,1205.0,0.6074380165289256,176.8,0.0,108.0,70.0,70.0,128.5,157.9,0.0,73.0,49.0
00-0032431,Jake Rudock,QB,2016,DET,0.47265625,16.0,4327.0,1310.0,0.6292372881355932,300.82,44.0,1.0,1.0,45.0,290.78,300.82,44.0,1.0,45.0
00-0032957,Kolby Listenbee,WR,2016,BUF,0.4765625,16.0,3250.0,2630.0,0.4906832298136646,434.96000000000004,3.0,237.0,145.0,148.0,218.8,341.40000000000003,1.0,96.0,61.0
00-0032794,Danny Vitale,RB,2016,TAM,0.48828125,16.0,4165.0,1616.0,0.5606207565470417,418.70000000000005,400.0,117.0,87.0,487.0,232.3,412.3,288.0,70.0,321.0
00-0032897,Derek Watt,RB,2016,SDG,0.54296875,16.0,4386.0,1510.0,0.5930470347648262,386.4,313.0,158.0,126.0,439.0,243.1,386.40000000000003,184.0,106.0,217.0
00-0032795,Cody Core,WR,2016,CIN,0.51953125,16.0,4206.0,1769.0,0.557978196233895,555.5,15.0,288.0,187.0,202.0,273.7,273.7,0.0,132.0,86.0
00-0032434,Brandon Allen,QB,2016,JAX,0.52734375,16.0,3925.0,1631.0,0.6149312377210217,316.12,52.0,0.0,0.0,52.0,316.12,316.12,52.0,0.0,52.0
00-0033114,Mike Thomas,WR,2016,LAR,0.49609375,16.0,3313.0,1252.0,0.5883644346871569,364.79999999999995,52.0,213.0,111.0,163.0,200.7,364.8,52.0,87.0,104.0
00-0032436,Jeff Driskel,QB,2016,SFO,0.49609375,16.0,3166.0,2019.0,0.5173867228661749,129.74,32.0,0.0,0.0,32.0,129.74,129.74,32.0,0.0,32.0
00-0032440,Kelvin Taylor,RB,2016,SFO,0.49609375,16.0,3166.0,2019.0,0.5173867228661749,251.5,266.0,98.0,69.0,335.0,81.3,205.4,115.0,32.0,126.0
00-0032441,Aaron Burbridge,WR,2016,SFO,0.49609375,16.0,3166.0,2019.0,0.5173867228661749,158.10000000000002,1.0,83.0,48.0,49.0,125.30000000000001,154.3,1.0,62.0,33.0
00-0033049,Darius Jackson,RB,2016,DAL,0.46484375,16.0,3799.0,2396.0,0.49185336048879835,281.2,291.0,88.0,68.0,359.0,197.7,248.49999999999997,239.0,53.0,279.0
00-0033054,Rico Gathers,TE,2016,DAL,0.46484375,16.0,3799.0,2396.0,0.49185336048879835,200.60000000000002,0.0,132.0,95.0,95.0,164.3,200.60000000000002,0.0,104.0,77.0
00-0032446,Brandon Doughty,QB,2016,MIA,0.44921875,16.0,3716.0,1824.0,0.5408163265306123,258.68,35.0,1.0,1.0,36.0,258.32,258.68,32.0,1.0,33.0
00-0032447,Devin Lucien,WR,2016,NWE,0.43359375,16.0,4456.0,1872.0,0.5329457364341085,504.44,8.0,311.0,201.0,209.0,172.5,322.84000000000003,3.0,88.0,67.0
00-0032365,Demarcus Ayers,WR,2016,PIT,0.48828125,16.0,4377.0,1760.0,0.5930348258706468,777.8,8.0,405.0,252.0,260.0,390.2,777.8000000000001,5.0,193.0,139.0
00-0032801,Daniel Braverman,WR,2016,CHI,0.51953125,16.0,4139.0,1735.0,0.5953141640042598,325.6,0.0,198.0,114.0,114.0,158.7,325.6,0.0,94.0,54.0
00-0033061,Thomas Duarte,TE,2016,MIA,0.44921875,16.0,3716.0,1824.0,0.5408163265306123,34.7,0.0,25.0,18.0,18.0,34.7,34.7,0.0,25.0,18.0
00-0032450,Dwayne Washington,RB,2016,DET,0.47265625,16.0,4327.0,1310.0,0.6292372881355932,321.3,211.0,146.0,113.0,324.0,179.0,321.2,143.0,99.0,168.0
00-0032804,Daniel Lasco,RB,2016,NOR,0.51953125,16.0,5258.0,1742.0,0.6252319109461967,420.6,307.0,136.0,110.0,417.0,203.4,324.6,166.0,60.0,216.0
00-0032451,Devin Fuller,WR,2016,ATL,0.4765625,16.0,4960.0,1928.0,0.5605427974947808,456.90000000000003,1.0,265.0,175.0,176.0,369.1,456.9,1.0,203.0,136.0
00-0032959,Charone Peake,WR,2016,NYJ,0.51171875,16.0,3645.0,1802.0,0.5681818181818182,748.6,0.0,438.0,253.0,253.0,339.2,705.4,0.0,173.0,109.0
00-0032806,Keith Marshall,RB,2016,WAS,0.51171875,16.0,4948.0,1696.0,0.6156186612576064,314.8,387.0,92.0,70.0,457.0,116.4,209.0,144.0,48.0,163.0
00-0032453,Kenny Lawler,WR,2016,SEA,0.4375,16.0,4422.0,1591.0,0.5845360824742268,600.5,6.0,251.0,184.0,190.0,268.9,591.0999999999999,5.0,103.0,78.0
00-0032808,Zac Brooks,RB,2016,SEA,0.4375,16.0,4422.0,1591.0,0.5845360824742268,240.5,328.0,36.0,25.0,353.0,127.6,131.79999999999998,147.0,11.0,156.0
00-0032900,Beau Sandland,TE,2016,CAR,0.51171875,16.0,3962.0,1814.0,0.5541338582677166,376.8,0.0,214.0,126.0,126.0,227.4,376.8,0.0,124.0,77.0
00-0033869,Mitchell Trubisky,QB,2017,CHI,0.55859375,16.0,3085.0,1788.0,0.5284916201117319,199.08,20.0,1.0,1.0,21.0,,,,,
00-0033856,Leonard Fournette,RB,2017,JAX,0.43359375,16.0,3716.0,2262.0,0.5,269.9,283.0,104.0,74.0,357.0,137.7,268.1,130.0,68.0,180.0
00-0033871,Corey Davis,WR,2017,TEN,0.43359375,16.0,3394.0,1833.0,0.5282215122470714,442.9,2.0,256.0,150.0,152.0,211.5,352.8,1.0,108.0,65.0
00-0033536,Mike Williams,WR,2017,LAC,0.45703125,16.0,4551.0,1595.0,0.5818363273453094,533.9,2.0,310.0,184.0,186.0,216.9,363.6,2.0,119.0,69.0
00-0033280,Christian McCaffrey,RB,2017,CAR,0.5390625,16.0,3319.0,2102.0,0.5055499495459133,281.6,346.0,70.0,44.0,390.0,146.4,247.0,218.0,33.0,226.0
00-0033460,John Ross,WR,2017,CIN,0.46484375,16.0,3386.0,1366.0,0.5749718151071026,569.6,7.0,342.0,220.0,227.0,186.4,546.6,4.0,107.0,66.0
00-0033873,Patrick Mahomes,QB,2017,KAN,0.4765625,16.0,4326.0,1903.0,0.5727848101265823,252.78,52.0,1.0,1.0,53.0,224.78,224.78,48.0,1.0,49.0
00-0033537,Deshaun Watson,QB,2017,HOU,0.515625,16.0,3644.0,1842.0,0.539568345323741,187.42000000000002,36.0,1.0,1.0,37.0,17.64,17.64,6.0,0.0,6.0
00-0033879,O.J. Howard,TE,2017,TAM,0.5546875,16.0,4607.0,1450.0,0.6086519114688129,207.5,0.0,102.0,71.0,71.0,171.0,186.8,0.0,81.0,57.0
00-0033881,Evan Engram,TE,2017,NYG,0.53125,16.0,3680.0,1549.0,0.6067864271457086,155.9,0.0,113.0,79.0,79.0,34.2,34.2,0.0,21.0,16.0
00-0033885,David Njoku,TE,2017,CLE,0.51953125,16.0,3537.0,1714.0,0.5991649269311065,45.800000000000004,0.0,20.0,13.0,13.0,34.7,37.1,0.0,12.0,10.0
00-0033891,Zay Jones,WR,2017,BUF,0.4921875,16.0,3065.0,2017.0,0.49376299376299376,397.59999999999997,4.0,257.0,140.0,144.0,24.5,24.5,3.0,11.0,11.0
00-0033282,Curtis Samuel,WR,2017,CAR,0.5390625,16.0,3319.0,2102.0,0.5055499495459133,425.6,16.0,273.0,147.0,163.0,3.7,6.300000000000001,0.0,6.0,2.0
00-0033893,Dalvin Cook,RB,2017,MIN,0.4921875,16.0,3929.0,1957.0,0.5126459143968871,424.3,349.0,177.0,134.0,483.0,148.4,148.4,159.0,53.0,202.0
00-0033895,Gerald Everett,TE,2017,LAR,0.50390625,16.0,4023.0,1953.0,0.5329218106995884,135.4,0.0,116.0,61.0,61.0,25.5,25.5,0.0,29.0,11.0
00-0033896,Adam Shaheen,TE,2017,CHI,0.55859375,16.0,3085.0,1788.0,0.5284916201117319,168.2,0.0,101.0,71.0,71.0,119.6,162.1,0.0,64.0,47.0
00-0033897,Joe Mixon,RB,2017,CIN,0.46484375,16.0,3386.0,1366.0,0.5749718151071026,376.0,393.0,99.0,77.0,470.0,176.3,300.1,222.0,51.0,243.0
00-0033899,DeShone Kizer,QB,2017,CLE,0.51953125,16.0,3537.0,1714.0,0.5991649269311065,212.2,57.0,0.0,0.0,57.0,77.0,93.66,11.0,0.0,11.0
00-0033857,JuJu Smith-Schuster,WR,2017,PIT,0.453125,16.0,4542.0,1667.0,0.5749027237354085,638.2,11.0,338.0,208.0,219.0,307.3,474.7,3.0,154.0,109.0
00-0033906,Alvin Kamara,RB,2017,NOR,0.53515625,16.0,4334.0,2070.0,0.5469387755102041,527.3,371.0,163.0,127.0,498.0,242.2,305.2,205.0,58.0,251.0
00-0033908,Cooper Kupp,WR,2017,LAR,0.50390625,16.0,4023.0,1953.0,0.5329218106995884,496.2,29.0,331.0,188.0,217.0,146.8,177.7,28.0,106.0,86.0
00-0033911,Taywan Taylor,WR,2017,TEN,0.43359375,16.0,3394.0,1833.0,0.5282215122470714,442.9,2.0,256.0,150.0,152.0,211.5,352.8,1.0,108.0,65.0
00-0033916,ArDarius Stewart,WR,2017,NYJ,0.51953125,16.0,3501.0,1702.0,0.544290288153682,560.8000000000001,4.0,393.0,202.0,206.0,168.9,364.6,3.0,105.0,59.0
00-0033919,Carlos Henderson,WR,2017,DEN,0.4921875,16.0,3668.0,1852.0,0.5532746823069403,538.9,1.0,347.0,204.0,205.0,226.3,538.9,1.0,144.0,90.0
00-0033921,Chris Godwin,WR,2017,TAM,0.5546875,16.0,4607.0,1450.0,0.6086519114688129,542.9000000000001,7.0,313.0,185.0,192.0,304.1,472.90000000000003,5.0,173.0,96.0
00-0033923,Kareem Hunt,RB,2017,KAN,0.4765625,16.0,4326.0,1903.0,0.5727848101265823,315.8,327.0,90.0,70.0,397.0,195.8,295.0,214.0,42.0,247.0
00-0033550,Davis Webb,QB,2017,NYG,0.53125,16.0,3680.0,1549.0,0.6067864271457086,224.18,21.0,0.0,0.0,21.0,224.18,224.18,21.0,0.0,21.0
00-0033925,D'Onta Foreman,RB,2017,HOU,0.515625,16.0,3644.0,1842.0,0.539568345323741,310.4,416.0,83.0,63.0,479.0,191.1,260.7,268.0,39.0,299.0
00-0033932,Kenny Golladay,WR,2017,DET,0.49609375,16.0,4470.0,1221.0,0.6109324758842444,460.5,11.0,277.0,165.0,176.0,223.1,409.7,10.0,135.0,101.0
00-0033933,Chad Williams,WR,2017,ARI,0.48828125,16.0,3979.0,1386.0,0.5938430983118173,657.8,7.0,407.0,236.0,243.0,243.8,556.1999999999999,4.0,150.0,109.0
00-0033858,Jonnu Smith,TE,2017,TEN,0.43359375,16.0,3394.0,1833.0,0.5282215122470714,235.5,2.0,125.0,80.0,82.0,188.1,207.2,2.0,102.0,67.0
00-0033936,C.J. Beathard,QB,2017,SFO,0.51171875,16.0,4235.0,1662.0,0.5980295566502463,73.7,40.0,1.0,1.0,41.0,,,,,
00-0033553,James Conner,RB,2017,PIT,0.453125,16.0,4542.0,1667.0,0.5749027237354085,332.7,277.0,99.0,80.0,357.0,317.4,332.0,261.0,94.0,336.0
00-0033937,Amara Darboh,WR,2017,SEA,0.4921875,16.0,3979.0,1629.0,0.5757261410788381,568.72,10.0,328.0,206.0,216.0,253.6,470.72,6.0,125.0,97.0
00-0033839,Dede Westbrook,WR,2017,JAX,0.43359375,16.0,3716.0,2262.0,0.5,516.5,8.0,354.0,183.0,191.0,199.3,514.6,6.0,151.0,73.0
00-0033526,Samaje Perine,RB,2017,WAS,0.5390625,16.0,4093.0,1448.0,0.5738575982996812,370.4,343.0,89.0,70.0,413.0,147.5,280.1,168.0,62.0,180.0
00-0033943,Josh Reynolds,WR,2017,LAR,0.50390625,16.0,4023.0,1953.0,0.5329218106995884,496.2,29.0,331.0,188.0,217.0,146.8,177.7,28.0,106.0,86.0
00-0033555,Mack Hollins,WR,2017,PHI,0.4609375,16.0,3967.0,2115.0,0.5438765670202508,154.4,10.0,112.0,61.0,71.0,87.9,121.20000000000002,5.0,69.0,41.0
00-0033556,Tarik Cohen,RB,2017,CHI,0.55859375,16.0,3085.0,1788.0,0.5284916201117319,326.4,346.0,84.0,53.0,399.0,230.1,253.2,252.0,50.0,281.0
00-0033286,Joe Williams,RB,2017,SFO,0.51171875,16.0,4235.0,1662.0,0.5980295566502463,351.40000000000003,349.0,86.0,67.0,416.0,192.1,192.7,217.0,33.0,244.0
00-0033559,Michael Roberts,TE,2017,DET,0.49609375,16.0,4470.0,1221.0,0.6109324758842444,152.9,1.0,92.0,66.0,67.0,144.2,144.2,1.0,85.0,62.0
00-0033859,Josh Malone,WR,2017,CIN,0.46484375,16.0,3386.0,1366.0,0.5749718151071026,569.6,7.0,342.0,220.0,227.0,186.4,546.6,4.0,107.0,66.0
00-0033561,Donnel Pumphrey,RB,2017,PHI,0.4609375,16.0,3967.0,2115.0,0.5438765670202508,270.0,226.0,101.0,67.0,293.0,162.5,249.3,94.0,71.0,146.0
00-0033562,Ryan Switzer,WR,2017,DAL,0.49609375,16.0,3326.0,2170.0,0.5066803699897225,564.3,11.0,290.0,188.0,199.0,189.0,550.3,1.0,98.0,76.0
00-0033948,Jamaal Williams,RB,2017,GNB,0.5390625,16.0,3532.0,1724.0,0.5928270042194093,112.8,142.0,22.0,17.0,159.0,46.6,46.6,34.0,10.0,43.0
00-0033949,Joshua Dobbs,QB,2017,PIT,0.453125,16.0,4542.0,1667.0,0.5749027237354085,286.08,22.0,0.0,0.0,22.0,252.16,286.08,16.0,0.0,16.0
00-0033464,Jehu Chesson,WR,2017,KAN,0.4765625,16.0,4326.0,1903.0,0.5727848101265823,520.8,31.0,288.0,187.0,218.0,219.0,411.3,24.0,83.0,85.0
00-0033950,Wayne Gallman,RB,2017,NYG,0.53125,16.0,3680.0,1549.0,0.6067864271457086,182.9,192.0,72.0,48.0,240.0,76.8,141.3,112.0,24.0,127.0
00-0033840,Chad Hansen,WR,2017,NYJ,0.51953125,16.0,3501.0,1702.0,0.544290288153682,560.8000000000001,4.0,393.0,202.0,206.0,168.9,364.6,3.0,105.0,59.0
00-0033951,Marlon Mack,RB,2017,IND,0.48046875,16.0,3226.0,1661.0,0.5191897654584222,370.0,334.0,108.0,84.0,418.0,214.20000000000002,358.1,263.0,47.0,301.0
00-0033564,Jake Butt,TE,2017,DEN,0.4921875,16.0,3668.0,1852.0,0.5532746823069403,122.10000000000001,0.0,83.0,53.0,53.0,51.7,74.80000000000001,0.0,37.0,22.0
00-0033288,George Kittle,TE,2017,SFO,0.51171875,16.0,4235.0,1662.0,0.5980295566502463,182.9,0.0,108.0,59.0,59.0,80.0,80.0,0.0,50.0,29.0
00-0033953,Jordan Leggett,TE,2017,NYJ,0.51953125,16.0,3501.0,1702.0,0.544290288153682,21.0,0.0,18.0,10.0,10.0,21.0,21.0,0.0,17.0,10.0
00-0033528,Jeremy Sprinkle,TE,2017,WAS,0.5390625,16.0,4093.0,1448.0,0.5738575982996812,290.6,0.0,152.0,114.0,114.0,168.6,287.6,0.0,89.0,66.0
00-0033567,Brian Hill,RB,2017,ATL,0.54296875,16.0,4146.0,1847.0,0.5520833333333334,511.29999999999995,379.0,117.0,93.0,472.0,284.1,492.4,227.0,65.0,281.0
00-0033955,Jeremy McNichols,RB,2017,TAM,0.5546875,16.0,4607.0,1450.0,0.6086519114688129,280.3,379.0,70.0,56.0,435.0,90.8,280.3,144.0,32.0,158.0
00-0033573,Shelton Gibson,WR,2017,PHI,0.4609375,16.0,3967.0,2115.0,0.5438765670202508,154.4,10.0,112.0,61.0,71.0,87.9,121.20000000000002,5.0,69.0,41.0
00-0033957,Rodney Adams,WR,2017,MIN,0.4921875,16.0,3929.0,1957.0,0.5126459143968871,459.9,5.0,259.0,185.0,190.0,197.2,416.7,3.0,112.0,87.0
00-0033958,Nathan Peterman,QB,2017,BUF,0.4921875,16.0,3065.0,2017.0,0.49376299376299376,280.1,104.0,0.0,0.0,104.0,270.92,270.92,95.0,0.0,95.0
00-0033466,Isaiah McKenzie,WR,2017,DEN,0.4921875,16.0,3668.0,1852.0,0.5532746823069403,538.9,1.0,347.0,204.0,205.0,226.3,538.9,1.0,144.0,90.0
00-0033576,Eric Saubert,TE,2017,ATL,0.54296875,16.0,4146.0,1847.0,0.5520833333333334,128.7,0.0,51.0,35.0,35.0,64.1,128.7,0.0,27.0,19.0
00-0033291,DeAngelo Yancey,WR,2017,GNB,0.5390625,16.0,3532.0,1724.0,0.5928270042194093,933.7,89.0,463.0,303.0,392.0,304.7,931.9,77.0,152.0,121.0
00-0033292,Trent Taylor,WR,2017,SFO,0.51171875,16.0,4235.0,1662.0,0.5980295566502463,307.90000000000003,0.0,229.0,123.0,123.0,15.8,19.1,0.0,16.0,7.0
00-0033789,T.J. Logan,RB,2017,ARI,0.48828125,16.0,3979.0,1386.0,0.5938430983118173,482.70000000000005,370.0,142.0,93.0,463.0,407.8,452.6,293.0,120.0,373.0
00-0033293,Aaron Jones,RB,2017,GNB,0.5390625,16.0,3532.0,1724.0,0.5928270042194093,112.8,142.0,22.0,17.0,159.0,46.6,46.6,34.0,10.0,43.0
00-0033295,Elijah McGuire,RB,2017,NYJ,0.51953125,16.0,3501.0,1702.0,0.544290288153682,390.0,363.0,123.0,91.0,454.0,197.0,380.6,218.0,74.0,248.0
00-0033296,Alex Armah,RB,2017,CAR,0.5390625,16.0,3319.0,2102.0,0.5055499495459133,281.6,346.0,70.0,44.0,390.0,146.4,247.0,218.0,33.0,226.0
00-0033966,Bucky Hodges,TE,2017,MIN,0.4921875,16.0,3929.0,1957.0,0.5126459143968871,232.9,1.0,148.0,94.0,95.0,209.0,210.4,0.0,132.0,83.0
00-0033581,De'Angelo Henderson,RB,2017,DEN,0.4921875,16.0,3668.0,1852.0,0.5532746823069403,300.9,325.0,81.0,54.0,379.0,142.7,272.5,174.0,45.0,205.0
00-0033967,Sam Rogers,RB,2017,LAR,0.50390625,16.0,4023.0,1953.0,0.5329218106995884,242.89999999999998,317.0,82.0,62.0,379.0,198.2,207.7,278.0,58.0,321.0
00-0033791,Brandon Wilson,RB,2017,CIN,0.46484375,16.0,3386.0,1366.0,0.5749718151071026,376.0,393.0,99.0,77.0,470.0,176.3,300.1,222.0,51.0,243.0
00-0033530,Robert Davis,WR,2017,WAS,0.5390625,16.0,4093.0,1448.0,0.5738575982996812,620.7,2.0,351.0,222.0,224.0,197.5,237.29999999999998,2.0,99.0,69.0
00-0033585,Brad Kaaya,QB,2017,DET,0.49609375,16.0,4470.0,1221.0,0.6109324758842444,279.78,37.0,0.0,0.0,37.0,279.78,279.78,37.0,0.0,37.0
00-0033968,Stacy Coley,WR,2017,MIN,0.4921875,16.0,3929.0,1957.0,0.5126459143968871,459.9,5.0,259.0,185.0,190.0,197.2,416.7,3.0,112.0,87.0
00-0033589,David Moore,WR,2017,SEA,0.4921875,16.0,3979.0,1629.0,0.5757261410788381,568.72,10.0,328.0,206.0,216.0,253.6,470.72,6.0,125.0,97.0
00-0033471,Isaiah Ford,WR,2017,MIA,0.54296875,16.0,3792.0,1388.0,0.6257796257796258,574.3,6.0,306.0,195.0,201.0,233.3,574.3,5.0,131.0,99.0
00-0033304,Devante Mays,RB,2017,GNB,0.5390625,16.0,3532.0,1724.0,0.5928270042194093,112.8,142.0,22.0,17.0,159.0,46.6,46.6,34.0,10.0,43.0
00-0033591,Noah Brown,WR,2017,DAL,0.49609375,16.0,3326.0,2170.0,0.5066803699897225,564.3,11.0,290.0,188.0,199.0,189.0,550.3,1.0,98.0,76.0
00-0033796,Marquez Williams,RB,2017,JAX,0.43359375,16.0,3716.0,2262.0,0.5,269.9,283.0,104.0,74.0,357.0,137.7,268.1,130.0,68.0,180.0
00-0033797,Khalfani Muhammad,RB,2017,TEN,0.43359375,16.0,3394.0,1833.0,0.5282215122470714,402.20000000000005,404.0,84.0,67.0,471.0,293.8,399.5,293.0,67.0,346.0
00-0033975,Elijah Hood,RB,2017,OAK,0.51171875,16.0,3761.0,1554.0,0.6012931034482759,473.8,383.0,123.0,95.0,478.0,115.5,258.1,87.0,39.0,112.0
00-0033305,Malachi Dupre,WR,2017,GNB,0.5390625,16.0,3532.0,1724.0,0.5928270042194093,933.7,89.0,463.0,303.0,392.0,304.7,931.9,77.0,152.0,121.0
00-0033594,Chris Carson,RB,2017,SEA,0.4921875,16.0,3979.0,1629.0,0.5757261410788381,330.2,307.0,91.0,74.0,381.0,75.5,154.60000000000002,109.0,19.0,122.0
00-0033798,Mason Schreck,TE,2017,CIN,0.46484375,16.0,3386.0,1366.0,0.5749718151071026,175.3,0.0,100.0,66.0,66.0,98.4,175.3,0.0,47.0,29.0
00-0033596,Matthew Dayes,RB,2017,CLE,0.51953125,16.0,3537.0,1714.0,0.5991649269311065,373.0,279.0,139.0,102.0,381.0,205.1,355.99999999999994,198.0,74.0,238.0
00-0033597,Chad Kelly,QB,2017,DEN,0.4921875,16.0,3668.0,1852.0,0.5532746823069403,220.12,39.0,0.0,0.0,39.0,191.74,220.12,28.0,0.0,28.0
00-0034855,Baker Mayfield,QB,2018,CLE,0.51171875,16.0,4261.0,1893.0,0.582741116751269,212.38,88.0,0.0,0.0,88.0,,,,,
00-0034844,Saquon Barkley,RB,2018,NYG,0.52734375,16.0,4405.0,1650.0,0.6221985058697972,347.9,368.0,139.0,105.0,473.0,104.9,126.5,111.0,48.0,145.0
00-0034869,Sam Darnold,QB,2018,NYJ,0.5,16.0,3404.0,1619.0,0.5616291532690246,230.7,44.0,0.0,0.0,44.0,205.44,205.44,37.0,0.0,37.0
00-0034857,Josh Allen,QB,2018,BUF,0.51953125,16.0,3052.0,1984.0,0.515527950310559,237.0,99.0,0.0,0.0,99.0,,,,,
