gsis_id,player_name,player_name_norm,position,season,team,ppr,games,carries,targets,receptions,rushing_yards,receiving_yards,passing_yards,rushing_tds,receiving_tds,passing_tds,interceptions,fumbles_lost,touches,ppr_per_game,target_season,ppr_next,passing_yards_next,passing_tds_next,interceptions_next,carries_next,rushing_yards_next,rushing_tds_next,targets_next,receptions_next,receiving_yards_next,receiving_tds_next,fumbles_lost_next,games_next,sos_opp_win_pct,games_scheduled,off_pass_yards,off_rush_yards,off_pass_rate_proxy,def_epa_per_play,def_pass_epa,def_rush_epa,off_epa_per_play,off_pass_epa,off_rush_epa,ol_sack_rate,ol_qb_hit_rate,opp_def_epa_faced,opp_def_pass_epa_faced,opp_def_rush_epa_faced,next_opp_def_epa_faced,next_opp_def_pass_epa_faced,next_opp_def_rush_epa_faced,off_snap_pct,off_snaps,snap_games,depth_rank,ngs_ryoe,ngs_ryoe_per_att,ngs_rush_efficiency,ngs_avg_separation,ngs_avg_cushion,ngs_yac_oe,ngs_avg_ttt,ngs_cpoe,ngs_aggressiveness,age,lag1_ppr,lag2_ppr,delta_ppr,lag1_touches,delta_touches,ppr_trail3_mean,career_seasons,team_changed,lag1_ol_sack_rate,delta_ol_sack_rate,lag1_off_snap_pct,delta_off_snap_pct,baseline_last_ppr,baseline_trail3_ppr,adp_log_rank,adp_pos_rank,adp_rank,team_targets,team_carries,team_touches,target_share,carry_share,touch_share,pos_target_share,pos_carry_share,pos_touch_share,predicted_ppr_next,predictive_q25,predictive_q75,ppr_low,ppr_high
00-0019596,Tom Brady,tom brady,QB,2000,NE,0.24,1,0,0,0,0,0,6,0,0,0,0,0,0.0,0.24,2001,163.32,2843.0,18.0,12.0,36.0,43.0,0.0,1.0,1.0,23.0,0.0,3.0,15.0,0.53125,16,3417.0,1390.0,0.5701219512195121,0.008679212602733601,0.13599285776078424,-0.1661395240322016,-0.07938367226299467,-0.007116888929755451,-0.19566907182319493,0.07153502235469449,0.06557377049180328,-0.04228656057138946,0.008708519457407627,-0.11716292074771305,-0.03765584989278981,0.01887691033276942,-0.12049056395715235,,,,,,,,,,,,,,23.080082135523615,,,,,,0.24,1,,,,,,0.24,0.24,5.521460917862246,,250.0,0,0,0.0,,,,,,,161.50214246173414,41.4871928877521,163.29008667880848,-33.86875787807648,203.98927536703607
00-0019596,Tom Brady,tom brady,QB,2001,NE,163.32,15,36,1,1,43,23,2843,0,0,18,12,3,37.0,10.888,2002,245.56,3764.0,28.0,14.0,42.0,110.0,1.0,0.0,0.0,0.0,0.0,5.0,16.0,0.44921875,16,3326.0,1793.0,0.5047120418848168,-0.07723690104158067,-0.051435299184082205,-0.11860843505446615,-0.018306186840099502,0.05731348722144794,-0.10676693762907953,0.08243727598566308,0.06630824372759857,-0.0215671125705304,0.03120250618776691,-0.0938879904940841,-0.028234414529706393,0.027821123196606762,-0.10953662928595931,,,,1.0,,,,,,,,,,24.079397672826833,0.24,,163.07999999999998,0.0,37.0,81.78,2,0.0,0.07153502235469449,0.010902253630968597,,,163.32,81.78,5.521460917862246,,250.0,1,36,37.0,1.0,1.0,1.0,1.0,1.0,1.0,197.94232003251545,105.75254096655073,243.37546254095335,65.61246371670788,286.1146435080416
00-0019596,Tom Brady,tom brady,QB,2002,NE,245.56,16,42,0,0,110,0,3764,1,0,28,14,5,42.0,15.3475,2003,215.1,3620.0,23.0,12.0,42.0,63.0,1.0,0.0,0.0,0.0,0.0,5.0,16.0,0.5234375,16,3767.0,1508.0,0.605,0.01301100219845823,-0.013759510561114342,0.04955393665123759,-0.0007943068224283593,0.03676777863185715,-0.06611967282988143,0.045588235294117645,0.041176470588235294,-0.004366434976604547,0.05104419099920533,-0.09441753237422103,-0.04242946204010113,0.002845419297950097,-0.11451710737151789,,,,1.0,,,,,,,,,,25.078713210130047,163.32,0.24,82.24000000000001,37.0,5.0,136.37333333333333,3,0.0,0.08243727598566308,-0.03684904069154544,,,245.56,136.37333333333333,5.521460917862246,,250.0,0,42,42.0,,1.0,1.0,,1.0,1.0,214.9466022464519,199.7502280947783,218.10562560311723,149.13378446288866,298.4226244532301
00-0019596,Tom Brady,tom brady,QB,2003,NE,215.1,16,42,0,0,63,0,3620,1,0,23,12,5,42.0,13.44375,2004,224.4,3690.0,28.0,14.0,43.0,28.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,0.484375,16,3651.0,1607.0,0.5316831683168317,-0.15793528434987827,-0.1692336473939579,-0.1369905382368325,-0.04264503284811732,0.04820387079114334,-0.16082726463858413,0.05324459234608985,0.0,-0.037569765053246405,-0.0024142666382172343,-0.0843534416622837,-0.04265764798687417,-0.0104517258338317,-0.08528612201527508,,,,1.0,,,,,,,,,,26.078028747433265,245.56,163.32,-30.460000000000008,42.0,0.0,207.99333333333334,4,0.0,0.045588235294117645,0.007656357051972207,,,215.1,207.99333333333334,5.521460917862246,,250.0,0,42,42.0,,1.0,1.0,,1.0,1.0,228.332745600783,224.08565667197087,242.48169833662655,107.84421828413036,309.4559267127842
00-0019596,Tom Brady,tom brady,QB,2004,NE,224.4,16,43,0,0,28,0,3690,0,0,28,14,5,43.0,14.025,2005,249.3,4110.0,26.0,14.0,27.0,89.0,1.0,0.0,0.0,0.0,0.0,3.0,16.0,0.4921875,16,3748.0,2134.0,0.48067393458870167,-0.08863672162860589,-0.05118019679347406,-0.15145141056400782,0.10012577621776224,0.22769516905956122,-0.03648396729786502,0.04779411764705882,0.0,-0.03678358155997497,0.007242306007681177,-0.09727033044115262,-0.028222264558021633,0.0287263483133626,-0.10767826482885498,,,,1.0,,,,,,,,,,27.080082135523615,215.1,245.56,9.300000000000011,42.0,1.0,228.35333333333332,5,0.0,0.05324459234608985,-0.005450474699031031,,,224.4,228.35333333333332,5.521460917862246,,250.0,2,43,45.0,0.0,1.0,0.9555555555555556,,1.0,1.0,250.21489563934688,231.05133385251713,249.33152718985107,108.7820525565794,297.25108493842004
00-0019596,Tom Brady,tom brady,QB,2005,NE,249.3,16,27,0,0,89,0,4110,1,0,26,14,3,27.0,15.58125,2006,219.52,3533.0,24.0,12.0,49.0,102.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.5078125,16,4322.0,1512.0,0.5623130608175474,0.03260476038609875,0.11968245915734409,-0.09240373925505675,0.07399327137271675,0.18053861029494145,-0.08020422601242959,0.044374009508716325,0.0,-0.018183720107222787,0.02887052986243898,-0.08461438895262974,-0.011540289505300245,0.03040249121314864,-0.06592437280079821,,,,1.0,,,,,,,,,,28.079397672826833,224.4,215.1,24.900000000000006,43.0,-16.0,229.6,6,0.0,0.04779411764705882,-0.0034201081383424953,,,249.3,229.6,5.521460917862246,,250.0,29,33,62.0,0.0,0.8181818181818182,0.43548387096774194,,0.8181818181818182,0.8181818181818182,222.65166031891707,219.79492430459825,229.53620603528492,133.38634193223265,297.9447191335053
00-0019596,Tom Brady,tom brady,QB,2006,NE,219.52,16,49,0,0,102,0,3533,0,0,24,12,4,49.0,13.72,2007,390.04,4806.0,50.0,8.0,37.0,98.0,2.0,0.0,0.0,0.0,0.0,4.0,16.0,0.49609375,16,3594.0,1967.0,0.5146198830409356,-0.09647158659054499,-0.06023170872683502,-0.153677467092684,0.06495577705628672,0.12091137833801684,-0.007436026761761533,0.048414023372287146,0.1018363939899833,-0.03956219482854824,-0.02001331500340907,-0.06869952215503031,-0.03537328600109552,-0.006723869404605006,-0.07586062152740135,,,,1.0,,,,,,,,,,29.078713210130047,249.3,224.4,-29.78,27.0,22.0,231.07333333333335,7,0.0,0.044374009508716325,0.004040013863570821,,,219.52,231.07333333333335,5.521460917862246,,250.0,50,51,101.0,0.0,0.9607843137254902,0.48514851485148514,,0.9607843137254902,0.9607843137254902,258.34579882306764,248.0667602602579,307.8694215063003,119.38418401154507,389.9270607849437
00-0019596,Tom Brady,tom brady,QB,2007,NE,390.04,16,37,0,0,98,0,4806,2,0,50,8,4,37.0,24.3775,2008,3.04,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.46875,16,4859.0,1849.0,0.5650916104146577,-0.07951359372186668,-0.11884932599189024,-0.01104448049104754,0.2570744127052732,0.4223035663546771,0.003800616148792611,0.03215926493108729,0.08728943338437979,-0.009901998372810774,0.05121804003003355,-0.09218204369071686,-0.006006740948780094,0.04305832657661566,-0.0684528043984608,,,,1.0,,,,,,,,,,30.078028747433265,219.52,249.3,170.52,49.0,-12.0,286.2866666666667,8,0.0,0.048414023372287146,-0.016254758441199856,,,390.04,286.2866666666667,5.521460917862246,,250.0,36,42,78.0,0.0,0.8809523809523809,0.47435897435897434,,0.9024390243902439,0.9024390243902439,225.51720292964086,74.98166685297642,265.7504719947767,-35.28954514444882,318.33106169090934
00-0019596,Tom Brady,tom brady,QB,2008,NE,3.04,1,0,0,0,0,0,76,0,0,0,0,0,0.0,3.04,2009,270.32,4398.0,28.0,13.0,29.0,44.0,1.0,0.0,0.0,0.0,0.0,2.0,16.0,0.48046875,16,3790.0,2279.0,0.5099904852521409,0.010477369973859417,0.11548389593040151,-0.13118978848621357,0.10412168413823393,0.130082126495338,0.06855250662298092,0.07109004739336493,0.13112164296998421,0.016441377249836023,0.059669913382304825,-0.04497533037051771,-0.011106569516892498,0.023163405460285922,-0.06014810501374282,,,,1.0,,,,,,,,,,31.080082135523615,390.04,219.52,-387.0,37.0,-37.0,204.19999999999996,9,0.0,0.03215926493108729,0.03893078246227764,,,3.04,204.19999999999996,5.521460917862246,,250.0,22,76,98.0,0.0,0.0,0.0,,0.0,0.0,235.66821955703927,107.74531830099741,269.2682062943628,-24.528365372065302,311.0208514391436
00-0019596,Tom Brady,tom brady,QB,2009,NE,270.32,16,29,0,0,44,0,4398,1,0,28,13,2,29.0,16.895,2010,299.0,3900.0,36.0,4.0,31.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,0.515625,16,4540.0,1921.0,0.5595463137996219,-0.03164224920868308,0.008935535736005334,-0.09034615128602419,0.11729469732891144,0.2207622883810091,-0.03322438104489062,0.027314112291350532,0.10166919575113809,-0.029425979803618118,-0.014074923981426443,-0.05325617354127227,-0.03660615624010094,-0.011009221131460295,-0.07780640994440867,,,,1.0,,,,,,,,,,32.07939767282683,3.04,390.04,267.28,0.0,29.0,221.13333333333333,10,0.0,0.07109004739336493,-0.0437759351020144,,,270.32,221.13333333333333,5.521460917862246,,250.0,97,43,109.0,0.0,0.6744186046511628,0.26605504587155965,,0.7435897435897436,0.7435897435897436,298.9373339811144,206.98981283543645,302.24195914739124,79.73482133155004,340.27338991401615
00-0019596,Tom Brady,tom brady,QB,2010,NE,299.0,16,31,0,0,30,0,3900,1,0,36,4,1,31.0,18.6875,2011,366.3,5235.0,39.0,12.0,43.0,109.0,3.0,0.0,0.0,0.0,0.0,2.0,16.0,0.50390625,16,4022.0,1973.0,0.5275754422476587,-0.013161986361561222,0.021306807031834483,-0.07361228231279289,0.1896881556659249,0.2626015340988546,0.09551529559423666,0.04409171075837742,0.08994708994708994,-0.03775303502066565,0.018846157058216167,-0.11974956282787345,-0.01683015884446898,0.05072023017899027,-0.11345331567018208,,,,1.0,,,,,,,,,,33.07871321013005,270.32,3.04,28.680000000000007,29.0,2.0,190.78666666666666,11,0.0,0.027314112291350532,0.01677759846702689,,,299.0,190.78666666666666,5.521460917862246,,250.0,164,145,252.0,0.0,0.21379310344827587,0.12301587301587301,,0.7560975609756098,0.7560975609756098,338.76818585968846,262.29933217255393,365.37200256166847,145.1435611321714,407.1688974769702
00-0019596,Tom Brady,tom brady,QB,2011,NE,366.3,16,43,0,0,109,0,5235,3,0,39,12,2,43.0,22.89375,2012,344.28,4827.0,35.0,8.0,23.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.44921875,16,5257.0,1764.0,0.5828571428571429,0.06271223801513118,0.1378634907208066,-0.07802556250640644,0.19443033535393234,0.30117916596169414,0.024028489743398457,0.046511627906976744,0.1002906976744186,0.003265634818811034,0.05546072589352754,-0.07195480178811368,-0.03228788496121202,0.013983568858664381,-0.10064291346505401,,,,1.0,,,,,,,,,,34.078028747433265,299.0,270.32,67.30000000000001,31.0,12.0,311.8733333333334,12,0.0,0.04409171075837742,0.002419917148599321,,,366.3,311.8733333333334,5.521460917862246,,250.0,171,231,347.0,0.0,0.18614718614718614,0.1239193083573487,,0.9148936170212766,0.9148936170212766,343.2652729582254,209.85373148765117,344.95027044391486,128.0957664469137,398.0104695800525
00-0019596,Tom Brady,tom brady,QB,2012,NE,344.28,16,23,0,0,32,0,4827,4,0,35,8,0,23.0,21.5175,2013,251.52,4343.0,25.0,11.0,32.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.4921875,16,4844.0,2184.0,0.5506872852233677,-0.012556701987495152,0.08980164862049413,-0.1884292794660603,0.1749948110594404,0.2804233472842218,0.030766948401261585,0.038028169014084505,0.09436619718309859,-0.0015482482234825115,0.036152232028746734,-0.05769349748233111,0.0012877184173341715,0.046532902934525396,-0.07111209602265692,,,,1.0,,,,,,,,,,35.08008213552361,366.3,299.0,-22.02000000000004,43.0,-20.0,336.52666666666664,13,0.0,0.046511627906976744,-0.008483458892892239,,,344.28,336.52666666666664,3.8066624897703196,4.0,45.0,203,519,656.0,0.0,0.04431599229287091,0.0350609756097561,,0.7419354838709677,0.7419354838709677,269.357830086319,254.47287525813024,290.02132043240056,187.93289730650721,369.0315586737928
00-0019596,Tom Brady,tom brady,QB,2013,NE,251.52,16,32,0,0,18,0,4343,0,0,25,11,3,32.0,15.72,2014,278.06,4109.0,33.0,9.0,36.0,57.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.47265625,16,4343.0,2065.0,0.5719489981785064,-0.0004185420141581218,0.04263005491883686,-0.0649443382922797,0.0623415455279957,0.1554594365493933,-0.0795333528093268,0.056338028169014086,0.10845070422535211,-0.014497677716621457,0.04415449131967663,-0.10859881629065919,0.008153099297378666,0.06366027103765484,-0.08673223819444459,1.0,1197.0,16.0,1.0,,,,,,,,,,36.07939767282683,344.28,366.3,-92.75999999999996,23.0,9.0,320.7,14,0.0,0.038028169014084505,0.01830985915492958,,,251.52,320.7,4.127134385045092,6.0,62.0,598,469,841.0,0.0,0.06823027718550106,0.03804994054696789,,1.0,1.0,278.80665135109604,263.9165112571155,285.91312126258657,168.70010039854137,355.59610734357057
00-0019596,Tom Brady,tom brady,QB,2014,NE,278.06,16,36,0,0,57,0,4109,0,0,33,9,3,36.0,17.37875,2015,344.7,4770.0,36.0,7.0,34.0,53.0,3.0,1.0,1.0,36.0,0.0,2.0,16.0,0.51171875,16,4291.0,1727.0,0.5816618911174785,-0.024071881886756345,0.026259596023644652,-0.11179977595450363,0.08930129670548388,0.17137329925469194,-0.045990793007462435,0.037463976945244955,0.11959654178674352,-0.016517467009753584,0.04591276350475451,-0.11960601250239015,-0.009043688490675472,0.05452533455312214,-0.11271315158530373,0.934375,1063.0,16.0,1.0,,,,,,,,,,37.07871321013005,251.52,344.28,26.539999999999992,32.0,4.0,291.28666666666663,15,0.0,0.056338028169014086,-0.01887405122376913,1.0,-0.06562500000000004,278.06,291.28666666666663,4.3694478524670215,8.0,79.0,575,349,729.0,0.0,0.10315186246418338,0.04938271604938271,,0.782608695652174,0.782608695652174,309.0055586486185,283.86763329743826,344.78871955081956,188.90979075145503,385.3995201248431
00-0019596,Tom Brady,tom brady,QB,2015,NE,344.7,16,34,1,1,53,36,4770,3,0,36,7,2,35.0,21.54375,2016,258.56,3554.0,28.0,2.0,28.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.47265625,16,4812.0,1404.0,0.6215415019762845,-0.047174528771092586,0.02565025021681356,-0.1823113233759473,0.0890151442704411,0.17392922728005272,-0.07510643014867384,0.05285118219749652,0.13212795549374132,-0.006641694815912931,0.06406216609901656,-0.11974916030322806,-0.026673938937396263,0.040200981990279536,-0.1371602809391712,0.988125,1103.0,16.0,1.0,,,,,,,,,,38.078028747433265,278.06,251.52,66.63999999999999,36.0,-1.0,291.4266666666667,16,0.0,0.037463976945244955,0.015387205252251568,0.934375,0.053750000000000075,344.7,291.4266666666667,4.290459441148391,7.0,73.0,574,346,722.0,0.0017421602787456446,0.09826589595375723,0.04847645429362881,1.0,0.8717948717948718,0.875,257.76204494600665,230.24643214572356,270.449784636814,176.33226071126035,327.96885378850766
00-0019596,Tom Brady,tom brady,QB,2016,NE,258.56,12,28,0,0,64,0,3554,0,0,28,2,0,28.0,21.546666666666667,2017,295.88,4577.0,32.0,8.0,25.0,28.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.43359375,16,4456.0,1872.0,0.5329457364341085,-0.044143941322306965,-0.0010169680017550703,-0.1274740253654072,0.12789674807439483,0.2748845311393926,-0.0767333028592295,0.03755868544600939,0.11267605633802817,0.00667789317866249,0.07865089134493969,-0.1029803924341507,0.009820846473416814,0.07329116151778599,-0.09440922163226372,0.9658333333333333,818.0,12.0,1.0,,,,,,,2.55961805555556,3.26989076328809,17.5925925925926,39.08008213552361,344.7,278.06,-86.13999999999999,35.0,-7.0,293.7733333333333,17,0.0,0.05285118219749652,-0.015292496751487132,0.988125,-0.02229166666666671,258.56,293.7733333333333,3.4011973816621555,2.0,30.0,540,482,846.0,0.0,0.058091286307053944,0.03309692671394799,0.0,0.5185185185185185,0.509090909090909,295.9349404098948,280.3084243137201,295.91345159365756,193.4611340004581,341.84092418363036
00-0019596,Tom Brady,tom brady,QB,2017,NE,295.88,16,25,0,0,28,0,4577,0,0,32,8,3,25.0,18.4925,2018,281.3,4355.0,29.0,11.0,23.0,35.0,2.0,1.0,1.0,6.0,0.0,2.0,16.0,0.484375,16,4619.0,1889.0,0.5671497584541063,0.029801395455400878,0.07344310293733076,-0.05162326973691216,0.13818851634525098,0.25595869154059625,-0.04244546858274485,0.0513950073421439,0.12187958883994127,-0.0019472934640786636,0.06434360986725998,-0.10308592516114848,-0.013573833158135679,0.051589259271184365,-0.10996728227818256,0.979375,1116.0,16.0,1.0,,,,,,,2.70584681583477,0.849809331165986,17.039586919105,40.07939767282683,258.56,344.7,37.31999999999999,28.0,-3.0,299.7133333333333,18,0.0,0.03755868544600939,0.013836321896134512,0.9658333333333333,0.013541666666666674,295.88,299.7133333333333,3.8501476017100584,2.0,47.0,573,443,824.0,0.0,0.056433408577878104,0.03033980582524272,,1.0,1.0,281.3412166723445,281.4291122901077,281.4832476524245,188.24971744644617,324.72573236610657
00-0019596,Tom Brady,tom brady,QB,2018,NE,281.3,16,23,1,1,35,6,4355,2,0,29,11,2,24.0,17.58125,2019,263.68,4057.0,24.0,8.0,26.0,34.0,3.0,0.0,0.0,0.0,0.0,1.0,16.0,0.4765625,16,4405.0,2037.0,0.5456273764258555,-0.040362383799400436,0.007847809211083646,-0.13805145911011818,0.08915047627295909,0.17904246307141564,-0.030514652649826987,0.03349282296650718,0.10526315789473684,-0.008384941466155866,0.04953132569322706,-0.10312101780730457,0.012843431623288142,0.06959744172378468,-0.08386165647000614,0.97625,1092.0,16.0,1.0,,,,,,,2.61571302816901,-1.56297247987567,13.859649122807,41.07871321013005,295.88,258.56,-14.579999999999984,25.0,-1.0,278.58,19,0.0,0.0513950073421439,-0.017902184375636725,0.979375,-0.0031250000000000444,281.3,278.58,4.718498871295094,13.0,112.0,556,478,856.0,0.0017985611510791368,0.04811715481171548,0.028037383177570093,1.0,0.6764705882352942,0.6857142857142857,263.55693474113104,261.4029344816983,263.68409979155393,155.40473827062627,327.94175852993476
00-0019596,Tom Brady,tom brady,QB,2019,NE,263.68,16,26,0,0,34,0,4057,3,0,24,8,1,26.0,16.48,2020,337.92,4633.0,40.0,12.0,30.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,16.0,0.46875,16,4153.0,1703.0,0.5810684161199625,-0.2165698415557236,-0.24129788608842576,-0.16814408767918185,0.009926188801327326,0.06494636713504555,-0.07757729847998654,0.04028776978417266,0.12805755395683452,0.008963489964596932,0.08002067707395005,-0.10182973212934769,0.006648481143366102,0.0748745772157434,-0.10334413816324384,0.9875,1135.0,16.0,1.0,,,,,,,2.74539151712887,-2.99704129907982,15.1712887438825,42.078028747433265,281.3,295.88,-17.620000000000005,24.0,2.0,280.2866666666667,20,0.0,0.03349282296650718,0.00679494681766548,0.97625,0.011250000000000093,263.68,280.2866666666667,4.356708826689592,7.0,78.0,539,446,797.0,0.0,0.05829596412556054,0.03262233375156838,,0.9285714285714286,0.9285714285714286,253.38519129130594,260.3615052620858,257.9586892392122,185.37080955912162,333.10544447671697
00-0019596,Tom Brady,tom brady,QB,2020,TB,337.92,16,30,0,0,6,0,4633,3,0,40,12,1,30.0,21.12,2021,374.74,5316.0,43.0,12.0,28.0,81.0,2.0,0.0,0.0,0.0,0.0,3.0,17.0,0.48828125,16,4776.0,1519.0,0.629145728643216,-0.03752897945765402,0.04170327009568573,-0.20907988614821846,0.14656525769605558,0.2358014528365755,-0.03216355843308922,0.03156384505021521,0.11190817790530846,0.044521208088682575,0.11047916067043513,-0.06884605038920799,0.018362373675447692,0.07788680435770277,-0.08489265166648463,0.95875,1024.0,16.0,1.0,,,,,,,2.57070627062706,1.62699489594728,14.7540983606557,43.08008213552361,263.68,281.3,74.24000000000001,26.0,4.0,294.3,21,1.0,0.04028776978417266,-0.008723924733957451,0.9875,-0.028750000000000053,337.92,294.3,4.23410650459726,9.0,69.0,606,369,779.0,0.0,0.08130081300813008,0.038510911424903725,,0.7692307692307693,0.7692307692307693,222.10425220626934,79.91018008918499,263.16152179967594,18.12626229730676,333.824130976361
00-0019596,Tom Brady,tom brady,QB,2021,TB,374.74,17,28,0,0,81,0,5316,2,0,43,12,3,28.0,22.043529411764705,2022,271.66,4694.0,25.0,9.0,29.0,-1.0,1.0,1.0,0.0,0.0,0.0,4.0,17.0,0.4671280276816609,17,5383.0,1672.0,0.6550179211469535,-0.06087320682429196,-0.03938329111491135,-0.11297977955336244,0.14167850984425936,0.19595531846914424,0.02425129990377274,0.028967254408060455,0.07178841309823678,-0.008137630517831325,0.04069348744268666,-0.08163660503126827,-0.0063352451288576014,0.04502868565108871,-0.08890049971302787,0.9629411764705883,1139.0,17.0,1.0,,,,,,,2.49865829846583,-1.13184493869252,14.4645340751043,44.07939767282683,337.92,263.68,36.81999999999999,30.0,-2.0,325.4466666666667,22,0.0,0.03156384505021521,-0.0025965906421547523,0.95875,0.004191176470588309,374.74,325.4466666666667,4.248495242049359,8.0,70.0,712,377,865.0,0.0,0.07427055702917772,0.03236994219653179,,0.7567567567567568,0.7567567567567568,261.72576900950025,134.6583087098299,309.9132547712357,30.09521940539031,367.19036426220134
00-0019596,Tom Brady,tom brady,QB,2022,TB,271.66,17,29,1,0,-1,0,4694,1,0,25,9,4,29.0,15.980000000000002,2023,,,,,,,,,,,,,,0.504325259515571,17,4746.0,1308.0,0.6605101143359718,-0.025576390348487087,0.013245587756875343,-0.0859163239856901,-0.0319914053871746,0.04994834979845244,-0.2104331534174128,0.02679658952496955,0.09500609013398295,-0.0018080517053264697,0.034586258219050786,-0.05835123846568828,0.005104503960936291,0.04795245617925608,-0.06094627536399573,0.9741176470588234,1192.0,17.0,1.0,,,,,,,2.44889589041096,-1.20731885424252,14.8703956343793,45.07871321013005,374.74,337.92,-103.07999999999998,28.0,1.0,328.1066666666667,23,0.0,0.028967254408060455,-0.002170664883090905,0.9629411764705883,0.011176470588235121,271.66,328.1066666666667,5.645446897643238,34.0,283.0,724,386,885.0,0.0013812154696132596,0.07512953367875648,0.0327683615819209,1.0,1.0,1.0,245.16045361199537,159.02488811130462,248.01962143598558,87.00599163167297,329.88751311932293
00-0020531,Drew Brees,drew brees,QB,2001,LAC,14.64,1,2,0,0,18,0,221,0,0,1,0,0,2.0,14.64,2002,188.36,3284.0,17.0,16.0,38.0,130.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.484375,16,3685.0,1695.0,0.5580448065173116,-0.031287531814825346,0.052678052305403116,-0.1569395588747437,-0.015547003952212786,0.07034112050422309,-0.14919730493564223,0.04231974921630094,0.03605015673981191,-0.0348410729247718,0.01573497042099193,-0.10529535442434965,-0.03655682323193052,0.017302365061282236,-0.11330188941178851,,,,2.0,,,,,,,,,,22.628336755646817,,,,,,14.64,1,,,,,,14.64,14.64,5.521460917862246,,250.0,0,2,2.0,,1.0,1.0,,1.0,1.0,181.3547149263102,66.03462773192673,188.4634876385728,-15.584867883251054,281.6155051905299
00-0020531,Drew Brees,drew brees,QB,2002,LAC,188.36,16,38,0,0,130,0,3284,1,0,17,16,0,38.0,11.7725,2003,111.82,2108.0,11.0,15.0,21.0,84.0,0.0,1.0,1.0,21.0,1.0,3.0,11.0,0.4921875,16,3368.0,2137.0,0.5358565737051793,0.03677673799158644,0.0861329670020358,-0.05441112697603964,0.013717789960778692,0.02511507508030942,-0.0015204304523383772,0.039538714991762765,0.036243822075782535,0.01572900838021712,0.06181597163914522,-0.05321782694746448,0.004760944948772392,0.05800546176314948,-0.07661921342250205,,,,1.0,,,,,,,,,,23.627652292950035,14.64,,173.72000000000003,2.0,36.0,101.5,2,0.0,0.04231974921630094,-0.0027810342245381744,,,188.36,101.5,5.521460917862246,,250.0,0,38,38.0,,1.0,1.0,,1.0,1.0,126.17365644094738,111.5425682716475,199.45172519698983,71.12653348255334,270.23620305644374
00-0020531,Drew Brees,drew brees,QB,2003,LAC,111.82,11,21,1,1,84,21,2108,0,1,11,15,3,22.0,10.165454545454544,2004,243.66,3159.0,27.0,7.0,53.0,85.0,2.0,1.0,1.0,38.0,0.0,1.0,15.0,0.50390625,16,3226.0,2146.0,0.5573248407643312,0.07007071800252573,0.12192251472233498,0.0058081464086039685,-0.026841006037136093,-0.052584684697534606,0.011902589956747246,0.047933884297520664,0.0,-0.03258767485342241,0.007869838934468965,-0.08671104134173768,-0.020366752022640173,0.01173957525219011,-0.061756709736642275,,,,1.0,,,,,,,,,,24.62696783025325,188.36,14.64,-76.54000000000002,38.0,-16.0,104.94,3,0.0,0.039538714991762765,0.008395169305757899,,,111.82,104.94,5.521460917862246,,250.0,25,21,46.0,0.04,1.0,0.4782608695652174,1.0,1.0,1.0,199.12901981667827,102.53270363551454,239.2125376657918,9.468000238693321,285.34478222685993
00-0020531,Drew Brees,drew brees,QB,2004,LAC,243.66,15,53,1,1,85,38,3159,2,0,27,7,1,54.0,16.244,2005,209.94,3576.0,24.0,15.0,21.0,49.0,1.0,0.0,0.0,0.0,0.0,5.0,16.0,0.4765625,16,3506.0,2185.0,0.4610655737704918,0.0028151870631610305,0.034729242498524916,-0.06203640663493993,0.15378206755472357,0.30948370350607524,-0.006581294023914059,0.03875968992248062,0.0,0.020901088278481254,0.092098454954462,-0.07952811776827319,-0.007101966962682593,0.0655452718920999,-0.10917000580626285,,,,1.0,,,,,,,,,,25.6290212183436,111.82,188.36,131.84,22.0,32.0,181.28,4,0.0,0.047933884297520664,-0.009174194375040044,,,243.66,181.28,5.521460917862246,,250.0,82,58,140.0,0.012195121951219513,0.9137931034482759,0.38571428571428573,1.0,0.9137931034482759,0.9152542372881356,210.09269629310677,209.91045627543133,228.57220813535088,115.5247424396691,273.5077715269215
