gsis_id,player_name,player_name_norm,position,season,team,ppr,games,carries,targets,receptions,rushing_yards,receiving_yards,passing_yards,rushing_tds,receiving_tds,passing_tds,interceptions,fumbles_lost,touches,ppr_per_game,target_season,ppr_next,passing_yards_next,passing_tds_next,interceptions_next,carries_next,rushing_yards_next,rushing_tds_next,targets_next,receptions_next,receiving_yards_next,receiving_tds_next,fumbles_lost_next,games_next,sos_opp_win_pct,games_scheduled,off_pass_yards,off_rush_yards,off_pass_rate_proxy,def_epa_per_play,def_pass_epa,def_rush_epa,off_epa_per_play,off_pass_epa,off_rush_epa,ol_sack_rate,ol_qb_hit_rate,opp_def_epa_faced,opp_def_pass_epa_faced,opp_def_rush_epa_faced,next_opp_def_epa_faced,next_opp_def_pass_epa_faced,next_opp_def_rush_epa_faced,off_snap_pct,off_snaps,snap_games,depth_rank,ngs_ryoe,ngs_ryoe_per_att,ngs_rush_efficiency,ngs_avg_separation,ngs_avg_cushion,ngs_yac_oe,ngs_avg_ttt,ngs_cpoe,ngs_aggressiveness,age,lag1_ppr,lag2_ppr,delta_ppr,lag1_touches,delta_touches,ppr_trail3_mean,career_seasons,team_changed,lag1_ol_sack_rate,delta_ol_sack_rate,lag1_off_snap_pct,delta_off_snap_pct,baseline_last_ppr,baseline_trail3_ppr,adp_log_rank,adp_pos_rank,adp_rank,team_targets,team_carries,team_touches,target_share,carry_share,touch_share,pos_target_share,pos_carry_share,pos_touch_share,predicted_ppr_next,predictive_q25,predictive_q75,ppr_low,ppr_high
00-0029492,Jamize Olawale,jamize olawale,RB,2016,LV,57.4,13,17,14,12,47,227,0,2,1,0,0,0,29.0,4.415384615384616,2017,19.6,0.0,0.0,0.0,9.0,43.0,1.0,7.0,6.0,33.0,0.0,0.0,6.0,0.50390625,16,4137.0,1922.0,0.5786407766990291,0.044254407085589496,0.10877571164536609,-0.057159029536831635,0.04635920493682805,0.12374184930104731,-0.08130346680414238,0.02635431918008785,0.05710102489019034,-0.010028527262593737,0.042487919487105216,-0.10415080636288475,-0.0199317921585273,0.03589090171904414,-0.11941532065113147,0.2375,263.0,16.0,1.0,,,,,,,,,,27.37577002053388,34.4,18.799999999999997,23.0,33.0,-4.0,36.86666666666667,4,0.0,0.04817518248175182,-0.021820863301663974,0.17142857142857143,0.06607142857142856,57.4,36.86666666666667,5.521460917862246,,250.0,588,432,810.0,0.023809523809523808,0.03935185185185185,0.03580246913580247,0.11382113821138211,0.044386422976501305,0.060669456066945605,16.541208670474816,10.207973785482762,38.60599948763677,2.5045386313510045,57.61406988027558
00-0029492,Jamize Olawale,jamize olawale,RB,2017,LV,19.6,6,9,7,6,43,33,0,1,0,0,0,0,15.0,3.266666666666667,2018,3.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,13.0,0.0,0.0,4.0,0.51171875,16,3761.0,1554.0,0.6012931034482759,0.05433874271105494,0.15843777907902445,-0.0976907852220228,-0.043624957827533006,0.006429247886838892,-0.1309447947193631,0.03779527559055118,0.07716535433070866,-0.027333956419973413,0.024225495738805922,-0.10866016543346563,-0.03205239107342295,0.024271277500865752,-0.11340995527458406,0.1075,82.0,12.0,1.0,,,,,,,,,,28.3750855578371,57.4,34.4,-37.8,29.0,-14.0,37.13333333333333,5,0.0,0.02635431918008785,0.011440956410463332,0.2375,-0.13,19.6,37.13333333333333,6.1675164908883415,128.0,477.0,552,368,715.0,0.012681159420289856,0.024456521739130436,0.02097902097902098,0.043478260869565216,0.02631578947368421,0.03260869565217391,21.297659193662774,3.4076826603568744,38.33789190294708,-0.4761931636321344,59.74342670854763
00-0029492,Jamize Olawale,jamize olawale,RB,2018,DAL,3.3,4,0,4,2,0,13,0,0,0,0,0,0,2.0,0.825,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.48828125,16,3885.0,1963.0,0.5455486542443064,-0.033653887684364364,0.061549159256231105,-0.19494202837893698,0.01054670582457832,0.052805778065358557,-0.057192101149613525,0.0856269113149847,0.15902140672782875,0.02656661013330868,0.0923659785599571,-0.09185153156947347,0.007902718122877368,0.06710938807933746,-0.09740546804241476,0.105625,114.0,16.0,1.0,,,,,,,,,,29.374401095140314,19.6,57.4,-16.3,15.0,-13.0,26.766666666666666,6,1.0,0.03779527559055118,0.047831635724433524,0.1075,-0.0018750000000000017,3.3,26.766666666666666,6.280395838960195,140.0,534.0,515,436,792.0,0.007766990291262136,0.0,0.0025252525252525255,0.03571428571428571,0.0,0.004524886877828055,5.615928880744837,-1.0190451530548352,12.208863688303298,-5.516876160981164,38.40309927387513
00-0029492,Jamize Olawale,jamize olawale,RB,2019,DAL,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,2020,,,,,,,,,,,,,,0.4765625,16,4902.0,2153.0,0.5707456978967496,-0.026019879711597353,0.018737989824439562,-0.10746258130767511,0.11162098838432458,0.19146058670372956,-0.014158796439053612,0.033873343151693665,0.12223858615611193,-0.005843661038929851,0.06875416109430661,-0.12797284721929927,0.0061157544509738175,0.0845958238431432,-0.11871557317488254,0.10625,118.0,16.0,1.0,,,,,,,,,,30.373716632443532,3.3,19.6,-3.3,2.0,-2.0,7.633333333333334,7,0.0,0.0856269113149847,-0.05175356816329104,0.105625,0.0006250000000000006,0.0,7.633333333333334,5.521460917862246,,250.0,576,449,837.0,0.003472222222222222,0.0,0.0,0.021505376344086023,0.0,0.0,4.292236725374142,-1.039985631923743,13.502596922983564,-3.329516781269391,33.65298596666759
00-0029510,Jonathan Grimes,jonathan grimes,RB,2012,NYJ,3.3,2,2,2,2,6,7,0,0,0,0,0,0,4.0,1.65,2013,24.900000000000002,0.0,0.0,0.0,21.0,73.0,1.0,6.0,6.0,76.0,0.0,1.0,2.0,0.5078125,16,3178.0,1896.0,0.49949341438703143,-0.007382286661280832,0.043524887152351095,-0.06737248318854833,-0.10191004146330007,-0.14065373517586197,-0.054206868579708266,0.07952622673434856,0.11844331641285956,0.0001183476533053486,0.04663463084357383,-0.07596834512321583,0.02012756973040084,0.07692207721216972,-0.07257428380441304,,,,,,,,,,,,,,22.69678302532512,,,,,,3.3,1,,,,,,3.3,3.3,5.521460917862246,,250.0,188,171,275.0,0.010638297872340425,0.011695906432748537,0.014545454545454545,0.05263157894736842,0.017857142857142856,0.030534351145038167,34.501938780380115,22.861985071465007,40.51115149935956,6.462107461722983,83.38917213490882
00-0029510,Jonathan Grimes,jonathan grimes,RB,2013,HOU,24.900000000000002,2,21,6,6,73,76,0,1,0,0,0,1,27.0,12.450000000000001,2014,29.9,0.0,0.0,0.0,39.0,153.0,0.0,8.0,6.0,86.0,0.0,0.0,9.0,0.55859375,16,4183.0,1743.0,0.6045845272206304,0.040488880411632074,0.17399083539362054,-0.13720469392782017,-0.10852742754736691,-0.1156603517470653,-0.09625740952014851,0.0594059405940594,0.15417256011315417,-0.0005408674229491568,0.059156515062074096,-0.09594020665589843,0.010477177936570293,0.07274686315569673,-0.08711542564233135,0.485,58.0,2.0,,,,,,,,,,,23.696098562628336,3.3,,21.6,4.0,23.0,14.100000000000001,2,1.0,0.07952622673434856,-0.020120286140289156,,,24.900000000000002,14.100000000000001,5.521460917862246,,250.0,190,41,155.0,0.031578947368421054,0.5121951219512195,0.17419354838709677,1.0,1.0,1.0,83.57266182342741,29.769511549151023,92.8371123925802,13.41686332444652,135.4335811481825
00-0029510,Jonathan Grimes,jonathan grimes,RB,2014,HOU,29.9,9,39,8,6,153,86,0,0,0,0,0,0,45.0,3.322222222222222,2015,85.5,0.0,0.0,0.0,56.0,282.0,1.0,31.0,26.0,173.0,1.0,0.0,13.0,0.4453125,16,3460.0,2161.0,0.46814671814671815,-0.11682439404146795,-0.09250148172858336,-0.1607526764806071,-0.031460675546284886,0.04628864355191126,-0.12018636910540284,0.044673539518900345,0.1323024054982818,0.0027681580388065887,0.06923258992482344,-0.09963456118482122,0.010254197008471154,0.07102815144347509,-0.08107499564659107,0.141875,164.0,16.0,3.0,,,,,,,,,,24.695414099931554,24.900000000000002,3.3,4.9999999999999964,27.0,18.0,19.366666666666667,3,0.0,0.0594059405940594,-0.014732401075159059,0.485,-0.343125,29.9,19.366666666666667,5.521460917862246,,250.0,193,280,399.0,0.04145077720207254,0.1392857142857143,0.11278195488721804,0.26666666666666666,0.1875,0.1956521739130435,63.84158872197805,22.94906063539378,87.227844154829,7.314868677324103,134.34431410493428
00-0029510,Jonathan Grimes,jonathan grimes,RB,2015,HOU,85.5,13,56,31,26,282,173,0,1,1,0,0,0,82.0,6.576923076923077,2016,32.9,0.0,0.0,0.0,23.0,105.0,0.0,18.0,13.0,94.0,0.0,0.0,8.0,0.49609375,16,4079.0,1731.0,0.5673693858845096,-0.10346797157563567,-0.0910436966014822,-0.12590634796338276,-0.05366478822739491,0.021825343598240024,-0.1697907459372885,0.051209103840682786,0.11806543385490754,-0.000241403451682175,0.08622691638924579,-0.13686758837058796,-0.00836407836962768,0.06721284403924671,-0.13002480801469973,0.2785714285714286,281.0,14.0,3.0,,,,,,,,,,25.694729637234772,29.9,24.900000000000002,55.6,45.0,37.0,46.76666666666667,4,0.0,0.044673539518900345,0.006535564321782442,0.141875,0.13669642857142858,85.5,46.76666666666667,5.883322388488279,106.0,359.0,332,287,496.0,0.09337349397590361,0.1951219512195122,0.16532258064516128,0.5344827586206896,0.21374045801526717,0.26537216828478966,56.66033399605154,21.14241719767065,83.57083725999358,6.3993974432990655,129.28254865959303
00-0029510,Jonathan Grimes,jonathan grimes,RB,2016,HOU,32.9,8,23,18,13,105,94,0,0,0,0,0,0,36.0,4.1125,2017,,,,,,,,,,,,,,0.5,16,3418.0,1859.0,0.5611164581328201,-0.0519213573054073,0.022677989611097207,-0.1708927832969236,-0.07854517269088433,-0.029116337090744585,-0.15438895942596115,0.04783258594917788,0.14349775784753363,0.011524549949960546,0.07635860818682903,-0.10456075604304449,0.013481999260449639,0.08257288859450876,-0.10358544813886206,0.244,175.0,10.0,3.0,,,,,,,,,,26.69678302532512,85.5,29.9,-52.6,82.0,-46.0,49.43333333333334,5,0.0,0.051209103840682786,-0.003376517891504907,0.2785714285714286,-0.034571428571428586,32.9,49.43333333333334,5.521460917862246,,250.0,565,456,793.0,0.03185840707964602,0.05043859649122807,0.04539722572509458,0.21686746987951808,0.055288461538461536,0.07515657620041753,23.48198692175095,15.469091483945007,60.603670552633325,4.04713237574825,60.31749958703983
00-0029534,Cooper Helfet,cooper helfet,TE,2014,SEA,42.5,8,0,24,12,0,185,0,0,2,0,0,0,12.0,5.3125,2015,26.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,13.0,130.0,0.0,0.0,7.0,0.5234375,16,3492.0,2762.0,0.4637385086823289,-0.11045910322977272,-0.03639575363327848,-0.23141582363056903,0.08948824962308724,0.1388632468516184,0.02950288064970149,0.07355516637478109,0.15761821366024517,-0.015301742173113028,0.05143346495573721,-0.1245101774255622,-0.01975202244530683,0.039019857393815305,-0.12176425272895784,0.367,243.0,10.0,3.0,,,,,,,,,,25.248459958932237,,,,,,42.5,1,,,,,,42.5,42.5,5.521460917862246,,250.0,348,509,733.0,0.06896551724137931,0.0,0.01637107776261937,0.375,,0.35294117647058826,31.37399809905056,26.843879072632493,43.6257586703645,3.325011811344954,78.96028319285158
00-0029534,Cooper Helfet,cooper helfet,TE,2015,SEA,26.0,7,0,22,13,0,130,0,0,0,0,0,0,13.0,3.7142857142857144,2016,,,,,,,,,,,,,,0.51953125,16,4061.0,2268.0,0.49443882709807885,-0.07817599218958012,-0.042120355907092046,-0.14802706068908683,0.10218644220646896,0.24932082458000515,-0.10360059828863637,0.0749185667752443,0.18078175895765472,-0.01507169633129872,0.06008274100442082,-0.1378359049861227,-0.012692333800800766,0.06298113500864527,-0.13522670630192324,0.2557142857142857,249.0,14.0,3.0,,,,,,,,,,26.247775496235455,42.5,,-16.5,12.0,1.0,34.25,2,0.0,0.07355516637478109,0.0013634004004632189,0.367,-0.11128571428571427,26.0,34.25,5.521460917862246,,250.0,400,414,697.0,0.055,0.0,0.018651362984218076,0.18032786885245902,,0.16666666666666666,39.67440119079293,28.75896716138236,45.950939534957435,1.7515690888855886,81.69214947468276
00-0029567,Nick Foles,nick foles,QB,2012,PHI,86.16,7,11,0,0,42,0,1699,1,0,6,5,3,11.0,12.308571428571428,2013,259.74,2891.0,27.0,2.0,57.0,221.0,3.0,0.0,0.0,0.0,0.0,2.0,13.0,0.5078125,16,4075.0,1874.0,0.5994180407371484,0.08622043761994379,0.20883971364262077,-0.0705048621971202,-0.07537993653875702,-0.00922803151292399,-0.20768374659042307,0.06451612903225806,0.16129032258064516,0.01612767399003323,0.07120305400829947,-0.07152827311150116,0.014197133904378784,0.08178743528339892,-0.09272987850183446,,,,2.0,,,,,,,,,,23.613963039014372,,,,,,86.16,1,,,,,,86.16,86.16,5.82600010738045,34.0,339.0,406,227,479.0,0.0,0.048458149779735685,0.022964509394572025,,1.0,1.0,160.38680669006052,54.82369423323234,234.57440459341615,-14.655334293244405,300.47231702844596
00-0029567,Nick Foles,nick foles,QB,2013,PHI,259.74,13,57,0,0,221,0,2891,3,0,27,2,2,57.0,19.98,2014,119.32000000000001,2163.0,13.0,10.0,16.0,68.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.44921875,16,4406.0,2548.0,0.503968253968254,0.004012019835645872,0.1061177028361474,-0.18715934327613645,0.09794450968467523,0.17797118970452006,-0.011024281192019756,0.0736,0.1312,0.022938872420643977,0.08731368885305973,-0.08609950457262236,-0.006399676008901308,0.05312244264573136,-0.09948291288462371,0.7815384615384615,702.0,13.0,2.0,,,,,,,,,,24.61327857631759,86.16,,173.58,11.0,46.0,172.95,2,0.0,0.06451612903225806,0.009083870967741936,,,259.74,172.95,4.343805421853684,8.0,77.0,296,376,578.0,0.0,0.15159574468085107,0.0986159169550173,,0.9661016949152542,0.9661016949152542,172.73242488148242,127.88775539951078,219.22403490610677,78.59750127887285,306.84275079310726
00-0029567,Nick Foles,nick foles,QB,2014,PHI,119.32000000000001,8,16,0,0,68,0,2163,0,0,13,10,3,16.0,14.915000000000001,2015,96.08,2052.0,7.0,10.0,17.0,20.0,1.0,0.0,0.0,0.0,0.0,2.0,11.0,0.48828125,16,4581.0,1992.0,0.5671232876712329,-0.026718053629106207,0.05923735526650228,-0.16656770059656076,-0.005257643967963467,0.06278710831561152,-0.1128562500288504,0.04507042253521127,0.09718309859154929,-0.008927714969346637,0.05613147184916362,-0.11185002230096167,0.010271484643745415,0.0829887542206003,-0.10856768171395602,0.905,545.0,8.0,1.0,,,,,,,,,,25.61259411362081,259.74,86.16,-140.42000000000002,57.0,-41.0,155.07333333333332,3,0.0,0.0736,-0.02852957746478873,0.7815384615384615,0.12346153846153851,119.32000000000001,155.07333333333332,5.342334251964811,26.0,209.0,503,428,746.0,0.0,0.037383177570093455,0.021447721179624665,,0.3018867924528302,0.3018867924528302,96.05720386597007,96.04973262049732,193.6152250099272,24.49681325447017,265.5868667351408
00-0029567,Nick Foles,nick foles,QB,2015,LA,96.08,11,17,0,0,20,0,2052,1,0,7,10,2,17.0,8.734545454545454,2016,28.0,410.0,3.0,0.0,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.52734375,16,2931.0,1956.0,0.524390243902439,-0.06948434571632767,-0.004809226735622787,-0.17954009710831476,-0.14546323984086382,-0.15465440722462404,-0.13395239687929744,0.034220532319391636,0.17870722433460076,-0.00868949012915933,0.06934715634315752,-0.13561157395648568,-0.006059253599558634,0.07487061766784936,-0.13782856586904565,0.9836363636363636,653.0,11.0,1.0,,,,,,,,,,26.611909650924023,119.32000000000001,259.74,-23.24000000000001,16.0,1.0,158.38,4,1.0,0.04507042253521127,-0.010849890215819634,0.905,0.07863636363636362,96.08,158.38,6.1224928095143865,44.0,456.0,397,351,579.0,0.0,0.04843304843304843,0.02936096718480138,,0.5862068965517241,0.5862068965517241,69.00527601835483,29.177495830012063,153.66518574876991,-26.33144763672164,170.23617980500154
00-0029567,Nick Foles,nick foles,QB,2016,KC,28.0,2,4,0,0,-4,0,410,0,0,3,0,0,4.0,14.0,2017,33.78,537.0,5.0,2.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.5078125,16,3914.0,1748.0,0.569937369519833,-0.026867813332399033,0.0038618382179392103,-0.07835672101480597,0.014379819587115114,0.08675217097221974,-0.10509199857242268,0.05128205128205128,0.10737179487179487,0.0035326279496054633,0.06188788680511055,-0.10003206340350648,-0.01325567110037673,0.042357254714435105,-0.10814493204542598,0.5533333333333333,106.0,3.0,2.0,,,,,,,,,,27.613963039014372,96.08,119.32000000000001,-68.08,17.0,-13.0,81.13333333333331,5,1.0,0.034220532319391636,0.017061518962659644,0.9836363636363636,-0.4303030303030303,28.0,81.13333333333331,5.521460917862246,,250.0,536,411,776.0,0.0,0.009732360097323601,0.005154639175257732,0.0,0.07692307692307693,0.07547169811320754,35.171323260925774,19.63554356758611,36.16117918785111,-28.251506380099645,138.61152260315518
00-0029567,Nick Foles,nick foles,QB,2017,PHI,33.78,7,11,0,0,3,0,537,0,0,5,2,2,11.0,4.825714285714286,2018,76.72,1413.0,7.0,4.0,9.0,17.0,0.0,1.0,1.0,15.0,0.0,2.0,5.0,0.4609375,16,3967.0,2115.0,0.5438765670202508,-0.10950400830156712,-0.07198421954090506,-0.1931837895438008,0.053576821751284524,0.14809632162808348,-0.09132437054276034,0.05349182763744428,0.1575037147102526,-0.02406889037926496,0.02368560726854422,-0.0974359894170407,-0.024668355646427966,0.02292471854825962,-0.10041955971551592,0.4342857142857143,210.0,7.0,1.0,,,,,,,,,,28.61327857631759,28.0,96.08,5.780000000000001,4.0,7.0,52.61999999999998,6,1.0,0.05128205128205128,0.0022097763553929964,0.5533333333333333,-0.11904761904761907,33.78,52.61999999999998,5.575949103146316,34.0,264.0,556,473,814.0,0.0,0.023255813953488372,0.013513513513513514,,0.14473684210526316,0.14473684210526316,77.13380005506225,62.616451478730454,84.012049448617,-23.733360976849408,149.1813215715768
00-0029567,Nick Foles,nick foles,QB,2018,PHI,76.72,5,9,1,1,17,15,1413,0,0,7,4,2,10.0,15.344,2019,37.74,736.0,3.0,2.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.515625,16,4524.0,1570.0,0.600802407221665,0.0248409096273982,0.07948086431360127,-0.10455077459693284,0.04046690073930506,0.11020579652455134,-0.08488197168508564,0.057803468208092484,0.1430635838150289,0.010495759509808258,0.07697307058739374,-0.10429068404109512,0.0050196183221116915,0.06645830681235013,-0.09723871813912544,0.97,357.0,5.0,2.0,,,,,,,2.68062176165803,5.16799234426938,14.8717948717949,29.61259411362081,33.78,28.0,42.94,11.0,-1.0,46.16666666666665,7,0.0,0.05349182763744428,0.004311640570648208,0.4342857142857143,0.5357142857142857,76.72,46.16666666666665,5.313205979041787,25.0,203.0,546,397,787.0,0.0018315018315018315,0.022670025188916875,0.012706480304955527,0.5,0.2,0.2127659574468085,93.19377085569602,37.71327672182431,114.48587213951294,-5.686146264420984,238.61960085970307
00-0029567,Nick Foles,nick foles,QB,2019,JAX,37.74,4,4,0,0,23,0,736,0,0,3,2,2,4.0,9.435,2020,104.17999999999999,1852.0,10.0,8.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.484375,16,4023.0,1708.0,0.6022494887525562,0.07433873767585683,0.1155563471391214,0.011655722795293092,-0.05539212367299259,-0.012427858186893619,-0.14694098007215114,0.0572987721691678,0.11050477489768076,0.01889684030147435,0.09513327412297831,-0.11640392760208797,0.006012602143572863,0.07219315335403746,-0.1020974523320328,0.6475,185.0,4.0,1.0,,,,,,,,,,30.611909650924023,76.72,33.78,-38.98,10.0,-6.0,49.41333333333332,8,1.0,0.057803468208092484,-0.0005046960389246818,0.97,-0.3225,37.74,49.41333333333332,5.780743515792329,36.0,324.0,562,389,752.0,0.0,0.010282776349614395,0.005319148936170213,,0.056338028169014086,0.056338028169014086,56.0281388895137,26.195252926279675,79.36957120295372,-30.190996469244944,136.39845527102568
00-0029567,Nick Foles,nick foles,QB,2020,CHI,104.17999999999999,9,16,0,0,1,0,1852,1,0,10,8,0,16.0,11.575555555555555,2021,16.8,250.0,1.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48828125,16,3925.0,1647.0,0.6097318768619663,0.015494894404140088,0.10361216348395998,-0.12436691352107772,-0.015079293773522386,0.01441326799279291,-0.0702279865072827,0.05217391304347826,0.14202898550724638,0.06638915720725214,0.1398286078566095,-0.05211434806371572,0.043241083029476934,0.10462413550509224,-0.0586353005348253,0.8355555555555556,496.0,9.0,2.0,,,,,,,2.51433118971061,2.38599625225061,20.8333333333333,31.613963039014372,37.74,76.72,66.44,4.0,12.0,72.87999999999998,9,1.0,0.0572987721691678,-0.0051248591256895445,0.6475,0.18805555555555564,104.17999999999999,72.87999999999998,5.521460917862246,,250.0,595,392,793.0,0.0,0.04081632653061224,0.0201765447667087,,0.32653061224489793,0.32653061224489793,48.45279029530016,27.605807878212712,106.22394492231668,-17.991022387150878,207.3155920583897
00-0029567,Nick Foles,nick foles,QB,2021,CHI,16.8,1,4,0,0,8,0,250,0,0,1,0,0,4.0,16.8,2022,1.8,225.0,0.0,4.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5190311418685122,17,3635.0,2018.0,0.5329400196656834,0.030999088739003457,0.07392386381656292,-0.023359796730395,-0.08491427648501607,-0.07318335584153228,-0.10460748867637172,0.08345323741007195,0.15827338129496402,0.017798881980349974,0.0658592299624208,-0.06158479016856623,0.021513526550151346,0.06807710143847322,-0.04676700957427847,1.0,74.0,1.0,3.0,,,,,,,,,,32.61327857631759,104.17999999999999,37.74,-87.38,16.0,-12.0,52.906666666666645,10,0.0,0.05217391304347826,0.03127932436659369,0.8355555555555556,0.1644444444444444,16.8,52.906666666666645,5.521460917862246,,250.0,524,475,807.0,0.0,0.008421052631578947,0.004956629491945477,,0.043478260869565216,0.043478260869565216,130.41451334292404,79.53259825252368,167.56185643430499,-11.839906564810445,212.19897424905284
00-0029567,Nick Foles,nick foles,QB,2022,IND,1.8,2,2,0,0,8,0,225,0,0,0,4,0,2.0,0.9,2023,,,,,,,,,,,,,,0.5051903114186851,17,3855.0,1866.0,0.5790987535953979,-0.016538791370733646,0.04504367969739896,-0.09933443096964262,-0.1561781595681545,-0.14309687865871717,-0.17851887447049522,0.08344923504867872,0.17385257301808066,-0.01035134659489522,0.026858234097982946,-0.07629348072670991,0.001695004816614019,0.05028766725315613,-0.08011071354476672,0.5133333333333333,83.0,3.0,2.0,,,,,,,,,,33.61259411362081,16.8,104.17999999999999,-15.0,4.0,-2.0,40.92666666666664,11,1.0,0.08345323741007195,-4.002361393223852e-06,1.0,-0.4866666666666667,1.8,40.92666666666664,6.318968113746434,83.0,555.0,579,439,837.0,0.0,0.004555808656036446,0.0023894862604540022,,0.043478260869565216,0.043478260869565216,30.51773571018881,9.771578253215429,39.96056982802873,-39.12931658843562,84.71812475921647
00-0029572,Jarius Wright,jarius wright,WR,2012,MIN,66.1,7,2,36,22,11,310,0,0,2,0,0,0,24.0,9.442857142857141,2013,87.4,0.0,0.0,0.0,0.0,0.0,0.0,43.0,26.0,434.0,3.0,0.0,15.0,0.515625,16,2935.0,2634.0,0.4984520123839009,0.017252710782246026,0.11202608397096955,-0.1580659719358252,0.012637187881895873,0.030037580261415734,-0.01039157743131835,0.055077452667814115,0.10499139414802065,-0.013393361708839247,0.03309888591506632,-0.09217369502739607,-0.004563487460310871,0.04900191927495491,-0.08802310103507155,,,,3.0,,,,,,,,,,22.767967145790553,,,,,,66.1,1,,,,,,66.1,66.1,5.783825182329737,101.0,325.0,190,351,473.0,0.18947368421052632,0.005698005698005698,0.0507399577167019,1.0,1.0,1.0,114.27011495258483,76.48927014135069,159.6868589684162,37.43161290383437,205.41137071375667
00-0029572,Jarius Wright,jarius wright,WR,2013,MIN,87.4,15,0,43,26,0,434,0,0,3,0,0,0,26.0,5.826666666666667,2014,119.9,0.0,0.0,0.0,5.0,71.0,0.0,62.0,42.0,588.0,2.0,0.0,15.0,0.5078125,16,3645.0,2081.0,0.5634674922600619,0.07940666784796611,0.18470255928471482,-0.10804036594160826,-0.018033128328768442,-0.027627684361976913,-0.0020834153354192973,0.06821705426356589,0.12403100775193798,-0.001390319607237414,0.04294678509823242,-0.07843872967163838,0.014970887712031988,0.06439671710532743,-0.06666128355869462,0.400625,417.0,16.0,2.0,,,,,,,,,,23.76728268309377,66.1,,21.30000000000001,24.0,2.0,76.75,2,0.0,0.055077452667814115,0.013139601595751775,,,87.4,76.75,5.521460917862246,,250.0,231,309,451.0,0.18614718614718614,0.0,0.057649667405764965,1.0,,1.0,88.81584633818176,42.08955712748626,139.06245406993963,26.727058814345323,163.1037745261531
00-0029572,Jarius Wright,jarius wright,WR,2014,MIN,119.9,15,5,62,42,71,588,0,0,2,0,0,0,47.0,7.993333333333334,2015,79.1,0.0,0.0,0.0,1.0,29.0,0.0,50.0,34.0,442.0,0.0,1.0,15.0,0.47265625,16,3566.0,1804.0,0.5559139784946237,0.011315611837731627,0.060052084202174484,-0.06150375436487854,-0.029469878068970497,-0.014397599180291381,-0.05499227032046715,0.08031496062992126,0.14803149606299212,0.0016354958677053102,0.07957206948023755,-0.12727589989328988,-0.018861970365948683,0.05191607958759325,-0.13857039860341894,0.496875,515.0,16.0,2.0,,,,,,,,,,24.76659822039699,87.4,66.1,32.5,26.0,21.0,91.13333333333333,3,0.0,0.06821705426356589,0.012097906366355368,0.400625,0.09625,119.9,91.13333333333333,5.978885764901122,123.0,395.0,379,391,630.0,0.16358839050131926,0.01278772378516624,0.0746031746031746,0.4626865671641791,0.8333333333333334,0.5402298850574713,100.26032493744697,48.358844705686884,166.46162298015975,38.04599743049527,188.13044974600487
00-0029572,Jarius Wright,jarius wright,WR,2015,MIN,79.1,15,1,50,34,29,442,0,0,0,0,0,1,35.0,5.2733333333333325,2016,23.700000000000003,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,67.0,1.0,0.0,4.0,0.50390625,16,3246.0,2211.0,0.4892241379310345,-0.034286607103085585,0.030157396967075503,-0.14422049639924273,0.022756138412322508,0.049842743440858005,-0.010429437284889863,0.08108108108108109,0.16396396396396395,-0.012282086857849874,0.05366717517223426,-0.12123540563841191,-0.0018405136602983028,0.07007155496805617,-0.11644011932119258,0.433125,431.0,16.0,2.0,,,,,,,,,,25.765913757700204,119.9,87.4,-40.80000000000001,47.0,-12.0,95.46666666666665,4,0.0,0.08031496062992126,0.0007661204511598269,0.496875,-0.06375000000000003,79.1,95.46666666666665,5.988961416889864,133.0,399.0,421,440,715.0,0.1187648456057007,0.0022727272727272726,0.04895104895104895,0.2109704641350211,0.1111111111111111,0.22580645161290322,58.75285897422598,25.338676814400127,95.5110326166751,11.231213080156863,122.88245305509413
