season,overall_pick,round,round_pick,team_id,espn_player_id,gsis_id,player_name,position,pro_team,is_keeper,bid_amount
2025,29,3,9,9,4685382,00-0040666,Omarion Hampton,RB,LAC,False,0
2025,30,3,10,8,4426348,00-0039910,Jayden Daniels,QB,WAS,False,0
2025,31,4,1,8,4379399,00-0037248,James Cook III,RB,BUF,False,0
2025,32,4,2,9,4040715,00-0036389,Jalen Hurts,QB,PHI,False,0
2025,33,4,3,10,3915511,00-0036442,Joe Burrow,QB,CIN,False,0
2025,34,4,4,6,3040151,00-0033288,George Kittle,TE,SF,False,0
2025,35,4,5,7,4430878,00-0038543,Jaxon Smith-Njigba,WR,SEA,False,0
2025,36,4,6,2,3121422,00-0035659,Terry McLaurin,WR,WAS,False,0
2025,37,4,7,3,3116406,00-0033040,Tyreek Hill,WR,FA,False,0
2025,38,4,8,5,16800,00-0031381,Davante Adams,WR,LA,False,0
2025,39,4,9,4,4567048,00-0038134,Kenneth Walker III,RB,SEA,False,0
2025,40,4,10,1,4241416,00-0036555,Chuba Hubbard,RB,CAR,False,0
2025,41,5,1,1,3054850,00-0033906,Alvin Kamara,RB,NO,False,0
2025,42,5,2,4,16737,00-0031408,Mike Evans,WR,TB,False,0
2025,43,5,3,5,4427366,00-0038120,Breece Hall,RB,NYJ,False,0
2025,44,5,4,3,3045147,00-0033553,James Conner,RB,ARI,False,0
2025,45,5,5,2,4432708,00-0039849,Marvin Harrison Jr.,WR,ARI,False,0
2025,46,5,6,7,4569618,00-0037740,Garrett Wilson,WR,NYJ,False,0
2025,47,5,7,6,4047650,00-0035640,DK Metcalf,WR,PIT,False,0
2025,48,5,8,10,4259545,00-0036275,D'Andre Swift,RB,CHI,False,0
2025,49,5,9,9,4683062,00-0039894,Xavier Worthy,WR,KC,False,0
2025,50,5,10,8,3915416,00-0034827,DJ Moore,WR,CHI,False,0
2025,51,6,1,8,3128429,00-0034348,Courtland Sutton,WR,DEN,False,0
2025,52,6,2,9,4241463,00-0036407,Jerry Jeudy,WR,CLE,False,0
2025,53,6,3,10,4428331,00-0039067,Rashee Rice,WR,KC,False,0
