gsis_id,player_name,position,draft_year,score_draft_capital,score_draft_capital_coverage,score_pre_draft_fantasy,score_pre_draft_fantasy_coverage,score_recruiting,score_recruiting_coverage,score_timing,score_timing_coverage,score_cfb_receiving,score_cfb_receiving_coverage,score_cfb_rushing,score_cfb_rushing_coverage,score_cfb_passing,score_cfb_passing_coverage,score_combine_speed,score_combine_speed_coverage,score_combine_explosion,score_combine_explosion_coverage,score_combine_size,score_combine_size_coverage,score_team_context,score_team_context_coverage,predicted_rookie_ppr,ppr_low,ppr_high,predictive_q25,predictive_q75,success_score_0_100,rookie_ppr,first_stat_season,ff_adp,ff_adp_rank,predicted_adp_baseline
00-0030388,Joseph Randle,RB,2013,-0.2698335039574971,1.0,0.1575895480492956,1.0,0.5042325109164878,1.0,-0.3640919714959394,1.0,-0.033394492931645293,1.0,0.5619801350993417,1.0,-0.3066550251166813,1.0,-1.1159920946173238,0.3333333333333333,0.29452393583439196,1.0,-0.027641400802745398,1.0,-0.4466462534433432,0.2857142857142857,61.87341981236441,1.5591424513910432,121.20948920713974,47.61213762236255,61.87341981236441,54.70588235294118,,,188.5,177.0,102.697020963514
00-0030414,Spencer Ware,RB,2013,-0.8970140807235714,1.0,,0.0,0.6928612344450442,1.0,-0.3640919714959394,1.0,-0.10859651284236818,1.0,-1.3235233315826136,1.0,-0.3812772307849718,1.0,-1.004807752105265,0.3333333333333333,,0.0,0.35652392891419216,1.0,0.7661147503914956,0.2857142857142857,1.217297922320321,-20.924978024169715,90.63652704609495,0.9813876530295139,17.320130217019045,5.294117647058823,1.0,2013.0,,,
00-0030415,Jawan Jamison,RB,2013,-1.3929243042130257,1.0,,0.0,-0.6394475728608239,1.0,-0.3640919714959394,1.0,0.5937046278473136,1.0,-0.5145002915195247,1.0,0.02676610181729226,1.0,-1.6719138071776278,0.3333333333333333,-1.8961364631535957,1.0,-1.5308974231957597,1.0,0.49166321921230594,0.2857142857142857,12.433159936170396,-10.431607954995307,56.07781130793624,7.15344409276244,17.97730354929667,21.176470588235293,,,,,
00-0030047,Marquess Wilson,WR,2013,-1.6136366190612237,1.0,,0.0,,0.0,0.36415659494099023,1.0,-0.4483966814032792,1.0,,0.0,,0.0,0.23736795503749653,1.0,-0.3107989950254263,1.0,0.2064688341688544,1.0,0.5753133438668845,0.4444444444444444,3.748240744438333,-0.2552730050395766,65.91385476120549,3.748240744438333,28.463879685081018,11.475409836065573,3.3,2013.0,,,
00-0031407,Blake Bortles,QB,2014,1.0647058948813126,1.0,,0.0,-0.7877160017512601,1.0,-0.10972171946332616,1.0,,0.0,0.19900705220878623,1.0,0.06973733506297253,1.0,-0.12932401037516647,1.0,0.2682112788665696,1.0,1.0912506921261536,1.0,-0.14112866327142762,1.0,126.2974912692943,32.66286488044876,229.68182769501973,65.912845606955,168.58356516127495,64.7887323943662,168.22,2014.0,,,
00-0031325,Sammy Watkins,WR,2014,1.454093825989077,1.0,1.1283585980662376,1.0,1.4654846882076233,1.0,0.5004950950247418,1.0,1.262133973639907,1.0,-0.3538866105273808,1.0,-0.46032777135629843,1.0,-0.02501800125153054,1.0,-0.03178609681013982,1.0,0.3512370476760883,1.0,-0.07079913816034959,1.0,182.46349648490295,77.03535678704914,244.15917320808143,114.11584299816343,222.3527867791037,88.52459016393442,198.0,2014.0,110.0,110.0,178.56465169212575
00-0031408,Mike Evans,WR,2014,1.414424897820323,1.0,1.1847228381412742,1.0,-0.9401921242926036,1.0,0.5004950950247418,1.0,0.7659171789029411,1.0,,0.0,,0.0,-0.4749628821799483,1.0,0.38303474138964066,0.5,1.900518258821016,1.0,-0.2546743237341401,0.4444444444444444,153.48803447364892,72.33735312083506,248.1731147204136,110.84332743690965,223.17638321264923,84.01639344262296,245.1,2014.0,102.0,102.0,178.56465169212575
00-0031387,Eric Ebron,TE,2014,1.8084932109999046,1.0,,0.0,0.7302952320133678,1.0,0.6925321350744211,1.0,1.1145728430161639,1.0,-0.26864065031417395,1.0,,0.0,1.0060901149087833,0.3333333333333333,-0.05254815312453017,1.0,-0.25777330170043594,1.0,0.4144486024292131,0.4444444444444444,56.93950744339971,-8.05201457999647,108.48507459087307,33.563884946964336,64.8299181500654,71.02803738317756,55.8,2014.0,,,
00-0031235,Odell Beckham Jr.,WR,2014,1.3483100175390665,1.0,,0.0,0.5042123318469551,1.0,-0.1733732256600992,1.0,0.1457891376717212,1.0,-0.20944459580431926,1.0,-0.46032777135629843,1.0,1.4367049327315622,1.0,0.3214992467912663,1.0,-0.5255600933496755,1.0,-0.5013492676835503,1.0,65.50744449909166,34.90678251900696,214.51211420800138,42.0978503864394,150.5458890217576,59.83606557377049,297.0,2014.0,,,
00-0031236,Brandin Cooks,WR,2014,1.2425262090890563,1.0,1.3679066183851432,1.0,0.34786345990684764,1.0,0.5004950950247418,1.0,2.1344983062691765,1.0,1.1021353572712744,1.0,,0.0,1.7590079460282888,1.0,-0.2527122435653531,1.0,-1.0490891100736404,1.0,-0.47767847039275807,1.0,140.0668905048479,74.73083195015415,192.6466871463801,116.07234051470863,140.0668905048479,82.37704918032787,139.3,2014.0,76.0,76.0,178.56465169212575
00-0031409,Johnny Manziel,QB,2014,0.830973062953747,1.0,,0.0,0.432521031923517,1.0,0.036756957120530516,1.0,,0.0,1.310074121796705,1.0,0.7905875310393513,1.0,1.5050174902909965,1.0,-0.09064970492977706,1.0,-1.6838418522770482,1.0,-0.1382115090726771,0.6666666666666666,56.13754248795576,0.6584288630001538,213.68349546279305,43.73701256123006,134.5991315279085,52.112676056338024,,,,,
00-0031359,Kelvin Benjamin,WR,2014,1.1367424006390459,1.0,1.290405788281968,1.0,0.5204106383993085,1.0,-0.8472415463449401,1.0,0.43749853524603594,1.0,,0.0,,0.0,-1.4887939057329629,1.0,-0.8954857497655523,1.0,2.2069878651809156,1.0,-0.22640619940934387,0.6666666666666666,160.33486712566608,71.69230189412717,233.3490460079106,92.25941386929102,225.44024394181147,85.65573770491804,225.79999999999998,2014.0,87.0,87.0,178.56465169212575
00-0031237,Teddy Bridgewater,QB,2014,0.7079557829918703,1.0,,0.0,0.5508334540477945,1.0,0.036756957120530516,1.0,,0.0,-0.7330631469420021,1.0,0.4756231670833842,1.0,0.004537745031586715,0.6666666666666666,-0.3456695845694818,1.0,-0.7435793458643021,1.0,-0.13138695532428712,1.0,91.69547201638612,3.273856311132633,220.5807571827126,68.4489127020215,183.72731278054738,59.154929577464785,183.66,2014.0,,,
00-0031418,Austin Seferian-Jenkins,TE,2014,1.349436559287991,1.0,,0.0,0.9126605962555213,1.0,-0.004984845504779226,1.0,0.4481893246431467,1.0,,0.0,,0.0,-0.21795176000591027,0.3333333333333333,,0.0,0.832617011059383,1.0,1.1020451333429113,0.6666666666666666,53.086590581687155,-10.201971479925774,91.3708850669094,21.38811478052869,56.76281208684782,66.35514018691589,53.1,2014.0,,,
00-0031431,Marqise Lee,WR,2014,0.9912896640202816,1.0,0.8535829277004345,1.0,0.5521029773060872,1.0,-0.8472415463449401,1.0,-0.4680642104687397,1.0,-0.3661795479506201,1.0,,0.0,0.42919663160884136,0.6666666666666666,0.6900246896171461,1.0,-0.5128137538922093,1.0,-0.2734505918081715,0.4444444444444444,102.71254475589666,82.15431784439907,242.20774770334899,87.79818773513682,164.4522874221366,72.95081967213115,86.1,2014.0,149.0,149.0,91.28237479475807
00-0031299,Jordan Matthews,WR,2014,0.9516207358515277,1.0,,0.0,-1.1676726902234806,1.0,-0.30971172574385075,1.0,1.0792573527529017,1.0,-0.22173753322755854,1.0,,0.0,0.1837846932462738,1.0,-0.33174952379243966,1.0,0.819408046888653,1.0,-0.3050248844305386,0.6666666666666666,89.9076714658278,25.40449373820991,207.43147264385004,44.2583845560794,184.47490285122956,66.39344262295081,202.2,2014.0,,,
00-0031257,Paul Richardson,WR,2014,0.9119518076827738,1.0,,0.0,0.34222926632342043,1.0,-0.30971172574385075,1.0,0.7750192771610467,1.0,-0.3661795479506201,1.0,0.9639753162277527,1.0,0.061090003275624666,0.6666666666666666,0.42148705578536627,1.0,-1.0917007881275744,1.0,-0.12484595018283898,1.0,85.06607989899679,28.273817265453125,193.69207085162068,47.53116474441622,116.10220934323931,65.1639344262295,62.1,2014.0,,,
00-0031042,Jace Amaro,TE,2014,1.1690928746868823,1.0,,0.0,0.8581803773781483,1.0,-0.004984845504779226,1.0,2.869423089478723,1.0,,0.0,,0.0,-0.4016507322892193,1.0,-0.07505100298480408,1.0,1.016505861342826,1.0,-0.547850727034559,1.0,57.85469305640104,-10.289794173951417,102.28305747943105,19.55150905492677,62.99582903550182,71.02803738317756,84.5,2014.0,,,
00-0031044,Troy Niklas,TE,2014,1.1199082334320345,1.0,,0.0,0.8128757743117014,1.0,-0.004984845504779226,1.0,0.12471419634559947,1.0,,0.0,,0.0,-1.510728318965268,1.0,-0.5992189458741636,1.0,1.6778221901079449,1.0,-0.29450520048603135,0.6666666666666666,41.98095233061354,-11.078991948319821,88.97337537395416,11.670337806971611,49.629218797485905,61.6822429906542,6.800000000000001,2014.0,,,
00-0031381,Davante Adams,WR,2014,0.8061679992327635,1.0,,0.0,-1.917724711017239,1.0,-0.1733732256600992,1.0,2.7152512355011584,1.0,,0.0,,0.0,-0.1976394030682408,1.0,0.5690863518560327,1.0,0.3852892261605216,1.0,-0.78292593003005,1.0,86.03553252074724,20.82468633981488,173.89949340450886,43.288445271782905,151.11878084218566,65.1639344262295,100.60000000000001,2014.0,,,
00-0031413,Bishop Sankey,RB,2014,1.1449691924682985,1.0,0.9178390968931701,1.0,0.5088654971084172,1.0,-0.22429251572889566,1.0,0.35109381338125234,1.0,1.4068283421984893,1.0,,0.0,1.3438032015556916,1.0,0.6743818305486357,1.0,-0.7034220906084226,1.0,1.0870033484348987,0.5714285714285714,110.69120313954427,64.92787877257399,216.3653544986387,102.73603582342959,193.29308049790197,70.58823529411765,,,67.0,67.0,190.95032567970478
00-0031301,Jeremy Hill,RB,2014,1.1303835976597851,1.0,0.7335000491511939,1.0,0.5717417382846027,1.0,-0.22429251572889566,1.0,-0.42098314297080797,1.0,0.7095110070446299,1.0,,0.0,-0.3377016970328923,0.3333333333333333,-1.5873145930340822,1.0,1.4361848394879608,1.0,-1.261188435991152,1.0,154.21701190883786,33.73129612346189,228.55560382250297,110.278716186311,197.73989477653487,81.76470588235294,210.9,2014.0,95.0,95.0,162.35425528762883
00-0031344,Cody Latimer,WR,2014,0.7664990710640096,1.0,0.8183552776535367,1.0,-0.8401851881867692,1.0,-0.1733732256600992,1.0,0.34330118176914254,1.0,,0.0,,0.0,-0.5139866556437587,0.3333333333333333,,0.0,0.7045051719778871,1.0,-0.6443528399406474,1.0,79.77399969164009,13.806684148652522,157.31585482498937,38.68357222685368,145.3569213581534,63.52459016393443,4.3,2014.0,154.0,154.0,89.64228786645472
00-0031428,Allen Robinson,WR,2014,0.700384190782753,1.0,,0.0,-1.133867528722917,1.0,0.5004950950247418,1.0,0.7673585375340886,1.0,-0.2770557516321353,1.0,,0.0,-0.0707335551727549,1.0,0.8480992500713191,1.0,1.091825474764119,1.0,-0.2734505918081715,0.4444444444444444,88.60563853402068,27.20114351735227,194.83615800690427,52.13437623589279,174.67738041023446,66.39344262295081,116.8,2014.0,,,
00-0031382,Jarvis Landry,WR,2014,0.6739382386702505,1.0,,0.0,1.461259043020053,1.0,-0.1733732256600992,1.0,0.5638755524840715,1.0,,0.0,,0.0,-1.9133604121826606,0.3333333333333333,-2.3333968930775844,1.0,-0.2871948439586426,1.0,-0.5837960369474143,1.0,70.00606371421323,31.693300988480697,193.3784811314154,45.05029477716435,185.82277795201514,61.885245901639344,189.4,2014.0,,,
00-0031302,C.J. Fiedorowicz,TE,2014,0.9067747879943603,1.0,,0.0,0.9000441245154982,1.0,-0.8415152564936517,1.0,-0.0655439644680981,1.0,,0.0,,0.0,0.20381995476788267,1.0,-0.4968557221524211,1.0,1.016505861342826,1.0,-0.5140431484611274,0.6666666666666666,20.93312700498173,-7.125734485973895,86.1705032383305,12.740918846703314,32.706462920994596,40.18691588785047,12.799999999999999,2014.0,,,
00-0031391,Tre Mason,RB,2014,0.8386717014895181,1.0,,0.0,0.5174696143220006,1.0,0.49494896304711755,1.0,-0.4369751563755323,1.0,1.6040374889629312,1.0,,0.0,0.6138697265060306,0.6666666666666666,1.100597978117017,1.0,-1.0767717348252819,1.0,-0.6431878725236011,0.5714285714285714,52.41725924191743,15.270127686420182,191.4555218944953,31.899634025412396,89.06176366307713,48.8235294117647,,,,,
00-0030990,Josh Huff,WR,2014,0.3698097893764707,1.0,,0.0,0.4218122506893309,1.0,-0.9835800464286918,1.0,0.45141740530079144,1.0,-0.30164162647861387,1.0,,0.0,-0.40634252052538455,0.3333333333333333,-0.6897997022348127,1.0,-0.2531426654742093,1.0,-0.3050248844305386,0.6666666666666666,24.351231367079716,5.968927409608278,83.27963363717146,17.420643540198597,30.384281219831063,36.47540983606557,22.5,2014.0,,,
00-0031339,Donte Moncrief,WR,2014,0.3169178851514655,1.0,,0.0,0.47251999294017655,1.0,0.5004950950247418,1.0,-0.17642384658764867,1.0,,0.0,,0.0,0.041366840024244726,1.0,1.374699253351372,1.0,0.9088182428844865,1.0,-0.39847618549825886,1.0,55.985647936737486,13.329315726880083,113.44606442856148,30.187478188094143,91.10862794382585,57.377049180327866,96.1,2014.0,,,
00-0031376,Jerick McKinnon,RB,2014,0.5323742105107375,1.0,,0.0,,0.0,-0.3640919714959394,1.0,,0.0,-1.5178264315541,1.0,,0.0,1.2432623056600034,1.0,2.002385816734965,1.0,-0.7034220906084226,1.0,-1.3011601711780367,1.0,85.53943121126187,17.85243908988165,142.04967626862148,52.04849577678848,95.33843817629898,61.1764705882353,94.3,2014.0,,,
00-0031384,Richard Rodgers,TE,2014,0.3657437341910338,1.0,,0.0,-0.42581858292382013,1.0,-0.004984845504779226,1.0,-0.005501636685160234,1.0,-0.25745848405091454,1.0,,0.0,-0.8089859198723086,1.0,-0.4968557221524211,1.0,0.17130068229426412,1.0,0.4242971242967684,0.4444444444444444,44.376758914428585,-15.228466368116871,82.88188040530753,11.185577037083988,54.42272813523831,62.616822429906534,54.5,2014.0,,,
00-0031285,Devonta Freeman,RB,2014,0.43027504685114404,1.0,0.6742482123769873,1.0,0.6518262138879547,1.0,-0.22429251572889566,1.0,0.11807545125333886,1.0,0.2400150810143584,1.0,,0.0,-0.23196739837067765,1.0,-0.7174313531945754,1.0,-1.1171597569020912,1.0,-0.9619007510654455,1.0,103.91435676132822,21.411409359920548,183.81292064514957,87.00420060752272,134.7140352012457,67.64705882352942,87.3,2014.0,104.0,104.0,143.39599329956175
00-0031053,Jalen Saunders,WR,2014,0.1317962203639474,1.0,,0.0,,0.0,-0.30971172574385075,1.0,-0.1919593361225265,1.0,-0.25246987678565674,1.0,,0.0,0.3471664253032438,0.3333333333333333,-0.38983627525251285,1.0,-2.0834008040641043,1.0,-0.6616211210820716,1.0,18.42083570219635,7.21853618262288,103.08876488682053,17.615210437053538,55.924385827492586,31.967213114754102,,,,,
00-0031055,Andre Williams,RB,2014,0.28441909876601046,1.0,0.6084128381834245,1.0,-0.6043692488362152,1.0,-0.3640919714959394,1.0,,0.0,1.4929429334420548,1.0,,0.0,0.0013845733200874748,1.0,1.3383838236418004,1.0,0.7298735731310515,1.0,-0.5656797858192734,0.2857142857142857,123.44996553694673,24.416411962772784,162.68868255147842,92.0213633628253,146.2196321081874,74.11764705882354,145.1,2014.0,114.0,114.0,145.76437935589442
00-0031057,Ka'Deem Carey,RB,2014,0.22607671953195704,1.0,,0.0,0.5221026005139301,1.0,-0.22429251572889566,1.0,-0.011109244529084772,1.0,1.3386832438283263,1.0,,0.0,-0.8710815975358802,1.0,-0.8841811741246285,1.0,-0.7841981347620409,1.0,-1.892082833573153,1.0,29.321840794124608,1.6378266242232868,113.78484502788643,26.104514410280604,46.865593211889525,38.23529411764706,26.5,2014.0,,,
00-0031060,De'Anthony Thomas,RB,2014,0.12397755587236355,1.0,,0.0,1.6009208776042292,1.0,0.49494896304711755,1.0,0.043647914546801767,1.0,-0.5799430595595162,1.0,,0.0,1.5524321256721474,0.3333333333333333,-0.028751588360818,1.0,-2.117002863296743,1.0,-1.4118387383096749,1.0,47.04015147420431,13.119630806854609,126.25671303207281,47.04015147420431,85.60745147434292,44.70588235294118,61.9,2014.0,,,
00-0031062,James White,RB,2014,0.036463987021283395,1.0,,0.0,-0.4680270837594341,1.0,-0.3640919714959394,1.0,-1.250070263630996,1.0,-1.3349677232503596,1.0,,0.0,0.0482921694992526,1.0,-1.05815782209253,1.0,-0.9053622009924683,1.0,0.7112836137491686,1.0,27.582217966320894,-4.8858886244699935,115.40921961469621,27.582217966320894,72.32365521600707,36.470588235294116,11.1,2014.0,,,
00-0031075,Alfred Blue,RB,2014,-0.7074013482128978,1.0,,0.0,-0.6281960349661381,1.0,-1.0833334502719527,1.0,-1.0716101869649224,1.0,-1.3427930605054055,1.0,,0.0,-1.0311614943906193,1.0,-0.3375734584803316,1.0,1.3248782187831103,1.0,-1.5650673870640879,0.5714285714285714,4.520362624333346,-10.296997670682337,101.92216827954655,4.270607745360335,31.47410681009104,10.588235294117647,103.1,2014.0,,,
00-0031187,Robert Herron,WR,2014,-0.9392648401924076,1.0,,0.0,,0.0,-0.30971172574385075,1.0,0.20610747195695422,1.0,-0.350813376171571,1.0,,0.0,0.1268555488180756,1.0,0.11581319926052666,1.0,-1.1299398064999733,1.0,-0.2546743237341401,0.4444444444444444,16.29523665942824,-0.609406749699946,63.28813401284918,9.981739856075315,26.010206776791826,29.918032786885245,,,,,
00-0031078,Lache Seastrunk,RB,2014,-0.7803293222554646,1.0,,0.0,1.5883456293689922,1.0,-1.6820927061856528,0.5,,0.0,0.1287168090306975,1.0,,0.0,0.21822001552741171,0.3333333333333333,2.350339112670768,1.0,-1.0265262672228956,1.0,-1.2598135915780713,1.0,39.04384379132048,-3.757505351744774,105.12211760391133,28.134351106086413,82.61494146177102,41.76470588235294,,,,,
00-0031189,T.J. Jones,WR,2014,-0.9921567444174128,1.0,,0.0,0.5056208802428119,1.0,-0.30971172574385075,1.0,0.3264168585016959,1.0,0.6411502038998015,1.0,,0.0,0.23813593140167266,1.0,-0.8164484695384657,1.0,-0.6490224678299423,1.0,-0.2107288612632528,1.0,16.038649466005804,-0.32156958511975464,63.2378443348513,10.516463675766722,28.46337562448019,29.098360655737704,28.9,2015.0,,,
00-0031315,Matt Hazel,WR,2014,-1.005379720473664,1.0,,0.0,,0.0,-0.30971172574385075,1.0,-2.048672585514553,1.0,,0.0,,0.0,-0.24176696801188668,1.0,-0.35270005255945297,1.0,-0.09144127262154403,1.0,-0.5837960369474143,1.0,5.318604458038128,-3.5749211555103773,57.422921166476534,5.318604458038128,10.414007322656985,15.163934426229508,0.0,2015.0,,,
00-0031023,Quincy Enunwa,WR,2014,-1.2566162655424387,1.0,,0.0,-0.7070773647782994,1.0,-0.30971172574385075,1.0,-0.032319017606777,1.0,-0.3907654227970986,1.0,,0.0,0.6700988306583757,0.3333333333333333,,0.0,1.0450269568222197,1.0,-0.6616211210820716,1.0,26.586313863047383,3.0125806638943375,56.94426842672089,10.160797782057697,52.28364031920568,36.885245901639344,53.5,2015.0,,,
00-0031085,Jay Prosch,RB,2014,-1.1449691924682985,1.0,,0.0,,0.0,-0.3640919714959394,1.0,-0.7964373251897511,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,-1.5650673870640879,0.5714285714285714,3.3556247348310886,-14.029592531108651,58.80413404803708,3.3556247348310886,3.394488497151855,8.823529411764707,3.4,2014.0,,,
00-0031243,Storm Johnson,RB,2014,-1.3054107353619455,1.0,,0.0,0.689551958593666,1.0,-0.3640919714959394,1.0,0.703110209020824,1.0,0.33877244174366755,1.0,,0.0,-0.7824390670811375,0.3333333333333333,-0.14914315643673376,1.0,0.1742987095813004,1.0,-0.7259733731246192,1.0,21.108854420603677,-9.609773726058833,78.4077559317991,18.54403183003492,21.782243389181616,29.411764705882355,21.2,2014.0,,,
00-0031291,James Wright,WR,2014,-1.6533055472299776,1.0,,0.0,0.3661745890529864,1.0,-0.9835800464286918,1.0,-1.748047482597826,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,-0.5452519974878861,1.0,6.005438036727386,0.2733930008315104,60.839589779692176,4.693856645429304,16.571665642020832,15.983606557377051,17.1,2014.0,,,
00-0031271,Trey Millard,RB,2014,-1.6408794159577527,1.0,,0.0,0.5055562212570391,1.0,-1.0833334502719527,1.0,-0.663430965511247,1.0,-1.5403077819640238,1.0,,0.0,-1.2271764371293827,0.3333333333333333,,0.0,2.29419074862653,1.0,-1.2529463732224722,1.0,2.2108007266649565,-15.016081020609365,59.70510691419381,2.2108007266649565,6.4554582491988555,7.0588235294117645,,,,,
00-0031503,Jameis Winston,QB,2015,1.089309350873688,1.0,1.0488455745451606,1.0,1.4969319486541237,1.0,0.8405694681273178,1.0,,0.0,-0.49513884623157506,1.0,0.1907185537936211,1.0,-0.6682890458460911,1.0,-1.5449281177252374,1.0,0.7625981983768924,1.0,0.4741400396520782,1.0,209.77822259823566,96.65769189314102,308.5445498300951,166.90747949294726,238.2409676059993,85.91549295774648,274.98,2015.0,162.7,187.0,200.78851643716814
00-0032268,Marcus Mariota,QB,2015,1.0770076228775003,1.0,1.0320963667307477,1.0,-0.5878834351145231,1.0,0.036756957120530516,1.0,0.9018039251943454,1.0,2.098297233061479,1.0,1.1347016015775324,1.0,1.4813830001486712,1.0,1.4298008568021778,1.0,0.25327466433128903,1.0,0.03160407130001722,0.4444444444444444,167.57154389189404,88.43315455725991,279.41767739058764,150.4744803295825,210.91982705498404,74.64788732394366,211.02,2015.0,182.3,171.0,200.78851643716814
00-0031544,Amari Cooper,WR,2015,1.454093825989077,1.0,1.6036478696416308,1.0,0.5450602353268029,1.0,0.6368335951084934,1.0,2.0774326146718356,1.0,-0.317007798257663,1.0,,0.0,1.1699606073692588,1.0,-0.7269359249278726,1.0,0.3512370476760883,1.0,-0.2423104143405222,1.0,173.87580068377,75.93753692832546,241.77064651263018,112.8942993346705,216.63783049752502,87.70491803278688,213.9,2015.0,45.0,40.0,178.56465169212575
