gsis_id,player_name,position,draft_year,first_stat_season,ppr_y1,ppr_y2,ppr_y3,dynasty_seasons_complete,dynasty_ppr_y1_y3_total,dynasty_ppr_y1_y3_avg_season,dynasty_ppr_y1_y3_avg_game,y1_rank_pct_pos,y2_rank_pct_pos,y3_rank_pct_pos,y3_vs_y1_delta,y3_vs_y2_delta,slow_start,strong_y3,late_bloomer_y3,slow_y1_y2_strong_y3,trajectory_archetype
00-0033060,Leonte Carroo,WR,2016,2016.0,11.9,13.9,18.8,1,44.6,14.866666666666667,3.716666666666667,25.0,18.75,25.0,6.9,4.9,True,False,False,False,steady
00-0032393,C.J. Prosise,RB,2016,2016.0,61.0,17.0,4.9,1,82.9,27.633333333333336,6.908333333333334,64.28571428571429,42.857142857142854,21.428571428571427,-56.1,-12.1,False,False,False,False,early_peak
00-0033119,Jacoby Brissett,QB,2016,2016.0,28.299999999999997,205.92,-0.62,1,233.59999999999997,77.86666666666666,10.156521739130433,20.0,40.0,20.0,-28.919999999999998,-206.54,True,False,False,False,steady
00-0033104,Cody Kessler,QB,2016,2016.0,77.0,2.9400000000000004,38.660000000000004,1,118.6,39.53333333333333,6.976470588235294,60.0,20.0,40.0,-38.339999999999996,35.720000000000006,False,False,False,False,steady
00-0032394,Nick Vannett,TE,2016,2016.0,6.2,30.4,73.9,1,110.5,36.833333333333336,4.25,40.0,40.0,80.0,67.7,43.50000000000001,False,True,False,True,late_bloomer_y3
00-0032893,Connor Cook,QB,2016,2016.0,6.0,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032398,Chris Moore,WR,2016,2016.0,19.5,59.900000000000006,46.3,1,125.7,41.9,3.697058823529412,37.5,50.0,37.5,26.799999999999997,-13.600000000000009,False,False,False,False,steady
00-0033110,Tyler Higbee,TE,2016,2016.0,25.5,60.5,65.2,1,151.2,50.4,3.8769230769230765,60.0,60.0,60.0,39.7,4.700000000000003,False,False,False,False,steady
00-0032400,Malcolm Mitchell,WR,2016,2016.0,96.1,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033079,Ricardo Louis,WR,2016,2016.0,38.5,62.7,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033111,Pharoh Cooper,WR,2016,2016.0,22.6,26.0,0.0,1,48.6,16.2,2.43,43.75,25.0,6.25,-22.6,-26.0,False,False,False,False,early_peak
00-0032404,Tyler Ervin,RB,2016,2016.0,5.1,13.0,6.5,1,24.6,8.200000000000001,2.7333333333333334,7.142857142857142,28.57142857142857,28.57142857142857,1.4000000000000004,-6.5,True,False,False,False,steady
00-0032775,Demarcus Robinson,WR,2016,2017.0,42.2,74.8,100.9,1,217.9,72.63333333333334,5.587179487179488,62.5,68.75,56.25,58.7,26.10000000000001,False,False,False,False,steady
00-0032411,Kenneth Dixon,RB,2016,2016.0,102.4,,54.4,0,,,,,,,-48.00000000000001,,False,False,False,False,limited_sample
00-0033077,Dak Prescott,QB,2016,2016.0,286.88,260.66,285.9,1,833.4399999999999,277.81333333333333,17.363333333333333,100.0,80.0,80.0,-0.9800000000000182,25.239999999999952,False,True,False,False,steady
00-0032972,Devontae Booker,RB,2016,2016.0,142.7,91.4,87.8,1,321.9,107.3,7.153333333333332,85.71428571428571,64.28571428571429,57.14285714285714,-54.89999999999999,-3.6000000000000085,False,False,False,False,early_peak
00-0033080,Seth Devalve,TE,2016,2016.0,34.7,76.5,18.4,1,129.6,43.199999999999996,4.468965517241379,80.0,80.0,40.0,-16.300000000000004,-58.1,False,False,False,False,early_peak
00-0033098,Cardale Jones,QB,2016,2016.0,1.74,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032778,Tajae Sharpe,WR,2016,2016.0,105.3,,71.2,0,,,,,,,-34.099999999999994,,False,False,False,False,limited_sample
00-0032940,DeAndre Washington,RB,2016,2016.0,85.2,85.0,11.4,1,181.6,60.53333333333333,5.044444444444444,71.42857142857143,57.14285714285714,35.714285714285715,-73.8,-73.6,False,False,False,False,early_peak
00-0032417,Paul Perkins,RB,2016,2016.0,76.8,21.6,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032780,Jordan Howard,RB,2016,2016.0,230.1,199.70000000000002,180.0,1,609.8,203.26666666666665,12.974468085106382,92.85714285714286,92.85714285714286,78.57142857142857,-50.099999999999994,-19.700000000000017,False,True,False,False,steady
00-0032782,Wendell Smallwood,RB,2016,2016.0,52.7,46.7,117.4,1,216.8,72.26666666666667,6.56969696969697,57.14285714285714,50.0,71.42857142857143,64.7,70.7,False,True,False,False,steady
00-0032974,Jordan Payton,WR,2016,2016.0,1.3,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032975,Jonathan Williams,RB,2016,2016.0,12.4,,1.0999999999999999,0,,,,,,,-11.3,,False,False,False,False,limited_sample
00-0032784,Kevin Hogan,QB,2016,2016.0,16.66,33.78,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032423,Trevor Davis,WR,2016,2016.0,11.4,13.3,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033040,Tyreek Hill,WR,2016,2016.0,219.0,245.20000000000002,334.0,1,798.2,266.06666666666666,16.982978723404255,93.75,93.75,100.0,115.0,88.79999999999998,False,True,False,False,steady
00-0032426,Alex Collins,RB,2016,2016.0,35.9,171.0,108.6,1,315.5,105.16666666666667,9.279411764705882,35.714285714285715,85.71428571428571,64.28571428571429,72.69999999999999,-62.400000000000006,False,False,False,False,steady
00-0032977,Rashard Higgins,WR,2016,2016.0,13.7,68.6,118.2,1,200.5,66.83333333333333,5.418918918918919,31.25,62.5,75.0,104.5,49.60000000000001,True,True,True,False,late_bloomer_y3
00-0032956,Andy Janovich,RB,2016,2016.0,18.7,14.7,25.700000000000003,1,59.1,19.7,2.364,28.57142857142857,35.714285714285715,50.0,7.0000000000000036,11.000000000000004,True,False,False,True,late_bloomer_y3
00-0033112,Temarrick Hemingway,TE,2016,2020.0,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032341,Moritz Boehringer,WR,2016,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033078,Keenan Reynolds,RB,2016,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032429,Jerell Adams,TE,2016,2016.0,34.2,17.2,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032791,Jakeem Grant,WR,2016,2016.0,6.1,46.5,72.3,1,124.9,41.63333333333333,5.677272727272728,12.5,37.5,50.0,66.2,25.799999999999997,True,False,False,True,late_bloomer_y3
00-0032792,Nate Sudfeld,QB,2016,2017.0,7.56,4.68,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032430,David Morgan,TE,2016,2016.0,1.4,25.5,8.6,1,35.5,11.833333333333334,2.730769230769231,20.0,20.0,20.0,7.199999999999999,-16.9,True,False,False,False,steady
00-0032431,Jake Rudock,QB,2016,2017.0,-1.04,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032957,Kolby Listenbee,WR,2016,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032794,Danny Vitale,RB,2016,2016.0,6.7,4.9,1.2,1,12.8,4.266666666666667,1.1636363636363638,14.285714285714285,7.142857142857142,7.142857142857142,-5.5,-3.7,True,False,False,False,steady
00-0032897,Derek Watt,RB,2016,2016.0,12.7,7.9,2.3,1,22.900000000000002,7.633333333333334,1.4312500000000001,21.428571428571427,21.428571428571427,14.285714285714285,-10.399999999999999,-5.6000000000000005,True,False,False,False,steady
00-0032795,Cody Core,WR,2016,2016.0,37.0,0.0,37.0,1,74.0,24.666666666666668,4.111111111111111,50.0,6.25,31.25,0.0,37.0,False,False,False,False,steady
00-0032434,Brandon Allen,QB,2016,2019.0,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033114,Mike Thomas,WR,2016,2016.0,6.7,14.3,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032436,Jeff Driskel,QB,2016,2018.0,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032440,Kelvin Taylor,RB,2016,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032441,Aaron Burbridge,WR,2016,2016.0,15.8,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033049,Darius Jackson,RB,2016,2018.0,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033054,Rico Gathers,TE,2016,2018.0,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032446,Brandon Doughty,QB,2016,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032447,Devin Lucien,WR,2016,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032365,Demarcus Ayers,WR,2016,2016.0,16.099999999999998,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032801,Daniel Braverman,WR,2016,2016.0,0.0,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033061,Thomas Duarte,TE,2016,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032450,Dwayne Washington,RB,2016,2016.0,48.7,7.800000000000001,15.400000000000002,1,71.9,23.96666666666667,3.595,42.857142857142854,14.285714285714285,42.857142857142854,-33.3,7.600000000000001,False,False,False,False,steady
00-0032804,Daniel Lasco,RB,2016,2016.0,6.3,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032451,Devin Fuller,WR,2016,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032959,Charone Peake,WR,2016,2016.0,37.6,1.3,4.5,1,43.4,14.466666666666667,2.893333333333333,56.25,12.5,12.5,-33.1,3.2,False,False,False,False,early_peak
00-0032806,Keith Marshall,RB,2016,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032453,Kenny Lawler,WR,2016,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032808,Zac Brooks,RB,2016,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0032900,Beau Sandland,TE,2016,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033869,Mitchell Trubisky,QB,2017,2017.0,134.52,263.02,202.82,1,600.3599999999999,200.11999999999998,14.64292682926829,66.66666666666666,33.33333333333333,33.33333333333333,68.29999999999998,-60.19999999999999,False,False,False,False,early_peak
00-0033856,Leonard Fournette,RB,2017,2017.0,230.2,120.4,259.4,1,610.0,203.33333333333334,16.944444444444443,87.5,37.5,81.25,29.19999999999999,138.99999999999997,False,True,False,False,steady
00-0033871,Corey Davis,WR,2017,2017.0,71.5,183.6,115.1,1,370.2,123.39999999999999,8.814285714285713,70.58823529411765,82.35294117647058,58.82352941176471,43.599999999999994,-68.5,False,False,False,False,steady
00-0033536,Mike Williams,WR,2017,2017.0,20.500000000000004,180.2,161.3,1,362.0,120.66666666666667,9.05,35.294117647058826,70.58823529411765,76.47058823529412,140.8,-18.899999999999977,False,True,False,False,steady
00-0033280,Christian McCaffrey,RB,2017,2017.0,228.6,385.5,471.2,1,1085.3,361.76666666666665,22.610416666666666,81.25,100.0,100.0,242.6,85.69999999999999,False,True,False,False,steady
00-0033460,John Ross,WR,2017,2017.0,-0.8,84.89999999999999,95.0,1,179.1,59.699999999999996,7.4624999999999995,5.88235294117647,35.294117647058826,47.05882352941176,95.8,10.100000000000009,True,False,False,False,steady
00-0033873,Patrick Mahomes,QB,2017,2017.0,10.36,417.08000000000004,287.04,1,714.48,238.16,23.04774193548387,33.33333333333333,100.0,66.66666666666666,276.68,-130.04000000000002,False,False,False,False,steady
00-0033537,Deshaun Watson,QB,2017,2017.0,168.86,331.7,320.98,1,821.54,273.84666666666664,21.619473684210526,100.0,66.66666666666666,100.0,152.12,-10.71999999999997,False,True,False,False,steady
00-0033879,O.J. Howard,TE,2017,2017.0,101.2,120.5,83.89999999999999,1,305.59999999999997,101.86666666666666,8.731428571428571,77.77777777777779,66.66666666666666,55.55555555555556,-17.30000000000001,-36.60000000000001,False,False,False,False,early_peak
00-0033881,Evan Engram,TE,2017,2017.0,173.6,126.3,109.4,1,409.29999999999995,136.4333333333333,12.038235294117646,100.0,77.77777777777779,88.88888888888889,-64.19999999999999,-16.89999999999999,False,True,False,False,steady
00-0033885,David Njoku,TE,2017,2017.0,94.7,143.9,15.1,1,253.70000000000002,84.56666666666668,7.461764705882353,66.66666666666666,88.88888888888889,22.22222222222222,-79.60000000000001,-128.8,False,False,False,False,early_peak
00-0033891,Zay Jones,WR,2017,2017.0,70.60000000000001,165.2,48.9,1,284.7,94.89999999999999,6.470454545454545,64.70588235294117,64.70588235294117,23.52941176470588,-21.70000000000001,-116.29999999999998,False,False,False,False,early_peak
00-0033282,Curtis Samuel,WR,2017,2017.0,32.9,138.8,171.7,1,343.4,114.46666666666665,9.538888888888888,47.05882352941176,58.82352941176471,82.35294117647058,138.79999999999998,32.89999999999998,False,True,False,False,steady
00-0033893,Dalvin Cook,RB,2017,2017.0,65.4,152.0,292.4,1,509.79999999999995,169.9333333333333,17.579310344827583,31.25,43.75,87.5,226.99999999999997,140.39999999999998,True,True,True,True,late_bloomer_y3
00-0033895,Gerald Everett,TE,2017,2017.0,51.7,86.6,89.8,1,228.10000000000002,76.03333333333335,5.702500000000001,55.55555555555556,55.55555555555556,66.66666666666666,38.099999999999994,3.200000000000003,False,False,False,False,steady
00-0033896,Adam Shaheen,TE,2017,2017.0,42.7,17.8,18.4,1,78.9,26.3,4.641176470588236,33.33333333333333,33.33333333333333,33.33333333333333,-24.300000000000004,0.5999999999999979,False,False,False,False,steady
00-0033897,Joe Mixon,RB,2017,2017.0,141.3,243.4,225.4,1,610.1,203.36666666666667,13.865909090909092,62.5,81.25,62.5,84.1,-18.0,False,False,False,False,steady
00-0033899,DeShone Kizer,QB,2017,2017.0,175.66,5.38,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033857,JuJu Smith-Schuster,WR,2017,2017.0,197.7,296.9,113.2,1,607.8,202.6,14.824390243902437,100.0,100.0,52.94117647058824,-84.49999999999999,-183.7,False,False,False,False,early_peak
00-0033906,Alvin Kamara,RB,2017,2017.0,320.4,354.2,248.52,1,923.1199999999999,307.70666666666665,20.513777777777776,100.0,93.75,75.0,-71.87999999999997,-105.67999999999998,False,True,False,False,early_peak
00-0033908,Cooper Kupp,WR,2017,2017.0,176.9,135.1,270.5,1,582.5,194.16666666666666,14.935897435897436,94.11764705882352,52.94117647058824,94.11764705882352,93.6,135.4,False,True,False,False,steady
00-0033911,Taywan Taylor,WR,2017,2017.0,49.4,87.6,0.0,1,137.0,45.666666666666664,4.566666666666666,52.94117647058824,41.17647058823529,8.823529411764707,-49.4,-87.6,False,False,False,False,early_peak
00-0033916,ArDarius Stewart,WR,2017,2017.0,16.9,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033919,Carlos Henderson,WR,2017,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033921,Chris Godwin,WR,2017,2017.0,92.5,185.2,276.1,1,553.8,184.6,12.306666666666665,76.47058823529412,88.23529411764706,100.0,183.60000000000002,90.90000000000003,False,True,False,False,steady
00-0033923,Kareem Hunt,RB,2017,2017.0,295.2,230.2,101.4,1,626.8,208.9333333333333,17.908571428571427,93.75,68.75,31.25,-193.79999999999998,-128.79999999999998,False,False,False,False,early_peak
00-0033550,Davis Webb,QB,2017,2021.0,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033925,D'Onta Foreman,RB,2017,2017.0,57.0,10.7,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033932,Kenny Golladay,WR,2017,2017.0,94.6,207.1,248.0,1,549.7,183.23333333333335,13.088095238095239,82.35294117647058,94.11764705882352,88.23529411764706,153.4,40.900000000000006,False,True,False,False,steady
00-0033933,Chad Williams,WR,2017,2017.0,9.4,41.0,0.0,1,50.4,16.8,3.15,23.52941176470588,5.88235294117647,8.823529411764707,-9.4,-41.0,True,False,False,False,steady
00-0033858,Jonnu Smith,TE,2017,2017.0,45.7,63.800000000000004,104.7,1,214.2,71.39999999999999,5.492307692307692,44.44444444444444,44.44444444444444,77.77777777777779,59.0,40.9,False,True,False,True,late_bloomer_y3
00-0033936,C.J. Beathard,QB,2017,2017.0,88.8,74.98,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033553,James Conner,RB,2017,2017.0,14.4,280.0,145.5,1,439.9,146.63333333333333,12.568571428571428,12.5,87.5,37.5,131.1,-134.5,True,False,False,False,steady
00-0033937,Amara Darboh,WR,2017,2017.0,15.1,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033839,Dede Westbrook,WR,2017,2017.0,66.9,181.5,156.7,1,405.1,135.03333333333333,10.660526315789474,58.82352941176471,76.47058823529412,70.58823529411765,89.79999999999998,-24.80000000000001,False,True,False,False,steady
00-0033526,Samaje Perine,RB,2017,2017.0,108.5,6.7,1.6,1,116.8,38.93333333333333,6.488888888888889,56.25,6.25,6.25,-106.9,-5.1,False,False,False,False,early_peak
00-0033943,Josh Reynolds,WR,2017,2017.0,27.4,100.0,61.9,1,189.3,63.1,5.408571428571429,41.17647058823529,47.05882352941176,35.294117647058826,34.5,-38.1,False,False,False,False,steady
00-0033555,Mack Hollins,WR,2017,2017.0,44.6,,22.5,0,,,,,,,-22.1,,False,False,False,False,limited_sample
00-0033556,Tarik Cohen,RB,2017,2017.0,152.14,233.94,163.9,1,549.98,183.32666666666668,11.457916666666668,75.0,75.0,50.0,11.76000000000002,-70.03999999999999,False,False,False,False,early_peak
00-0033286,Joe Williams,RB,2017,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033559,Michael Roberts,TE,2017,2017.0,8.6,37.0,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033859,Josh Malone,WR,2017,2017.0,18.5,2.2,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033561,Donnel Pumphrey,RB,2017,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033562,Ryan Switzer,WR,2017,2017.0,16.6,69.4,10.700000000000001,1,96.7,32.233333333333334,3.7192307692307693,29.411764705882355,29.411764705882355,17.647058823529413,-5.9,-58.7,True,False,False,False,steady
00-0033948,Jamaal Williams,RB,2017,2017.0,142.8,114.4,146.3,1,403.50000000000006,134.50000000000003,9.170454545454547,68.75,31.25,43.75,3.5,31.900000000000006,False,False,False,False,early_peak
00-0033949,Joshua Dobbs,QB,2017,2018.0,0.8200000000000001,,2.08,0,,,,,,,1.26,,False,False,False,False,limited_sample
00-0033464,Jehu Chesson,WR,2017,2017.0,3.8,1.2999999999999998,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033950,Wayne Gallman,RB,2017,2017.0,104.9,44.5,48.199999999999996,1,197.6,65.86666666666666,5.645714285714286,50.0,25.0,18.75,-56.70000000000001,3.6999999999999957,False,False,False,False,early_peak
00-0033840,Chad Hansen,WR,2017,2017.0,18.4,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033951,Marlon Mack,RB,2017,2017.0,103.30000000000001,178.1,181.3,1,462.7,154.23333333333332,11.567499999999999,43.75,56.25,56.25,78.0,3.200000000000017,False,False,False,False,steady
00-0033564,Jake Butt,TE,2017,2018.0,16.5,,2.5,0,,,,,,,-14.0,,False,False,False,False,limited_sample
00-0033288,George Kittle,TE,2017,2017.0,106.5,258.7,222.5,1,587.7,195.9,13.06,88.88888888888889,100.0,100.0,116.0,-36.19999999999999,False,True,False,False,steady
00-0033953,Jordan Leggett,TE,2017,2018.0,31.400000000000002,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033528,Jeremy Sprinkle,TE,2017,2017.0,9.3,15.100000000000001,56.1,1,80.5,26.833333333333332,3.5,11.11111111111111,22.22222222222222,44.44444444444444,46.8,41.0,True,False,False,False,steady
00-0033567,Brian Hill,RB,2017,2017.0,9.3,15.6,67.2,1,92.1,30.7,5.417647058823529,6.25,18.75,25.0,57.900000000000006,51.6,True,False,False,False,steady
00-0033955,Jeremy McNichols,RB,2017,2018.0,0.4,,43.9,0,,,,,,,43.5,,False,False,False,False,limited_sample
00-0033573,Shelton Gibson,WR,2017,2017.0,3.1,5.8,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033957,Rodney Adams,WR,2017,2021.0,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033958,Nathan Peterman,QB,2017,2017.0,9.540000000000001,12.840000000000002,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033466,Isaiah McKenzie,WR,2017,2017.0,7.3,54.5,63.3,1,125.1,41.699999999999996,5.004,17.647058823529413,17.647058823529413,41.17647058823529,56.0,8.799999999999997,True,False,False,False,steady
00-0033576,Eric Saubert,TE,2017,2018.0,9.8,4.1,4.6,1,18.5,6.166666666666667,1.6818181818181819,22.22222222222222,11.11111111111111,11.11111111111111,-5.200000000000001,0.5,True,False,False,False,steady
00-0033291,DeAngelo Yancey,WR,2017,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033292,Trent Taylor,WR,2017,2017.0,98.0,55.5,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033789,T.J. Logan,RB,2017,2018.0,10.9,4.3,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033293,Aaron Jones,RB,2017,2017.0,80.0,171.4,314.8,1,566.2,188.73333333333335,14.9,37.5,50.0,93.75,234.8,143.4,False,True,False,False,steady
00-0033295,Elijah McGuire,RB,2017,2017.0,76.2,85.9,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033296,Alex Armah,RB,2017,2018.0,15.0,9.7,7.7,1,32.4,10.799999999999999,1.2461538461538462,18.75,12.5,12.5,-7.3,-1.9999999999999991,True,False,False,False,steady
00-0033966,Bucky Hodges,TE,2017,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033581,De'Angelo Henderson,RB,2017,2017.0,12.9,-0.0999999999999999,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033967,Sam Rogers,RB,2017,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033791,Brandon Wilson,RB,2017,2019.0,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033530,Robert Davis,WR,2017,2019.0,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033585,Brad Kaaya,QB,2017,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033968,Stacy Coley,WR,2017,2017.0,0.0,0.0,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033589,David Moore,WR,2017,2018.0,101.0,59.6,118.8,1,279.4,93.13333333333333,6.4976744186046504,88.23529411764706,23.52941176470588,64.70588235294117,17.799999999999997,59.199999999999996,False,False,False,False,early_peak
00-0033471,Isaiah Ford,WR,2017,2018.0,0.0,48.5,55.6,1,104.1,34.699999999999996,5.783333333333333,11.76470588235294,11.76470588235294,29.411764705882355,55.6,7.100000000000001,True,False,False,False,steady
00-0033304,Devante Mays,RB,2017,2017.0,1.1,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033591,Noah Brown,WR,2017,2017.0,7.3,10.4,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033796,Marquez Williams,RB,2017,2017.0,0.0,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033797,Khalfani Muhammad,RB,2017,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033975,Elijah Hood,RB,2017,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033305,Malachi Dupre,WR,2017,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033594,Chris Carson,RB,2017,2017.0,39.7,201.4,232.6,1,473.70000000000005,157.9,14.354545454545455,25.0,62.5,68.75,192.89999999999998,31.19999999999999,True,True,True,False,late_bloomer_y3
00-0033798,Mason Schreck,TE,2017,2020.0,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033596,Matthew Dayes,RB,2017,2017.0,8.200000000000001,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0033597,Chad Kelly,QB,2017,2018.0,-0.1,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0034855,Baker Mayfield,QB,2018,2018.0,240.1,235.42000000000002,248.62,1,724.14,241.38,15.742173913043478,100.0,60.0,60.0,8.52000000000001,13.199999999999989,False,False,False,False,early_peak
00-0034844,Saquon Barkley,RB,2018,2018.0,385.8,244.1,15.399999999999999,1,645.3,215.1,20.816129032258065,100.0,92.85714285714286,14.285714285714285,-370.40000000000003,-228.7,False,False,False,False,early_peak
00-0034869,Sam Darnold,QB,2018,2018.0,168.1,189.16,134.02,1,491.28,163.76,12.928421052631577,60.0,40.0,40.0,-34.079999999999984,-55.139999999999986,False,False,False,False,steady
00-0034857,Josh Allen,QB,2018,2018.0,206.86,288.56,396.06,1,891.48,297.16,20.26090909090909,80.0,80.0,100.0,189.2,107.5,False,True,False,False,steady
00-0034343,Josh Rosen,QB,2018,2018.0,112.92,17.98,,0,,,,,,,,,False,False,False,False,limited_sample
00-0034827,D.J. Moore,WR,2018,2018.0,159.0,230.5,211.5,1,601.0,200.33333333333334,13.065217391304348,95.45454545454545,100.0,95.45454545454545,52.5,-19.0,False,True,False,False,steady
00-0034830,Hayden Hurst,TE,2018,2018.0,35.3,76.9,149.1,1,261.3,87.10000000000001,6.373170731707317,30.76923076923077,61.53846153846154,84.61538461538461,113.8,72.19999999999999,True,True,True,False,late_bloomer_y3
00-0034837,Calvin Ridley,WR,2018,2018.0,206.8,197.0,281.5,1,685.3,228.4333333333333,15.575,100.0,81.81818181818183,100.0,74.69999999999999,84.5,False,True,False,False,steady
00-0034750,Rashaad Penny,RB,2018,2018.0,70.4,75.3,3.4,1,149.1,49.699999999999996,6.2124999999999995,42.857142857142854,35.714285714285715,7.142857142857142,-67.0,-71.89999999999999,False,False,False,False,early_peak
00-0034845,Sony Michel,RB,2018,2018.0,139.1,152.6,75.30000000000001,1,367.0,122.33333333333333,9.91891891891892,71.42857142857143,78.57142857142857,57.14285714285714,-63.79999999999998,-77.29999999999998,False,False,False,False,steady
00-0034796,Lamar Jackson,QB,2018,2018.0,157.54,415.68,332.78,1,906.0,302.0,19.695652173913043,40.0,100.0,80.0,175.23999999999998,-82.90000000000003,False,True,False,False,steady
00-0034791,Nick Chubb,RB,2018,2018.0,194.5,257.1,207.70000000000002,1,659.3000000000001,219.76666666666668,14.984090909090911,92.85714285714286,100.0,100.0,13.200000000000017,-49.400000000000006,False,True,False,False,steady
00-0034816,Ronald Jones II,RB,2018,2018.0,20.7,166.3,186.3,1,373.3,124.43333333333334,10.369444444444445,7.142857142857142,85.71428571428571,85.71428571428571,165.60000000000002,20.0,True,True,True,False,late_bloomer_y3
00-0034348,Courtland Sutton,WR,2018,2018.0,136.3,222.42,9.6,1,368.32000000000005,122.77333333333335,11.161212121212122,90.9090909090909,90.9090909090909,9.090909090909092,-126.70000000000002,-212.82,False,False,False,False,early_peak
00-0034829,Mike Gesicki,TE,2018,2018.0,40.2,136.0,159.3,1,335.5,111.83333333333333,7.625,53.84615384615385,84.61538461538461,92.3076923076923,119.10000000000001,23.30000000000001,False,True,False,False,steady
00-0034349,Kerryon Johnson,RB,2018,2018.0,139.4,85.0,71.8,1,296.2,98.73333333333333,9.25625,78.57142857142857,50.0,50.0,-67.60000000000001,-13.200000000000003,False,False,False,False,early_peak
00-0034860,Dante Pettis,WR,2018,2018.0,103.5,34.54,17.6,1,155.64,51.879999999999995,7.411428571428571,68.18181818181817,13.636363636363635,27.27272727272727,-85.9,-16.939999999999998,False,False,False,False,early_peak
00-0034775,Christian Kirk,WR,2018,2018.0,123.5,167.1,146.4,1,437.0,145.66666666666666,11.205128205128204,81.81818181818183,77.27272727272727,72.72727272727273,22.900000000000006,-20.69999999999999,False,True,False,False,steady
00-0034351,Dallas Goedert,TE,2018,2018.0,90.4,144.7,116.4,1,351.5,117.16666666666667,8.7875,84.61538461538461,92.3076923076923,69.23076923076923,26.0,-28.299999999999983,False,True,False,False,steady
