season,team_id,as_of_week,end_week,n_weeks,player_name,overall_pick,pick_label,kind,label
2022,2,10,14,5,Drake London,72.0,8.02,out_3plus,Drake London out 5 weeks (W10-W14) (8.02)
2022,2,12,14,3,Zach Ertz,91.0,10.01,out_for_season,Zach Ertz out for season (10.01)
2022,3,2,6,5,Dak Prescott,121.0,13.01,out_3plus,Dak Prescott out 5 weeks (W2-W6) (13.01)
2022,3,5,8,4,Cordarrelle Patterson,80.0,8.10,out_3plus,Cordarrelle Patterson out 4 weeks (W5-W8) (8.10)
2022,3,8,11,4,Cam Akers,21.0,3.01,out_3plus,Cam Akers out 4 weeks (W8-W11) (3.01)
2022,3,9,14,6,Damien Harris,78.0,8.08,out_3plus,Damien Harris out 6 weeks (W9-W14) (8.08)
2022,3,11,14,4,Dallas Goedert,60.0,6.10,out_3plus,Dallas Goedert out 4 weeks (W11-W14) (6.10)
2022,3,11,14,4,Derek Carr,140.0,14.10,out_3plus,Derek Carr out 4 weeks (W11-W14) (14.10)
2022,3,14,14,1,James Robinson,100.0,10.10,out_for_season,James Robinson out for season (10.10)
2022,3,14,14,1,Darrell Henderson Jr.,128.0,13.08,out_for_season,Darrell Henderson Jr. out for season (13.08)
2022,4,9,14,6,Irv Smith Jr.,148.0,15.08,out_3plus,Irv Smith Jr. out 6 weeks (W9-W14) (15.08)
2022,4,10,14,5,Nyheim Hines,132.0,14.02,out_3plus,Nyheim Hines out 5 weeks (W10-W14) (14.02)
2022,4,11,13,3,Kareem Hunt,73.0,8.03,out_3plus,Kareem Hunt out 3 weeks (W11-W13) (8.03)
2022,4,12,14,3,Elijah Mitchell,51.0,6.01,out_3plus,Elijah Mitchell out 3 weeks (W12-W14) (6.01)
2022,5,2,4,3,Irv Smith Jr.,148.0,15.08,out_3plus,Irv Smith Jr. out 3 weeks (W2-W4) (15.08)
2022,5,4,14,11,Michael Thomas,68.0,7.08,out_3plus,Michael Thomas out 11 weeks (W4-W14) (7.08)
2022,5,7,13,7,J.K. Dobbins,48.0,5.08,out_3plus,J.K. Dobbins out 7 weeks (W7-W13) (5.08)
2022,5,8,10,3,Ezekiel Elliott,33.0,4.03,out_3plus,Ezekiel Elliott out 3 weeks (W8-W10) (4.03)
2022,5,9,11,3,Latavius Murray,,,out_3plus,Latavius Murray out 3 weeks (W9-W11)
2022,5,10,14,5,Aaron Rodgers,112.0,12.02,out_3plus,Aaron Rodgers out 5 weeks (W10-W14) (12.02)
2022,5,11,14,4,Tom Brady,108.0,11.08,out_3plus,Tom Brady out 4 weeks (W11-W14) (11.08)
2022,5,12,14,3,Kadarius Toney,90.0,9.10,out_3plus,Kadarius Toney out 3 weeks (W12-W14) (9.10)
2022,6,8,14,7,Michael Gallup,124.0,13.04,out_3plus,Michael Gallup out 7 weeks (W8-W14) (13.04)
2022,6,11,14,4,Cooper Kupp,4.0,1.04,out_3plus,Cooper Kupp out 4 weeks (W11-W14) (1.04)
2022,6,12,14,3,Kyle Pitts,32.0,4.02,out_for_season,Kyle Pitts out for season (4.02)
2022,6,12,14,3,Allen Robinson II,63.0,7.03,out_3plus,Allen Robinson II out 3 weeks (W12-W14) (7.03)
2022,7,12,14,3,Clyde Edwards-Helaire,67.0,7.07,out_3plus,Clyde Edwards-Helaire out 3 weeks (W12-W14) (7.07)
2022,8,4,10,7,Allen Robinson II,63.0,7.03,out_3plus,Allen Robinson II out 7 weeks (W4-W10) (7.03)
2022,8,5,14,10,Javonte Williams,18.0,2.08,out_for_season,Javonte Williams out for season (2.08)
2022,8,6,8,3,Nyheim Hines,132.0,14.02,out_3plus,Nyheim Hines out 3 weeks (W6-W8) (14.02)
2022,8,6,8,3,Joshua Palmer,158.0,16.08,out_3plus,Joshua Palmer out 3 weeks (W6-W8) (16.08)
2022,8,7,11,5,Marquise Brown,43.0,5.03,out_3plus,Marquise Brown out 5 weeks (W7-W11) (5.03)
2022,8,8,14,7,J.D. McKissic,118.0,12.08,out_3plus,J.D. McKissic out 7 weeks (W8-W14) (12.08)
2022,8,9,14,6,Mike Gesicki,120.0,12.10,out_3plus,Mike Gesicki out 6 weeks (W9-W14) (12.10)
2022,8,11,14,4,Eno Benjamin,,,out_for_season,Eno Benjamin out for season
2022,9,2,6,5,Keenan Allen,30.0,3.10,out_3plus,Keenan Allen out 5 weeks (W2-W6) (3.10)
2022,9,2,10,9,Elijah Mitchell,51.0,6.01,out_3plus,Elijah Mitchell out 9 weeks (W2-W10) (6.01)
2022,9,7,14,8,Russell Wilson,110.0,11.10,out_for_season,Russell Wilson out for season (11.10)
2023,1,12,14,3,Joe Burrow,48.0,5.08,out_for_season,Joe Burrow out for season (5.08)
2023,2,4,14,11,Mike Williams,64.0,7.04,out_3plus,Mike Williams out 11 weeks (W4-W14) (7.04)
2023,3,4,14,11,Deshaun Watson,76.0,8.06,out_3plus,Deshaun Watson out 11 weeks (W4-W14) (8.06)
2023,3,6,9,4,James Conner,45.0,5.05,out_3plus,James Conner out 4 weeks (W6-W9) (5.05)
2023,3,9,12,4,Darren Waller,56.0,6.06,out_3plus,Darren Waller out 4 weeks (W9-W12) (6.06)
2023,3,10,12,3,Tee Higgins,25.0,3.05,out_3plus,Tee Higgins out 3 weeks (W10-W12) (3.05)
2023,3,10,14,5,K.J. Osborn,137.0,14.07,out_3plus,K.J. Osborn out 5 weeks (W10-W14) (14.07)
2023,4,12,14,3,Michael Thomas,79.0,8.09,out_3plus,Michael Thomas out 3 weeks (W12-W14) (8.09)
2023,4,14,14,1,Christian Kirk,51.0,6.01,out_for_season,Christian Kirk out for season (6.01)
