gsis_id,player_name,position,draft_year,score_draft_capital,score_draft_capital_coverage,score_pre_draft_fantasy,score_pre_draft_fantasy_coverage,score_recruiting,score_recruiting_coverage,score_timing,score_timing_coverage,score_cfb_receiving,score_cfb_receiving_coverage,score_cfb_rushing,score_cfb_rushing_coverage,score_cfb_passing,score_cfb_passing_coverage,score_combine_speed,score_combine_speed_coverage,score_combine_explosion,score_combine_explosion_coverage,score_combine_size,score_combine_size_coverage,score_team_context,score_team_context_coverage,draft_overall,dynasty_ppr_y1_y3_total,first_stat_season,dynasty_seasons_complete,ppr_y1,ppr_y2,ppr_y3,ff_adp,ff_adp_rank,predicted_dynasty_ppr_y1_y3_total,predictive_q25,predictive_q75,ppr_low,ppr_high,success_score_dynasty_0_100,predicted_ppr_y1,predictive_q25_ppr_y1,predictive_q75_ppr_y1,ppr_low_ppr_y1,ppr_high_ppr_y1,success_score_ppr_y1,predicted_ppr_y2,predictive_q25_ppr_y2,predictive_q75_ppr_y2,ppr_low_ppr_y2,ppr_high_ppr_y2,success_score_ppr_y2,predicted_ppr_y3,predictive_q25_ppr_y3,predictive_q75_ppr_y3,ppr_low_ppr_y3,ppr_high_ppr_y3,success_score_ppr_y3
00-0030388,Joseph Randle,RB,2013,-0.6688021193108198,1.0,-0.07856288916598303,1.0,0.40423340504633953,1.0,-0.4050495597082881,1.0,-0.13142966803106715,1.0,0.40623777151156204,1.0,0.11686695969499448,1.0,-0.9053050255432463,0.3333333333333333,0.31254512361172376,1.0,-0.22762731879829678,1.0,-0.2637894366254743,0.2222222222222222,151,,,0,,,,188.5,177.0,233.75641632657621,233.75641632657621,294.1257290547975,74.62242637601804,544.1064353155741,37.89473684210527,54.565927552644126,54.565927552644126,103.54790338599986,21.088359990492552,162.99510793217706,47.13375796178344,61.09995136366188,52.78247146806472,155.5407177625077,-17.952040688809397,198.96632644173948,41.5929203539823,83.25240058680863,83.25240058680863,86.53785416427452,24.173586185405505,141.07572834311628,46.601941747572816
00-0030414,Spencer Ware,RB,2013,-1.3514749472430285,1.0,,0.0,0.6020197916756611,1.0,-0.4050495597082881,1.0,-0.1803351451351442,1.0,-1.4012493148331286,1.0,-0.9968510688197354,1.0,-0.7974672210300092,0.3333333333333333,,0.0,0.3753060163795895,1.0,0.931566259811593,0.2222222222222222,194,,2013.0,0,1.0,,82.8,,,111.1672965167408,74.97898382185492,147.65774387109815,-102.17595738942006,632.4784782580499,21.052631578947366,4.648579397043084,1.2601480482349738,30.023541376658443,1.0450272529949534,79.42328962311379,10.828025477707007,22.145916255804657,16.709108057963775,79.90232270319503,-11.2714232149881,144.99011219000892,27.43362831858407,41.2481319114704,33.354002535941746,87.85395471234547,24.49267371402845,171.4267468479087,30.097087378640776
00-0030415,Jawan Jamison,RB,2013,-1.8912627646777982,1.0,,0.0,-0.6752855275923951,1.0,-0.4050495597082881,1.0,0.5160178530611431,1.0,-0.6484142449344452,1.0,0.4579940201824512,1.0,-1.4444940481094413,0.3333333333333333,-1.9219133952735916,1.0,-1.369971544645702,1.0,0.5763838013492038,0.2222222222222222,228,,,0,,,,,,98.3458501925014,80.409796371642,175.3078176451426,-107.74745907457893,436.71441670611114,21.052631578947366,14.57963527367873,6.418297729223803,49.73294353632428,4.982196656565034,93.43933310082795,21.656050955414013,42.7518790856808,14.627627682759725,69.78297307063733,-10.448872541812442,103.85787512755002,35.39823008849557,42.33092193912926,39.03226563835117,63.825954186344156,14.910372331743638,140.70643699113742,30.097087378640776
00-0030047,Marquess Wilson,WR,2013,-2.081001271399472,1.0,,0.0,,0.0,0.33294654762791,1.0,-0.6908739524507259,1.0,,0.0,,0.0,0.3331105637643312,1.0,-0.3588085570608662,1.0,0.07183984314115006,1.0,0.5619806876193779,0.4444444444444444,236,120.7,2013.0,1,3.3,37.0,80.4,,,151.1518457340832,123.74213965013888,280.79479401492574,1.4310155192144407,499.028471195139,29.6875,12.38957486987879,3.248449451550327,23.93557090935637,-12.800350696112794,64.9649005974232,22.831050228310502,37.01453585389734,36.933372475959075,37.17243091015419,0.9725135864171861,93.01368784585966,24.68354430379747,83.12348830602943,79.2973527583891,92.31400110291673,12.339911018232968,218.2693117596875,45.98540145985402
00-0031407,Blake Bortles,QB,2014,0.6155344481949256,1.0,,0.0,-0.9194857609852504,1.0,-0.14901194183427272,1.0,,0.0,0.011844052447449004,1.0,-0.24982557730865418,1.0,-0.10207028122971364,1.0,0.26705487314186777,1.0,0.9795915843439712,1.0,-0.4055006912271302,1.0,3,755.44,2014.0,1,168.22,316.12,271.1,,,638.3460352657345,638.3460352657345,685.0017606421774,456.81338311330927,979.9533301759532,46.15384615384615,75.48237536018252,60.42670761882686,118.38302461283445,-123.08261763944174,312.6341569626303,52.17391304347826,208.99089603169946,193.1549077501505,208.99089603169946,101.02655129732966,418.05894521359727,57.77777777777777,199.71814882242546,82.38,286.47,-50.124,378.03999999999996,40.74074074074074
00-0031325,Sammy Watkins,WR,2014,1.2534515293062272,1.0,1.0748165597813601,1.0,1.3824998956652839,1.0,0.49255329056971386,1.0,1.0846847329865563,1.0,-0.4354447099817102,1.0,-0.6321993808921709,1.0,-0.1839790582324604,1.0,-0.04949309100777435,1.0,0.404131420584462,1.0,-0.2130678760751477,1.0,4,499.8,2014.0,1,198.0,218.8,83.0,110.0,110.0,608.4582296396101,452.9455670865966,608.4582296396101,137.05620439735526,764.9950744253982,86.71875,186.16050986298825,132.1175275253911,202.78590937878067,73.71889740307036,277.8353602534308,87.67123287671232,220.73466515293902,218.80919231001525,220.73466515293902,91.21338356088185,244.3933268203865,86.70886075949366,202.6598348486142,109.13527708701636,232.71836617222567,41.21435565024847,281.02065559902684,81.02189781021897
00-0031408,Mike Evans,WR,2014,1.2103336051591707,1.0,1.1329367295920907,1.0,-0.9112560777856306,1.0,0.49255329056971386,1.0,0.5974716223834614,1.0,,0.0,,0.0,-0.5673477747280554,1.0,0.20037690209007605,0.5,1.9999028236007037,1.0,-0.3597421157532461,0.4444444444444444,7,759.8000000000001,2014.0,1,245.1,210.60000000000002,304.1,102.0,102.0,609.5615294727007,327.4365636759495,662.3835965719265,97.37245867492108,879.1868410739339,87.5,185.6657077922438,120.73606397344241,216.7865931132419,69.02489918406789,262.5706826200665,87.67123287671232,210.65431262904025,161.8819224896284,229.2813761807018,45.593997423381516,264.9990004078025,84.17721518987342,189.8012003095074,70.19787422535974,255.20707187551963,18.767332088350727,340.19724339416985,78.1021897810219
00-0031387,Eric Ebron,TE,2014,1.6781971523629045,1.0,,0.0,0.6383008954244914,1.0,0.8055470022270941,1.0,1.168918848801195,1.0,-0.3433732299162533,1.0,,0.0,0.9534643351033825,0.3333333333333333,-0.050960037413610056,1.0,-0.36725706866775737,1.0,-0.1342449108056981,0.4444444444444444,10,330.7,2014.0,1,55.8,130.7,144.2,,,272.3368481308139,191.4832636123555,302.514315681872,35.94956663064997,469.9562408716586,76.78571428571429,61.29066239204773,55.99465596724043,105.12917853207202,33.29790589320868,137.13611821528744,69.14893617021278,97.2440125948004,61.43751406328936,100.12703464081994,53.02536153584502,125.40034212585734,74.28571428571429,121.49942722408105,42.60871878914769,121.49942722408105,18.250128858443734,168.3828309747368,79.36507936507937
00-0031235,Odell Beckham Jr.,WR,2014,1.1384703982474098,1.0,,0.0,0.48199192087072923,1.0,-0.20807213773918407,1.0,-0.06423887960720048,1.0,-0.2498422446324039,1.0,-0.6321993808921709,1.0,1.446574433736621,1.0,0.14811981498790913,1.0,-0.5193295341404848,1.0,-0.5704244917210848,1.0,12,912.9,2014.0,1,297.0,319.3,296.6,,,410.9935541871642,159.1101125994139,491.7895882547724,26.50370396694676,855.0409695858632,67.96875,109.34366150477683,75.08079499221407,171.88988088523456,20.272045948420196,240.39187999042736,72.6027397260274,110.1241604630785,62.603038882632504,179.53615995951182,1.2595946300825958,314.38263244425355,58.22784810126582,170.79904754118738,89.0571705016135,277.1392916126301,-13.077561434076745,331.80413502177475,71.53284671532847
00-0031236,Brandin Cooks,WR,2014,1.0234892671885927,1.0,1.321827281476965,1.0,0.32253377903790015,1.0,0.49255329056971386,1.0,1.9937550446534944,1.0,1.4830071430169764,1.0,,0.0,1.7024730988196877,1.0,-0.3550511738221697,1.0,-1.0857060558503129,1.0,-0.6870055103354489,1.0,20,639.2,2014.0,1,139.3,253.6,246.3,76.0,76.0,484.4568552514247,403.8937799475341,572.996574970762,126.21708827764378,758.2417593853759,73.4375,152.48591184202405,126.80690012114415,183.3644288998291,68.97780482545407,251.1441473063657,83.56164383561644,211.61200923902697,180.65749352640046,235.53599098108023,73.26868073177204,278.8536246900636,84.17721518987342,159.76764392196733,105.4313162780633,242.74367336646426,-6.445113684741138,297.32528078772657,68.61313868613139
00-0031409,Johnny Manziel,QB,2014,0.3185871655696393,1.0,,0.0,0.3397725177273038,1.0,0.008048863664231935,1.0,,0.0,0.9547928363121224,1.0,0.44159472292325713,1.0,1.6856098041620333,1.0,-0.0561165293563183,1.0,-1.9492270560064135,1.0,-0.12805079809489245,0.6666666666666666,22,,,0,,,,,,440.4683268997147,398.4321360707929,778.7370269723409,52.36086008996159,1071.056856227407,26.923076923076923,73.74045353158694,72.00692946307738,152.41069967679252,-108.17774606128242,328.05388973164196,52.17391304347826,251.9353105776027,238.82836312687647,256.18083242577706,139.00285585387383,401.3680283204792,62.22222222222222,286.47,82.38,286.47,-50.124,378.03999999999996,70.37037037037037
00-0031359,Kelvin Benjamin,WR,2014,0.9085081361297754,1.0,1.2419120479872103,1.0,0.4985123589885449,1.0,-0.908697566048082,1.0,0.3029259812821103,1.0,,0.0,,0.0,-1.6487679199137617,1.0,-0.8917838775046453,1.0,2.3766285832511813,1.0,0.008747871722571758,0.6666666666666666,28,,2014.0,0,225.79999999999998,,197.10000000000002,87.0,87.0,538.5347760201369,308.26624545907214,683.1132705553536,104.50145403618647,785.4288799124203,77.34375,180.291554002241,110.59340081296094,226.1413992179177,67.55808111946125,241.8943141126062,86.7579908675799,161.03406146737026,116.43111806990999,207.7115749770106,12.760368085172537,218.27996872527896,70.25316455696202,199.7902904756818,113.11201583317832,218.57343350528924,17.893977963824113,290.57463515576546,81.02189781021897
00-0031237,Teddy Bridgewater,QB,2014,0.16229912208264644,1.0,,0.0,0.47306218329245275,1.0,0.008048863664231935,1.0,,0.0,-0.8110029741363501,1.0,0.14758947198569977,1.0,-0.18219011848742653,0.6666666666666666,-0.25920012325505914,1.0,-1.009880089942288,1.0,-0.31477225206415876,1.0,32,,2014.0,0,183.66,200.44,,,,273.9501942126321,179.70735711541914,632.7103706111651,-146.59985559005378,1046.4180374049872,15.384615384615385,74.69279863533353,62.199201393626986,171.4415974967459,-122.13779802843479,328.05388973164196,52.17391304347826,200.33359592248354,185.28520991641088,200.33359592248354,94.93125493236798,303.7278999679246,53.333333333333336,192.00781663516733,82.38,286.47,-50.124,378.03999999999996,37.03703703703704
00-0031418,Austin Seferian-Jenkins,TE,2014,1.1978369597917045,1.0,,0.0,0.8300236518050266,1.0,0.09421767361074983,1.0,0.6404177684582417,1.0,,0.0,,0.0,-0.20824762553701415,0.3333333333333333,,0.0,0.7242877390230925,1.0,2.4038754966635887,0.6666666666666666,38,166.3,2014.0,1,53.1,78.8,34.4,,,204.5730461601633,166.251275089032,260.09466929969284,26.899556502580765,402.577237799071,64.28571428571429,53.04711063705782,44.544823436394715,53.075315403942035,16.861889631681557,64.69861725925283,65.95744680851064,85.93840251654032,60.1912454334185,85.93840251654032,52.839040743009186,103.40314298034673,70.0,106.51182792391126,34.470009948543556,122.26817874308712,9.687650765536748,166.5360240060482,76.19047619047619
00-0031431,Marqise Lee,WR,2014,0.7504090809239018,1.0,0.791480731954049,1.0,0.5308349553060102,1.0,-0.908697566048082,1.0,-0.7228910671899994,1.0,-0.4512406644795235,1.0,,0.0,0.6020580241385804,0.6666666666666666,0.5506056591807982,1.0,-0.5808292785147858,1.0,-0.3904303933172711,0.4444444444444444,39,310.4,2014.0,1,86.1,43.9,180.4,149.0,149.0,311.0524935712079,310.4085976091233,403.51554710212224,180.73732915224411,796.9608818137384,52.34375,90.9572888532481,86.2995451024473,106.68668137592151,69.99065392144914,162.99263851286946,64.38356164383562,44.25158370410621,44.14382284520568,52.60997007329804,18.451524322247543,200.246289938316,29.11392405063291,180.9418623864191,98.74181721269804,180.9418623864191,2.0053187197270574,254.13140462973055,75.91240875912408
00-0031299,Jordan Matthews,WR,2014,0.7072911567768453,1.0,,0.0,-1.1432604913532152,1.0,-0.367678880680988,1.0,0.8450858774540249,1.0,-0.26563819913021725,1.0,,0.0,0.0960225965506066,1.0,-0.4184172203282666,1.0,0.8252913624421053,1.0,-0.19835200484883175,0.6666666666666666,42,604.3,2014.0,1,202.2,230.7,171.4,,,524.8455171426833,243.18220091367584,604.4380544939627,8.425683108497296,724.0006484378157,77.34375,138.67557850711214,89.78942441146766,188.45176787938888,22.203940684612522,218.36265161663533,80.82191780821918,163.13233090924027,130.98107193954544,231.2640093698417,5.796849536838057,256.2703691208228,70.25316455696202,173.77095390501808,124.7917408068405,198.3604789867238,19.746298108161085,213.2464580751619,74.45255474452554
00-0031257,Paul Richardson,WR,2014,0.6641732326297889,1.0,,0.0,0.31678753969257295,1.0,-0.367678880680988,1.0,0.5806376898176577,1.0,-0.4512406644795235,1.0,1.6827901398096492,1.0,-0.2687208112968651,0.6666666666666666,0.27109452476140655,1.0,-1.292422380076799,1.0,0.03859272806201091,1.0,45,123.39999999999999,2014.0,1,62.1,5.0,56.3,,,368.9407969578641,126.15567417888771,464.1304617194394,3.926707625939059,697.0694857588632,59.375,88.35545479928908,63.10628789795582,112.9251912165296,21.51260138425994,169.01064303397325,63.926940639269404,76.932697821149,35.98131069734294,143.29208570604854,-20.55175525357364,219.9323468778154,43.67088607594937,123.10035824027474,63.81691592821961,162.76083814066902,19.829232548397613,236.5846815069794,62.04379562043796
00-0031042,Jace Amaro,TE,2014,1.0091240269958757,1.0,,0.0,0.7727479855907157,1.0,0.09421767361074983,1.0,3.0827810545467482,1.0,,0.0,,0.0,-0.5452171356421399,1.0,-0.11620190512466903,1.0,0.9217918087972982,1.0,-0.4962703658750188,1.0,49,,2014.0,0,84.5,,8.9,,,154.13607832823527,92.8313172268699,221.91795320624666,-77.47617202774298,332.45817102684754,48.214285714285715,52.164046167919295,39.784315481240995,85.58550007838912,16.50879895893174,101.61425735879712,65.95744680851064,83.19032278948208,56.66709693643514,83.19032278948208,52.1014714935237,121.42094018014102,70.0,9.418458244732825,2.7615084650909343,41.09842937478608,-23.518409070835734,121.80785039882467,20.634920634920633
00-0031044,Troy Niklas,TE,2014,0.9576568635061043,1.0,,0.0,0.7251187473703942,1.0,0.09421767361074983,1.0,0.21916015494143054,1.0,,0.0,,0.0,-1.6855357880402086,1.0,-0.6194368714360997,1.0,1.5524937870150017,1.0,-0.4655339899575685,0.6666666666666666,52,27.1,2014.0,1,6.800000000000001,19.3,1.0,,,114.25993118753965,71.2984727527096,202.5154270872791,-86.74247439367909,332.0394082509493,39.285714285714285,10.927766522813066,6.9278093393099764,41.537597314014654,-2.504209777429481,53.610962661020494,29.78723404255319,63.484700419271014,39.5226444956978,64.01308902656324,32.042812567992826,104.78124335442786,58.57142857142858,13.787817638186466,5.196481780108528,46.50070743787298,-23.29470919343309,120.35599083514754,20.634920634920633
00-0031381,Davante Adams,WR,2014,0.5491921015709716,1.0,,0.0,-1.9082286041998953,1.0,-0.20807213773918407,1.0,2.6592109448145576,1.0,,0.0,,0.0,-0.12637286838933212,1.0,0.3680222861399002,1.0,0.445989838323404,1.0,-0.6526385871108831,1.0,53,454.8,2014.0,1,100.60000000000001,107.5,246.7,,,456.36656622361517,235.59367190154364,456.93855448486187,-17.73929446548972,750.4222092909439,71.875,100.53259620022739,87.38179367270584,100.53259620022739,23.855981984031526,155.20639449407673,68.94977168949772,130.34633962929615,107.5748731543413,160.3405498753272,7.232595637205172,269.2825922875327,63.92405063291139,167.95933683569933,94.20940654408713,246.53469543750924,16.236112647214618,283.0698013987396,71.53284671532847
00-0031413,Bishop Sankey,RB,2014,0.871180771606023,1.0,0.7311008187000166,1.0,0.4090913162968843,1.0,-0.2463536477124491,1.0,0.2576384105575676,1.0,1.2176707048979931,1.0,,0.0,1.5762105506599646,1.0,0.7230033187557647,1.0,-0.6697847664832008,1.0,0.8781113240959944,0.4444444444444444,54,,,0,,,,67.0,67.0,346.0945789088915,279.95317382979164,462.3462177607993,76.28368670051717,745.9172748290184,55.78947368421052,156.06568741883268,104.11463787933894,208.31803269025957,65.80662000717895,234.4956532961398,82.16560509554141,156.5131706066562,103.73896581975191,176.2697118666599,33.87200641326788,270.37778724958355,71.68141592920354,126.80739685698086,53.184404398919625,190.98594727579916,9.572184619682883,253.06686610666998,59.22330097087378
00-0031301,Jeremy Hill,RB,2014,0.8553046593285298,1.0,0.5342265053545282,1.0,0.4750201118399914,1.0,-0.2463536477124491,1.0,-0.5029876873526833,1.0,0.55632329398967,1.0,,0.0,-0.15044039395056755,0.3333333333333333,-1.5709082009896989,1.0,1.2518368351779563,1.0,-0.513824628943131,1.0,55,557.5,2014.0,1,210.9,170.3,176.3,95.0,95.0,535.6970866035563,358.62047176505644,557.3527511204608,172.90832408399623,700.176359965635,76.84210526315789,132.1489482272248,127.07228915310095,210.2291828875968,72.02013882642284,211.00136321438433,72.61146496815286,169.93518915600734,169.91232484773192,171.4662178893942,51.65783342392837,214.27330267793582,74.33628318584071,170.15624448379867,68.8118547134754,177.07702086577277,20.52749835860827,247.09231557626538,73.7864077669903
00-0031344,Cody Latimer,WR,2014,0.5060741774239153,1.0,0.7551556258223424,1.0,-0.8092603294060731,1.0,-0.20807213773918407,1.0,0.1397279903544703,1.0,,0.0,,0.0,-0.5107248052713961,0.3333333333333333,,0.0,0.7612158535995804,1.0,-0.49123357850558463,1.0,56,37.9,2014.0,1,4.3,18.0,15.6,154.0,154.0,175.87494843884298,50.06523371835914,442.81097286410755,-81.9885832570647,767.9012622445068,33.59375,70.69734007088343,27.34906067905013,100.71978202575349,-11.64228671984435,168.19423630961265,60.73059360730594,85.14283099617437,17.534941153656373,160.82299852219873,-11.50245661807462,252.0822965835217,48.734177215189874,33.041825357380425,33.041825357380425,112.20842664363572,-20.79533064978759,242.98443056831323,29.927007299270077
