gsis_id,player_name,position,draft_year,first_stat_season,rookie_ppr,rookie_games,rookie_ppr_per_game,rookie_ppr_rank_pos
00-0034159,Will Dissly,TE,2018,2018.0,35.6,4.0,8.9,9.0
00-0034798,Durham Smythe,TE,2018,2018.0,11.0,6.0,1.8333333333333333,15.0
00-0034378,Ito Smith,RB,2018,2018.0,97.7,13.0,7.515384615384615,8.0
00-0034799,Kalen Ballage,RB,2018,2018.0,37.7,10.0,3.7700000000000005,16.0
00-0034267,Jaleel Scott,WR,2018,2019.0,1.6,1.0,1.6,28.0
00-0034268,J'Mon Moore,WR,2018,2018.0,3.5,2.0,1.75,27.0
00-0034681,Chase Edmonds,RB,2018,2018.0,63.1,16.0,3.94375,10.0
00-0034383,Dalton Schultz,TE,2018,2018.0,23.6,7.0,3.3714285714285714,11.0
00-0034386,Justin Watson,WR,2018,2018.0,1.5,3.0,0.5,29.0
00-0034393,Troy Fumagalli,TE,2018,2019.0,15.799999999999999,6.0,2.6333333333333333,13.0
00-0034270,Tyler Conklin,TE,2018,2018.0,12.7,4.0,3.175,14.0
00-0034395,Daurice Fountain,WR,2018,2020.0,,,,
00-0034271,Jordan Lasley,WR,2018,,,,,
00-0034331,Jaylen Samuels,TE,2018,2018.0,89.5,9.0,9.944444444444445,4.0
00-0034400,Jordan Wilkins,RB,2018,2018.0,60.1,13.0,4.6230769230769235,12.0
00-0034401,Mike White,QB,2018,2021.0,,,,
00-0034272,Marquez Valdes-Scantling,WR,2018,2018.0,111.0,15.0,7.4,7.0
00-0034273,Damion Ratley,WR,2018,2018.0,27.4,5.0,5.4799999999999995,18.0
00-0034808,John Kelly,RB,2018,2018.0,12.100000000000001,3.0,4.033333333333334,19.0
00-0034406,Deon Cain,WR,2018,2019.0,9.2,6.0,1.5333333333333332,23.0
00-0034407,Ray-Ray McCloud,WR,2018,2018.0,9.0,7.0,1.2857142857142858,24.0
00-0034409,Dylan Cantrell,WR,2018,,,,,
00-0034411,Russell Gage,WR,2018,2018.0,12.299999999999999,5.0,2.46,21.0
00-0034278,Tremon Smith,WR,2018,2021.0,,,,
00-0034412,Luke Falk,QB,2018,2019.0,8.64,3.0,2.8800000000000003,7.0
00-0034414,Boston Scott,RB,2018,2019.0,98.9,8.0,12.3625,7.0
00-0034416,Tanner Lee,QB,2018,,,,,
00-0034164,Trenton Cannon,RB,2018,2018.0,48.7,11.0,4.427272727272728,14.0
00-0034279,Equanimeous St. Brown,WR,2018,2018.0,54.3,11.0,4.9363636363636365,13.0
00-0034418,Cedrick Wilson Jr.,WR,2018,2019.0,9.6,3.0,3.1999999999999997,22.0
00-0034419,Braxton Berrios,WR,2018,2019.0,17.5,6.0,2.9166666666666665,20.0
00-0034420,Jordan Thomas,TE,2018,2018.0,65.5,14.0,4.678571428571429,6.0
00-0034423,Danny Etling,QB,2018,,,,,
00-0034732,Alex McGough,QB,2018,,,,,
00-0034426,Javon Wims,WR,2018,2018.0,7.2,2.0,3.6,26.0
00-0034427,David Williams,RB,2018,2018.0,3.6000000000000005,3.0,1.2000000000000002,21.0
00-0034747,Marcell Ateman,WR,2018,2018.0,36.4,6.0,6.066666666666666,15.0
00-0034432,Bo Scarbrough,RB,2018,2019.0,43.2,6.0,7.2,15.0
00-0034433,Nick Bawden,RB,2018,2019.0,5.7,5.0,1.1400000000000001,20.0
00-0034286,Richie James,WR,2018,2018.0,34.0,7.0,4.857142857142857,16.0
00-0034438,Logan Woodside,QB,2018,2020.0,,,,
00-0034439,Ryan Izzo,TE,2018,2019.0,23.4,4.0,5.85,12.0
00-0034440,Justin Jackson,RB,2018,2018.0,61.1,8.0,7.6375,11.0
00-0034686,Auden Tate,WR,2018,2018.0,7.5,4.0,1.875,25.0
00-0034442,Austin Proehl,WR,2018,,,,,
00-0034339,Trey Quinn,WR,2018,2018.0,22.5,2.0,11.25,19.0
00-0035228,Kyler Murray,QB,2019,2019.0,285.98,16.0,17.87375,1.0
00-0035710,Daniel Jones,QB,2019,2019.0,216.98000000000002,13.0,16.69076923076923,3.0
00-0035229,T.J. Hockenson,TE,2019,2019.0,80.7,12.0,6.7250000000000005,2.0
00-0035232,Dwayne Haskins,QB,2019,2019.0,76.7,9.0,8.522222222222222,4.0
00-0035644,Noah Fant,TE,2019,2019.0,111.0,16.0,6.9375,1.0
00-0035700,Josh Jacobs,RB,2019,2019.0,191.6,13.0,14.738461538461538,2.0
00-0035662,Marquise Brown,WR,2019,2019.0,146.4,14.0,10.457142857142857,7.0
00-0035624,N'Keal Harry,WR,2019,2019.0,39.4,7.0,5.628571428571428,15.0
00-0035719,Deebo Samuel,WR,2019,2019.0,189.1,15.0,12.606666666666666,3.0
00-0035704,Drew Lock,QB,2019,2019.0,68.0,5.0,13.6,5.0
00-0034970,Irv Smith Jr.,TE,2019,2019.0,79.1,14.0,5.6499999999999995,4.0
00-0035676,A.J. Brown,WR,2019,2019.0,217.1,16.0,13.56875,1.0
00-0035631,Drew Sample,TE,2019,2019.0,8.0,4.0,2.0,8.0
00-0035243,Miles Sanders,RB,2019,2019.0,218.70000000000002,16.0,13.668750000000001,1.0
00-0035140,Mecole Hardman,WR,2019,2019.0,123.5,15.0,8.233333333333333,9.0
00-0035246,JJ Arcega-Whiteside,WR,2019,2019.0,32.9,8.0,4.1125,18.0
00-0035639,Parris Campbell,WR,2019,2019.0,38.1,7.0,5.442857142857143,16.0
00-0035527,Andy Isabella,WR,2019,2019.0,35.4,9.0,3.933333333333333,17.0
00-0035640,D.K. Metcalf,WR,2019,2019.0,187.1,16.0,11.69375,4.0
00-0035216,Diontae Johnson,WR,2019,2019.0,165.1,16.0,10.31875,6.0
00-0034971,Jalen Hurd,WR,2019,,,,,
00-0035249,Josh Oliver,TE,2019,2019.0,4.5,3.0,1.5,11.0
00-0035664,Darrell Henderson,RB,2019,2019.0,22.400000000000002,7.0,3.2,15.0
00-0035685,David Montgomery,RB,2019,2019.0,170.4,16.0,10.65,3.0
00-0035250,Devin Singletary,RB,2019,2019.0,147.9,12.0,12.325000000000001,4.0
00-0035671,Jace Sternberger,TE,2019,2019.0,0.0,1.0,0.0,14.0
00-0035659,Terry McLaurin,WR,2019,2019.0,191.9,14.0,13.707142857142857,2.0
00-0035660,Kahale Warring,TE,2019,2020.0,6.5,4.0,1.625,10.0
00-0035657,Damien Harris,RB,2019,2019.0,1.2,1.0,1.2,20.0
00-0035703,Miles Boykin,WR,2019,2019.0,50.8,12.0,4.233333333333333,12.0
00-0035689,Dawson Knox,TE,2019,2019.0,79.7,15.0,5.3133333333333335,3.0
00-0035251,Will Grier,QB,2019,2019.0,1.3200000000000003,2.0,0.6600000000000001,7.0
00-0034972,Alexander Mattison,RB,2019,2019.0,68.4,13.0,5.261538461538462,6.0
00-0035529,Hakeem Butler,WR,2019,2020.0,0.0,1.0,0.0,22.0
00-0035652,Ryan Finley,QB,2019,2019.0,24.66,3.0,8.22,6.0
00-0035256,Bryce Love,RB,2019,,,,,
00-0034975,Justice Hill,RB,2019,2019.0,49.5,15.0,3.3,10.0
00-0035589,Gary Jennings Jr,WR,2019,,,,,
00-0035259,Trevon Wesco,TE,2019,2019.0,6.9,3.0,2.3000000000000003,9.0
00-0035217,Benny Snell Jr.,RB,2019,2019.0,57.9,11.0,5.263636363636364,8.0
00-0035590,Riley Ridley,WR,2019,2019.0,12.9,3.0,4.3,19.0
00-0035261,Tony Pollard,RB,2019,2019.0,89.2,14.0,6.371428571428572,5.0
00-0035264,Jarrett Stidham,QB,2019,2019.0,-1.64,3.0,-0.5466666666666666,10.0
00-0034981,Foster Moreau,TE,2019,2019.0,68.4,11.0,6.218181818181819,6.0
00-0035268,Ryquell Armstead,RB,2019,2019.0,51.2,14.0,3.6571428571428575,9.0
00-0035222,Zach Gentry,TE,2019,2019.0,1.4,1.0,1.4,13.0
00-0034983,Hunter Renfrow,WR,2019,2019.0,133.5,13.0,10.26923076923077,8.0
00-0035273,Qadree Ollison,RB,2019,2019.0,30.7,6.0,5.116666666666666,13.0
00-0035275,Jordan Scarlett,RB,2019,2019.0,0.9,1.0,0.9,22.0
00-0035282,Easton Stick,QB,2019,2020.0,-0.04,1.0,-0.04,9.0
00-0035283,Clayton Thorson,QB,2019,,,,,
00-0035535,Darius Slayton,WR,2019,2019.0,170.0,14.0,12.142857142857142,5.0
00-0035287,KeeSean Johnson,WR,2019,2019.0,46.0,10.0,4.6,13.0
00-0034988,Kaden Smith,TE,2019,2019.0,75.8,7.0,10.828571428571427,5.0
00-0035289,Gardner Minshew II,QB,2019,2019.0,229.24,14.0,16.374285714285715,2.0
00-0035291,Trayveon Williams,RB,2019,2020.0,21.7,6.0,3.6166666666666667,16.0
00-0035592,Travis Fulgham,WR,2019,2019.0,0.0,2.0,0.0,22.0
00-0035537,Ty Johnson,RB,2019,2019.0,60.199999999999996,15.0,4.013333333333333,7.0
00-0035593,Juwann Winfree,WR,2019,2021.0,,,,
00-0034995,Dexter Williams,RB,2019,2019.0,1.1,2.0,0.55,21.0
00-0035146,Trace McSorley,QB,2019,2019.0,0.1,1.0,0.1,8.0
00-0035296,Marcus Green,WR,2019,,,,,
00-0035594,Travis Homer,RB,2019,2019.0,28.0,4.0,7.0,14.0
00-0035297,Kelvin Harmon,WR,2019,2019.0,66.94,13.0,5.149230769230769,11.0
00-0035298,Scott Miller,WR,2019,2019.0,40.6,9.0,4.511111111111111,14.0
00-0035299,Rodney Anderson,RB,2019,,,,,
00-0035148,Darwin Thompson,RB,2019,2019.0,32.1,10.0,3.21,11.0
00-0035303,Mike Weber,RB,2019,,,,,
00-0035304,Cullen Gillaspia,RB,2019,2020.0,1.6,1.0,1.6,19.0
00-0035596,Kerrith Whyte Jr,RB,2019,2019.0,14.1,6.0,2.35,17.0
00-0035539,Isaac Nauta,TE,2019,2019.0,3.3,2.0,1.65,12.0
00-0035308,Tommy Sweeney,TE,2019,2019.0,19.4,5.0,3.88,7.0
00-0035309,Alizé Mack,TE,2019,,,,,
00-0035310,Chandler Cox,RB,2019,2020.0,2.9000000000000004,2.0,1.4500000000000002,18.0
00-0035311,Myles Gaskin,RB,2019,2019.0,31.4,7.0,4.485714285714286,12.0
00-0035597,John Ursua,WR,2019,2019.0,2.1,1.0,2.1,21.0
00-0035313,Terry Godwin,WR,2019,2020.0,6.5,2.0,3.25,20.0
00-0035002,Dillon Mitchell,WR,2019,,,,,
00-0035006,Olabisi Johnson,WR,2019,2019.0,79.0,13.0,6.076923076923077,10.0
00-0035320,Caleb Wilson,TE,2019,,,,,
00-0036442,Joe Burrow,QB,2020,2020.0,173.72,10.0,17.372,2.0
00-0036212,Tua Tagovailoa,QB,2020,2020.0,135.46,10.0,13.546000000000001,3.0
00-0036355,Justin Herbert,QB,2020,2020.0,332.84,15.0,22.18933333333333,1.0
00-0036357,Henry Ruggs III,WR,2020,2020.0,84.10000000000001,13.0,6.46923076923077,14.0
00-0036407,Jerry Jeudy,WR,2020,2020.0,157.6,16.0,9.85,7.0
00-0036358,CeeDee Lamb,WR,2020,2020.0,217.7,16.0,13.60625,2.0
00-0036387,Jalen Reagor,WR,2020,2020.0,87.2,11.0,7.927272727272728,13.0
00-0036322,Justin Jefferson,WR,2020,2020.0,274.2,16.0,17.1375,1.0
00-0036261,Brandon Aiyuk,WR,2020,2020.0,184.5,12.0,15.375,5.0
00-0036264,Jordan Love,QB,2020,2021.0,21.14,6.0,3.5233333333333334,6.0
00-0036360,Clyde Edwards-Helaire,RB,2020,2020.0,176.0,13.0,13.538461538461538,4.0
00-0036410,Tee Higgins,WR,2020,2020.0,194.6,15.0,12.973333333333333,4.0
00-0036252,Michael Pittman Jr.,WR,2020,2020.0,98.9,13.0,7.607692307692308,11.0
00-0036275,D'Andre Swift,RB,2020,2020.0,189.8,13.0,14.600000000000001,3.0
00-0036223,Jonathan Taylor,RB,2020,2020.0,252.8,15.0,16.853333333333335,1.0
00-0036268,Laviska Shenault Jr.,WR,2020,2020.0,157.1,14.0,11.221428571428572,8.0
00-0036290,Cole Kmet,TE,2020,2020.0,62.0,13.0,4.769230769230769,1.0
00-0036412,KJ Hamler,WR,2020,2020.0,90.10000000000001,12.0,7.508333333333334,12.0
00-0036326,Chase Claypool,WR,2020,2020.0,214.9,16.0,13.43125,3.0
00-0036414,Cam Akers,RB,2020,2020.0,101.8,11.0,9.254545454545454,6.0
00-0036389,Jalen Hurts,QB,2020,2020.0,109.14,14.0,7.795714285714285,4.0
00-0036158,J.K. Dobbins,RB,2020,2020.0,168.5,15.0,11.233333333333333,5.0
00-0036415,Van Jefferson,WR,2020,2020.0,46.9,13.0,3.6076923076923078,22.0
00-0036255,Denzel Mims,WR,2020,2020.0,60.699999999999996,9.0,6.744444444444444,17.0
00-0036265,AJ Dillon,RB,2020,2020.0,40.3,9.0,4.477777777777778,11.0
00-0036328,Antonio Gibson,RB,2020,2020.0,202.2,14.0,14.442857142857141,2.0
00-0036450,Ke'Shawn Vaughn,RB,2020,2020.0,23.3,6.0,3.8833333333333333,14.0
00-0036364,Lynn Bowden Jr.,WR,2020,2020.0,53.58,9.0,5.953333333333333,20.0
00-0036365,Bryan Edwards,WR,2020,2020.0,36.3,9.0,4.033333333333333,25.0
00-0036251,Zack Moss,RB,2020,2020.0,101.6,13.0,7.815384615384615,7.0
00-0036194,Devin Asiasi,TE,2020,2020.0,11.9,4.0,2.975,5.0
00-0036331,Devin Duvernay,WR,2020,2020.0,53.1,14.0,3.792857142857143,21.0
00-0036297,Darrynton Evans,RB,2020,2020.0,16.099999999999998,4.0,4.0249999999999995,16.0
00-0036332,Josiah Deguara,TE,2020,2020.0,2.2,1.0,2.2,9.0
00-0036225,Dalton Keene,TE,2020,2020.0,4.6,3.0,1.5333333333333332,7.0
00-0036422,Adam Trautman,TE,2020,2020.0,38.1,10.0,3.81,3.0
00-0036370,Joshua Kelley,RB,2020,2020.0,81.2,13.0,6.246153846153846,8.0
00-0036232,Harrison Bryant,TE,2020,2020.0,61.8,12.0,5.1499999999999995,2.0
00-0036423,Albert Okwuegbunam,TE,2020,2020.0,29.1,4.0,7.275,4.0
00-0036269,La'Mical Perine,RB,2020,2020.0,52.5,9.0,5.833333333333333,10.0
00-0036226,Jacob Eason,QB,2020,2021.0,-1.0,1.0,-1.0,10.0
00-0036336,Anthony McFarland Jr.,RB,2020,2020.0,22.7,11.0,2.0636363636363635,15.0
00-0036301,James Morgan,QB,2020,,,,,
00-0036196,Gabe Davis,WR,2020,2020.0,136.9,16.0,8.55625,10.0
00-0036244,Colby Parkinson,TE,2020,2020.0,3.6,1.0,3.6,8.0
00-0036424,Brycen Hopkins,TE,2020,2021.0,1.9,1.0,1.9,10.0
00-0036340,Antonio Gandy-Golden,WR,2020,2020.0,3.5,4.0,0.875,32.0
00-0036425,DeeJay Dallas,RB,2020,2020.0,56.900000000000006,8.0,7.112500000000001,9.0
00-0036377,Joe Reed,WR,2020,2020.0,8.9,3.0,2.966666666666667,31.0
00-0036427,Tyler Johnson,WR,2020,2020.0,40.9,10.0,4.09,23.0
00-0036254,Collin Johnson,WR,2020,2020.0,59.2,10.0,5.92,18.0
00-0036277,Quintez Cephus,WR,2020,2020.0,66.9,11.0,6.081818181818182,16.0
00-0036197,Jake Fromm,QB,2020,2021.0,10.9,3.0,3.6333333333333333,7.0
00-0036398,John Hightower,WR,2020,2020.0,28.8,10.0,2.88,26.0
00-0036308,Isaiah Coulter,WR,2020,2021.0,0.0,1.0,0.0,34.0
00-0036278,Jason Huntley,RB,2020,2020.0,2.9000000000000004,3.0,0.9666666666666668,17.0
00-0036309,Darnell Mooney,WR,2020,2020.0,152.1,16.0,9.50625,9.0
00-0036345,K.J. Osborn,WR,2020,2021.0,158.5,17.0,9.323529411764707,6.0
00-0036233,Donovan Peoples-Jones,WR,2020,2020.0,58.4,7.0,8.342857142857143,19.0
00-0036312,Jake Luton,QB,2020,2020.0,28.26,3.0,9.42,5.0
00-0036429,Charlie Woerner,TE,2020,2020.0,6.6,3.0,2.1999999999999997,6.0
00-0036271,Quez Watkins,WR,2020,2020.0,23.6,4.0,5.9,27.0
00-0036133,James Proche,WR,2020,2020.0,2.4,3.0,0.7999999999999999,33.0
00-0036250,Tyler Davis,TE,2020,2020.0,0.0,1.0,0.0,11.0
00-0036165,Isaiah Hodgins,WR,2020,2022.0,,,,
00-0036228,Dezmon Patmon,WR,2020,2021.0,10.1,4.0,2.525,30.0
00-0036247,Freddie Swain,WR,2020,2020.0,40.9,12.0,3.408333333333333,23.0
00-0036259,Jauan Jennings,WR,2020,2021.0,82.19999999999999,13.0,6.323076923076922,15.0
00-0036382,K.J. Hill,WR,2020,2020.0,14.3,5.0,2.8600000000000003,28.0
00-0036383,Eno Benjamin,RB,2020,2021.0,28.0,7.0,4.0,12.0
,Cole McDonald,QB,2020,,,,,
00-0036384,Ben DiNucci,QB,2020,2020.0,6.960000000000001,2.0,3.4800000000000004,8.0
00-0036433,Tommy Stevens,QB,2020,2020.0,2.4,1.0,2.4,9.0
00-0036279,Nate Stanley,QB,2020,,,,,
00-0036435,Raymond Calais,RB,2020,,,,,
00-0036245,Malcolm Perry,RB,2020,2020.0,24.7,8.0,3.0875,13.0
00-0036438,Stephen Sullivan,TE,2020,2021.0,0.0,1.0,0.0,11.0
00-0036439,Tyrie Cleveland,WR,2020,2020.0,12.3,5.0,2.46,29.0
00-0036971,Trevor Lawrence,QB,2021,2021.0,199.04,17.0,11.708235294117646,2.0
00-0037013,Zach Wilson,QB,2021,2021.0,151.85999999999999,13.0,11.68153846153846,4.0
00-0037012,Trey Lance,QB,2021,2021.0,64.92,6.0,10.82,6.0
00-0036970,Kyle Pitts,TE,2021,2021.0,176.6,17.0,10.388235294117647,1.0
00-0036900,Ja'Marr Chase,WR,2021,2021.0,304.6,17.0,17.91764705882353,1.0
00-0036613,Jaylen Waddle,WR,2021,2021.0,247.8,16.0,15.4875,2.0
00-0036912,DeVonta Smith,WR,2021,2021.0,185.6,17.0,10.91764705882353,4.0
00-0036945,Justin Fields,QB,2021,2021.0,126.8,12.0,10.566666666666666,5.0
00-0036972,Mac Jones,QB,2021,2021.0,224.94,17.0,13.231764705882354,1.0
00-0036913,Kadarius Toney,WR,2021,2021.0,82.36,9.0,9.151111111111112,10.0
00-0036893,Najee Harris,RB,2021,2021.0,300.7,17.0,17.688235294117646,1.0
00-0036973,Travis Etienne,RB,2021,2022.0,203.1,17.0,11.947058823529412,3.0
00-0036550,Rashod Bateman,WR,2021,2021.0,103.5,12.0,8.625,7.0
00-0036980,Elijah Moore,WR,2021,2021.0,138.2,11.0,12.563636363636363,5.0
00-0036997,Javonte Williams,RB,2021,2021.0,204.9,17.0,12.052941176470588,2.0
00-0036936,Rondale Moore,WR,2021,2021.0,111.1,14.0,7.935714285714285,6.0
00-0036894,Pat Freiermuth,TE,2021,2021.0,151.7,16.0,9.48125,2.0
00-0036620,D'Wayne Eskridge,WR,2021,2021.0,28.3,8.0,3.5375,15.0
00-0036849,Tutu Atwell,WR,2021,2022.0,63.2,12.0,5.266666666666667,11.0
00-0036955,Terrace Marshall Jr.,WR,2021,2021.0,32.800000000000004,12.0,2.733333333333334,13.0
00-0036928,Kyle Trask,QB,2021,2022.0,0.92,1.0,0.92,8.0
00-0036946,Kellen Mond,QB,2021,2021.0,0.2,1.0,0.2,10.0
00-0036898,Davis Mills,QB,2021,2021.0,156.95999999999998,13.0,12.073846153846151,3.0
00-0036988,Josh Palmer,WR,2021,2021.0,92.9,15.0,6.193333333333333,8.0
00-0037004,Hunter Long,TE,2021,2021.0,1.8,3.0,0.6,10.0
00-0036626,Dyami Brown,WR,2021,2021.0,28.1,9.0,3.1222222222222222,16.0
00-0037005,Tommy Tremble,TE,2021,2021.0,53.1,14.0,3.792857142857143,4.0
00-0036991,Amari Rodgers,WR,2021,2021.0,9.6,4.0,2.4,22.0
00-0036984,Trey Sermon,RB,2021,2021.0,28.3,5.0,5.66,12.0
00-0036554,Nico Collins,WR,2021,2021.0,83.6,14.0,5.971428571428571,9.0
00-0036999,Anthony Schwartz,WR,2021,2021.0,33.4,12.0,2.783333333333333,12.0
00-0037011,Tre' McKitty,TE,2021,2021.0,10.5,6.0,1.75,9.0
00-0036924,Michael Carter,RB,2021,2021.0,154.4,14.0,11.028571428571428,5.0
00-0036627,Dez Fitzpatrick,WR,2021,2021.0,15.9,3.0,5.3,19.0
00-0036963,Amon-Ra St. Brown,WR,2021,2021.0,227.3,16.0,14.20625,3.0
00-0036842,Kene Nwangwu,RB,2021,2021.0,23.0,6.0,3.8333333333333335,14.0
00-0036875,Rhamondre Stevenson,RB,2021,2021.0,114.89999999999999,12.0,9.575,8.0
00-0036628,John Bates,TE,2021,2021.0,50.9,11.0,4.627272727272727,5.0
00-0036555,Chuba Hubbard,RB,2021,2021.0,137.6,16.0,8.6,6.0
00-0036876,Kylen Granson,TE,2021,2021.0,21.6,10.0,2.16,6.0
00-0036877,Jaelon Darden,WR,2021,2021.0,11.399999999999999,7.0,1.6285714285714283,21.0
00-0036630,Tylan Wallace,WR,2021,2021.0,4.3,4.0,1.075,26.0
00-0036929,Ian Book,QB,2021,2021.0,2.0,1.0,2.0,7.0
00-0036918,Jacob Harris,WR,2021,2022.0,1.6,1.0,1.6,30.0
00-0036887,Luke Farrell,TE,2021,2021.0,12.6,8.0,1.575,8.0
00-0036556,Brevin Jordan,TE,2021,2021.0,55.8,8.0,6.975,3.0
00-0036919,Kenneth Gainwell,RB,2021,2021.0,123.4,16.0,7.7125,7.0
00-0036635,Ihmir Smith-Marsette,WR,2021,2021.0,28.6,3.0,9.533333333333333,14.0
00-0036637,Noah Gray,TE,2021,2021.0,16.6,7.0,2.3714285714285714,7.0
00-0036640,Zach Davidson,TE,2021,2024.0,,,,
00-0036646,Simi Fehoko,WR,2021,2022.0,5.4,2.0,2.7,23.0
00-0036647,Cornell Powell,WR,2021,,,,,
00-0036565,Ben Mason,RB,2021,,,,,
00-0036951,Frank Darby,WR,2021,2021.0,2.4,2.0,1.2,28.0
00-0036567,Elijah Mitchell,RB,2021,2021.0,165.0,11.0,15.0,4.0
00-0036569,Gary Brightwell,RB,2021,2021.0,2.0,2.0,1.0,17.0
00-0036650,Larry Rountree,RB,2021,2021.0,15.600000000000001,8.0,1.9500000000000002,15.0
00-0036857,Chris Evans,RB,2021,2021.0,49.8,9.0,5.533333333333333,11.0
00-0036571,Marquez Stevenson,WR,2021,,,,,
00-0036572,Shi Smith,WR,2021,2021.0,16.1,5.0,3.22,18.0
00-0036652,Racey McMath,WR,2021,2021.0,0.7999999999999998,5.0,0.15999999999999998,31.0
00-0036858,Jalen Camp,WR,2021,2022.0,1.7,1.0,1.7,29.0
00-0036654,Demetric Felton,RB,2021,2021.0,50.5,11.0,4.590909090909091,10.0
00-0036906,Khalil Herbert,RB,2021,2021.0,78.9,14.0,5.635714285714286,9.0
00-0036879,Sam Ehlinger,QB,2021,2021.0,0.9,3.0,0.3,9.0
00-0036657,Seth Williams,WR,2021,2021.0,4.4,1.0,4.4,25.0
00-0036907,Dazz Newsome,WR,2021,2021.0,4.3,3.0,1.4333333333333333,26.0
00-0036482,Mike Strachan,WR,2021,2021.0,4.6,2.0,2.3,24.0
00-0036860,Jake Funk,RB,2021,2021.0,0.5,2.0,0.25,18.0
00-0036536,Tre Nixon,WR,2021,,,,,
00-0036578,Gerrid Doaks,RB,2021,,,,,
00-0036862,Ben Skowronek,WR,2021,2021.0,24.3,7.0,3.4714285714285715,17.0
00-0036939,Kawaan Baker,WR,2021,,,,,
00-0036669,Kylin Hill,RB,2021,2021.0,3.9,4.0,0.975,16.0
00-0036670,Jermar Jefferson,RB,2021,2021.0,25.7,4.0,6.425,13.0
00-0036671,Dax Milne,WR,2021,2021.0,15.4,9.0,1.7111111111111112,20.0
00-0037238,Drake London,WR,2022,2022.0,178.6,17.0,10.505882352941176,3.0
00-0037740,Garrett Wilson,WR,2022,2022.0,215.7,17.0,12.688235294117646,1.0
00-0037239,Chris Olave,WR,2022,2022.0,198.2,15.0,13.213333333333333,2.0
00-0037240,Jameson Williams,WR,2022,2022.0,15.1,6.0,2.5166666666666666,22.0
00-0037741,Jahan Dotson,WR,2022,2022.0,130.6,12.0,10.883333333333333,6.0
00-0037742,Treylon Burks,WR,2022,2022.0,88.1,11.0,8.009090909090908,9.0
00-0038102,Kenny Pickett,QB,2022,2022.0,149.85999999999999,13.0,11.527692307692307,1.0
00-0038124,Christian Watson,WR,2022,2022.0,164.10000000000002,14.0,11.721428571428573,5.0
00-0038120,Breece Hall,RB,2022,2022.0,115.1,7.0,16.442857142857143,6.0
00-0038134,Kenneth Walker III,RB,2022,2022.0,202.5,15.0,13.5,1.0
00-0038117,Wan'Dale Robinson,WR,2022,2022.0,51.599999999999994,6.0,8.6,12.0
00-0037614,John Metchie,WR,2022,2023.0,32.2,14.0,2.3000000000000003,19.0
00-0038104,Tyquan Thornton,WR,2022,2022.0,66.3,12.0,5.5249999999999995,10.0
00-0037247,George Pickens,WR,2022,2022.0,166.5,17.0,9.794117647058824,4.0
00-0037664,Alec Pierce,WR,2022,2022.0,112.30000000000001,16.0,7.018750000000001,7.0
00-0038090,Skyy Moore,WR,2022,2022.0,49.4,14.0,3.5285714285714285,13.0
00-0037744,Trey McBride,TE,2022,2022.0,61.5,9.0,6.833333333333333,7.0
00-0037248,James Cook,RB,2022,2022.0,105.7,16.0,6.60625,8.0
00-0037745,Velus Jones Jr.,WR,2022,2022.0,38.0,9.0,4.222222222222222,16.0
00-0037755,Jelani Woods,TE,2022,2022.0,74.2,12.0,6.183333333333334,6.0
00-0038122,Desmond Ridder,QB,2022,2022.0,38.72,4.0,9.68,4.0
00-0037252,Greg Dulcich,TE,2022,2022.0,86.1,10.0,8.61,4.0
00-0038128,Malik Willis,QB,2022,2022.0,19.34,7.0,2.762857142857143,5.0
00-0037666,Jalen Tolbert,WR,2022,2022.0,3.2,2.0,1.6,26.0
00-0037256,Rachaad White,RB,2022,2022.0,141.1,16.0,8.81875,4.0
00-0037827,Tyrion Davis-Price,RB,2022,2022.0,9.9,5.0,1.98,16.0
00-0038132,Matt Corral,QB,2022,,,,,
00-0037746,Brian Robinson Jr.,RB,2022,2022.0,112.69999999999999,12.0,9.391666666666666,7.0
00-0037257,David Bell,WR,2022,2022.0,45.4,14.0,3.242857142857143,15.0
00-0037805,Jeremy Ruckert,TE,2022,2022.0,1.8,2.0,0.9,19.0
00-0037828,Danny Gray,WR,2022,2022.0,2.9,5.0,0.58,27.0
00-0038129,Cade Otton,TE,2022,2022.0,93.10000000000001,14.0,6.65,2.0
00-0037258,Dameon Pierce,RB,2022,2022.0,166.4,13.0,12.8,2.0
00-0038115,Daniel Bellinger,TE,2022,2022.0,75.0,11.0,6.818181818181818,5.0
00-0038040,Zamir White,RB,2022,2022.0,7.0,11.0,0.6363636363636364,20.0
00-0038045,Isaiah Spiller,RB,2022,2022.0,8.399999999999999,5.0,1.6799999999999997,18.0
00-0038092,Erik Ezukanma,WR,2022,2022.0,1.3,1.0,1.3,28.0
00-0038098,Pierre Strong,RB,2022,2022.0,27.2,4.0,6.8,10.0
00-0038046,Charlie Kolar,TE,2022,2022.0,8.9,1.0,8.9,15.0
00-0038041,Jake Ferguson,TE,2022,2022.0,48.4,11.0,4.3999999999999995,8.0
00-0037617,Hassan Haskins,RB,2022,2022.0,26.0,7.0,3.7142857142857144,11.0
00-0037816,Romeo Doubs,WR,2022,2022.0,101.6,13.0,7.815384615384615,8.0
00-0038108,Bailey Zappe,QB,2022,2022.0,39.64,4.0,9.91,3.0
00-0037837,Calvin Austin III,WR,2022,2023.0,52.7,14.0,3.7642857142857147,11.0
00-0037838,Isaiah Likely,TE,2022,2022.0,91.3,14.0,6.521428571428571,3.0
