player_name,player_name_norm,position,draft_year,draft_round,draft_overall,draft_team,gsis_id,pfr_player_id,cfb_id,college,draft_side,hof,birth_date,first_stat_season,rookie_ppr,rookie_games,rookie_ppr_per_game,rookie_ppr_rank_pos,hs_class,recruiting_rank,recruiting_stars,recruiting_source,recruiting_match_score,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,sos_opp_win_pct,games_scheduled,off_pass_yards,off_rush_yards,off_pass_rate_proxy,team_opportunity_ppr,team_pos_carries,team_pos_targets,team_pos_receptions,team_pos_touches,incumbent_pos_ppr,incumbent_pos_ppr_sum,incumbent_pos_carries,incumbent_pos_targets,incumbent_pos_touches,cfb_final_season,cfb_pass_yards,cfb_pass_td,cfb_rush_yards,cfb_rush_td,cfb_rec,cfb_rec_yards,cfb_rec_td,ff_adp,ff_adp_rank,ff_rankings_note,vacated_touches,vacated_carries,score_draft_capital,score_pre_draft_fantasy,score_recruiting,score_timing,score_cfb_receiving,score_cfb_rushing,score_cfb_passing,score_combine_speed,score_combine_explosion,score_combine_size,score_team_context,predicted_rookie_ppr,success_score_0_100
Justin Joly,justin joly,TE,2026,5,152,DEN,JOL735174,JolyJu00,,North Carolina St.,O,False,,,,,,,2022.0,2113.0,3.0,industry_composite,100.0,6-4,241.0,,,,,,,0.4186851211072664,17.0,3808.0,1908.0,0.5528612997090203,,,,,,,,,,,2025.0,,,,,49.0,489.0,7.0,330.0,379.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),,,-0.5195798083962279,0.1678139622463446,-1.275136521422655,3.040189314649632,0.6515738346893976,,,,,-0.8094398525507647,0.12292459348328386,44.22702556998857,62.616822429906534
Tanner Koziol,tanner koziol,TE,2026,5,164,JAX,KOZ404039,KoziTa00,,Houston,O,False,,,,,,,2021.0,2099.0,3.0,industry_composite,100.0,6-7,247.0,4.7,,36.5,122.0,,,0.4775086505190311,17.0,3717.0,1729.0,0.56875,,,,,,,,,,,2025.0,,,,,74.0,727.0,6.0,,,No FantasyPros ADP match in 2026 overall rankings (rookies only; best_score=45.45454545454546).,,,-0.7163183734156193,,-1.267107857588095,2.6538469670635196,1.343873988706895,,,0.19006219829898513,0.8484188092118987,0.6228425828942638,-0.12347944403817808,42.68179746977307,61.6822429906542
Joe Royer,joe royer,TE,2026,5,170,CLE,,RoyeJo01,,Cincinnati,O,False,,,,,,,2020.0,395.0,4.0,industry_composite,100.0,6-5,245.0,,,,,,,0.4844290657439447,17.0,3879.0,1608.0,0.6283269961977186,206.4,7.0,107.0,72.0,79.0,206.4,206.4,7.0,107.0,79.0,2025.0,,,,,29.0,416.0,4.0,,,No FantasyPros ADP match in 2026 overall rankings (rookies only; best_score=55.55555555555556).,0.0,0.0,-0.814687655925315,,0.7090766204506014,2.267504619477408,-0.14041081114596968,,,,,-0.20941980721345982,-1.0731631636881054,26.82156963758154,46.728971962616825
Carsen Ryan,carsen ryan,TE,2026,7,248,CLE,RYA022232,RyanCa00,,BYU,O,False,,,,,,,2022.0,356.0,4.0,industry_composite,100.0,,,,,,,,,0.4844290657439447,17.0,3879.0,1608.0,0.6283269961977186,206.4,7.0,107.0,72.0,79.0,206.4,206.4,7.0,107.0,79.0,2025.0,,,,,45.0,620.0,3.0,,,No FantasyPros ADP match in 2026 overall rankings (rookies only; best_score=56.00000000000001).,0.0,0.0,-2.0934883285513597,,0.7314421839897336,3.040189314649632,0.33162973733430146,,,,,,-1.0731631636881054,29.896845517904314,48.598130841121495
Carnell Tate,carnell tate,WR,2026,1,4,TEN,TAT143045,TateCa00,,Ohio St.,O,False,,,,,,,2023.0,41.0,4.0,industry_composite,100.0,6-2,192.0,4.53,,,,,,0.5743944636678201,17.0,3621.0,1855.0,0.5408163265306123,,,,,,,,,,,2025.0,,,16.0,0.0,51.0,875.0,9.0,61.5,61.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),,,1.454093825989077,1.4717997856177192,0.5471730579205882,3.358928496888956,-0.13339438426753353,-0.3385204387483317,,-0.6216307907621423,,-0.07869493316407784,-0.6937003201891778,162.42999268608204,85.65573770491804
Jordyn Tyson,jordyn tyson,WR,2026,1,8,NOR,TYS405541,TysoJo00,,Arizona St.,O,False,,,,,,,2022.0,798.0,3.0,industry_composite,100.0,6-2,203.0,,26.0,,,,,0.4948096885813149,17.0,3730.0,1954.0,0.5537688442211055,252.0,1.0,156.0,100.0,101.0,252.0,252.0,1.0,156.0,101.0,2025.0,0.0,0.0,4.0,1.0,61.0,711.0,8.0,72.0,70.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),0.0,0.0,1.4012019217640717,1.4030206668089498,-0.8852587368541875,2.9800202429634335,-0.20749069949749124,0.0360685942328666,-0.46032777135629843,,,0.295879030164688,-1.0518124675539484,170.337256974714,87.70491803278688
Makai Lemon,makai lemon,WR,2026,1,20,PHI,LEM694125,LemoMa00,,USC,O,False,,,,,,,2023.0,37.0,4.0,industry_composite,100.0,5-11,192.0,,,,,,,0.4705882352941176,17.0,3517.0,3048.0,0.4190832553788587,422.1,0.0,234.0,155.0,155.0,201.8,201.8,0.0,113.0,77.0,2025.0,24.0,1.0,4.0,2.0,79.0,1156.0,11.0,92.0,91.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),78.0,0.0,1.2425262090890563,1.258644102428214,0.549990154712302,3.358928496888956,0.6279697031314618,0.4475364394837828,0.5945169256036728,,,-0.7298731642562749,-0.41738988496457624,181.97902169697457,88.52459016393442
KC Concepcion,kc concepcion,WR,2026,1,24,CLE,CON046719,ConcKC00,,Texas A&M,O,False,,,,,,,2023.0,590.0,3.0,industry_composite,100.0,6-0,196.0,,,,,,,0.4844290657439447,17.0,3879.0,1608.0,0.6283269961977186,,,,,,,,,,,2025.0,,,75.0,1.0,61.0,919.0,9.0,124.5,127.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),,,1.189634304864051,1.0175335024473735,-0.7387697036850779,3.358928496888956,0.04076399823616242,0.2542682334953638,,,,-0.37660503995447625,0.242891396582574,161.05759468221487,85.65573770491804
Omar Cooper Jr.,omar cooper,WR,2026,1,30,NYJ,COO816508,CoopOm00,,Indiana,O,False,,,,,,,2022.0,362.0,4.0,industry_composite,100.0,6-0,199.0,4.42,,37.0,,,,0.5501730103806228,17.0,4016.0,1561.0,0.6257731958762887,,,,,,,,,,,2025.0,,,74.0,1.0,70.0,961.0,13.0,160.0,159.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),,,1.1102964485265432,0.7795480617904033,0.3211010403855681,2.9800202429634335,0.47470205254239617,0.25119499913955395,,0.5624546955400016,0.38303474138964066,-0.27444850450117647,0.08676796045166121,94.49287680962874,68.44262295081968
De'Zhaun Stribling,de zhaun stribling,WR,2026,2,33,SFO,,StriDe01,,Mississippi,O,False,,,,,,,2021.0,1476.0,3.0,industry_composite,100.0,,,,,,,,,0.4982698961937716,17.0,4424.0,2163.0,0.5383838383838384,173.3,0.0,90.0,55.0,55.0,,,,,,2025.0,,,,,55.0,811.0,6.0,208.5,200.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),55.0,0.0,1.0706275203577893,0.46383458778407516,-1.3627566430496507,2.6011119890379115,-0.34048337476807927,,,,,,-0.7620026936614356,120.26045033201589,76.63934426229508
Denzel Boston,denzel boston,WR,2026,2,39,CLE,BOS677861,BostDe00,,Washington,O,False,,,,,,,2022.0,877.0,3.0,industry_composite,100.0,6-4,212.0,,,35.0,,,4.28,0.4844290657439447,17.0,3879.0,1608.0,0.6283269961977186,,,,,,,,,,,2025.0,15.0,1.0,,,62.0,881.0,11.0,154.0,154.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),,,0.9912896640202816,0.8183552776535367,-0.940896398490532,2.9800202429634335,0.15915717800473783,,0.5293183860817763,-0.30326328229855865,-0.28527645472407126,1.0364674572527188,0.242891396582574,149.86988691871443,83.60655737704919
Germie Bernard,germie bernard,WR,2026,2,47,PIT,BER218265,BernGe00,,Alabama,O,False,,,,,,,2022.0,197.0,4.0,industry_composite,100.0,6-1,206.0,4.48,,32.5,125.0,6.71,4.31,0.5017301038062284,17.0,3607.0,2166.0,0.4835271317829457,217.2,2.0,99.0,59.0,61.0,217.2,217.2,2.0,99.0,61.0,2025.0,15.0,0.0,101.0,2.0,64.0,862.0,7.0,216.0,210.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),0.0,0.0,0.8855058555702714,0.402328202230868,0.437306283043756,2.9800202429634335,-0.10512313497654724,0.7456401719973352,-0.3516635388198043,0.28166101621571643,-0.3584104821019928,0.18097615525392202,-0.9569912145771302,107.69027084743807,74.59016393442623
Antonio Williams,antonio williams,WR,2026,3,71,WAS,WIL143106,WillAn04,,Clemson,O,False,,,,,,,2022.0,75.0,4.0,industry_composite,100.0,6-0,187.0,4.41,10.0,39.5,124.0,7.0,,0.5017301038062284,17.0,3932.0,2619.0,0.4995242626070409,356.2,17.0,99.0,72.0,89.0,,,,,,2025.0,75.0,1.0,78.0,1.0,55.0,604.0,4.0,174.5,174.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),89.0,17.0,0.5681544302202401,0.6756548945578273,0.5232277351910222,2.9800202429634335,-0.6566563843816294,0.2634879365627933,0.9639753162277527,0.23785842343215258,0.658598896466626,-0.6830746463143755,0.26111790809127206,84.8572982741208,65.1639344262295
Malachi Fields,malachi fields,WR,2026,3,74,NYG,FIE775129,FielMa00,,Notre Dame,O,False,,,,,,,2021.0,891.0,3.0,industry_composite,100.0,6-5,218.0,4.61,,38.0,124.0,6.98,4.35,0.5190311418685122,17.0,3521.0,1783.0,0.5822660098522168,235.9,3.0,140.0,92.0,95.0,,,,,,2025.0,,,,,36.0,630.0,5.0,240.5,230.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),95.0,3.0,0.5284855020514863,0.2453095558702172,-0.9507562372615299,2.6011119890379115,-0.8242073998548052,,,-0.7752836163622288,0.42148705578536627,1.457839938523384,-0.34084552240459765,82.17945905846385,63.52459016393443
Caleb Douglas,caleb douglas,WR,2026,3,75,MIA,DOU210628,DougCa00,,Texas Tech,O,False,,,,,,,2022.0,303.0,4.0,industry_composite,100.0,6-4,206.0,4.39,,31.5,126.0,,,0.4878892733564014,17.0,4036.0,1795.0,0.5688161693936478,319.8,2.0,100.0,64.0,66.0,,,,,,2025.0,,,,,53.0,830.0,7.0,316.0,271.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),66.0,2.0,0.5152625259952349,-0.1670521951744671,0.3626532180633444,2.9800202429634335,-0.28254655798897826,,,0.8853871008951335,-0.4269724979455728,0.8321543863461192,-0.6049192486662478,50.969373936726,54.50819672131148
Zachariah Branch,zachariah branch,WR,2026,3,79,ATL,BRA531428,BranZa00,,Georgia,O,False,,,,,,,2023.0,4.0,5.0,industry_composite,100.0,5-9,177.0,4.35,20.0,38.0,125.0,,,0.4948096885813149,17.0,4283.0,2219.0,0.530360531309298,201.9,0.0,112.0,68.0,68.0,201.9,201.9,0.0,112.0,68.0,2025.0,,,7.0,0.0,81.0,811.0,6.0,193.5,188.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),0.0,0.0,0.4623706217702298,0.5591196453453363,1.4725274301869076,3.358928496888956,0.013617976958421117,-0.3661795479506201,,1.3159636413686395,0.5109996003959595,-1.6747746622509052,-0.808746867168467,91.43567032749321,66.80327868852459
Ja'Kobi Lane,ja kobi lane,WR,2026,3,80,BAL,LAN311008,LaneJa01,,USC,O,False,,,,,,,2023.0,339.0,4.0,industry_composite,100.0,6-4,200.0,4.47,,40.0,129.0,,,0.5051903114186851,17.0,4189.0,3189.0,0.4626576139670223,351.3,10.0,118.0,86.0,96.0,351.3,351.3,10.0,118.0,96.0,2025.0,,,,,49.0,745.0,4.0,332.0,324.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),0.0,0.0,0.44914764571397847,-0.408021350470874,0.33729934693792146,3.358928496888956,-0.6167097344966752,,,0.024234019948121445,1.185198899746679,0.6278413154395196,-1.4278480322935956,44.203384643823654,50.409836065573764
Chris Brazzell II,chris brazzell,WR,2026,3,83,CAR,BRA836631,BrazCh01,,Tennessee,O,False,,,,,,,2022.0,1134.0,3.0,industry_composite,100.0,6-4,198.0,4.37,,,,,,0.5190311418685122,17.0,3411.0,1878.0,0.5715778474399164,213.4,0.0,122.0,70.0,70.0,213.4,213.4,0.0,122.0,70.0,2025.0,,,,,62.0,1017.0,9.0,319.5,298.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),0.0,0.0,0.4094787175452246,-0.27316170874618323,-1.1218948673581337,2.9800202429634335,0.1389429260363485,,,1.1006753711318817,,0.5597369584706531,-0.906049161234943,53.1385695773827,55.73770491803278
Ted Hurst,ted hurst,WR,2026,3,84,TAM,HUR541377,HursTe00,,Georgia St.,O,False,,,,,,,,,,,,6-4,206.0,4.42,,36.5,135.0,,,0.5294117647058824,17.0,4505.0,2536.0,0.5417457305502846,247.7,2.0,127.0,63.0,65.0,247.7,247.7,2.0,127.0,65.0,2025.0,,,,,71.0,1004.0,6.0,275.0,239.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),0.0,0.0,0.3962557414889733,0.09062085747179799,,,0.04395587889176057,,,0.5624546955400016,1.1690132058206324,0.8321543863461192,-0.9436604259596998,49.06092213794366,53.278688524590166
Zavion Thomas,zavion thomas,WR,2026,3,89,CHI,THO417520,ThomZa05,,LSU,O,False,,,,,,,2022.0,302.0,4.0,industry_composite,100.0,5-10,190.0,4.28,,36.0,,,,0.4532871972318339,17.0,3552.0,1734.0,0.567703109327984,410.2000000000001,15.0,175.0,94.0,109.0,146.1,146.1,0.0,90.0,44.0,2025.0,33.0,0.0,99.0,1.0,41.0,488.0,4.0,293.5,283.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),65.0,15.0,0.33014086120771685,-0.1281035346269001,0.3633574922612728,2.9800202429634335,-0.9474173514200306,0.32802585803479944,-0.22126645977601134,2.069472587197268,0.04887914333278468,-1.0150369315892072,0.17868235782507502,45.28075326680218,50.81967213114754
Chris Bell,chris bell,WR,2026,3,94,MIA,BEL267684,BellCh00,,Louisville,O,False,,,,,,,2022.0,1444.0,3.0,industry_composite,100.0,6-2,222.0,,,,,,,0.4878892733564014,17.0,4036.0,1795.0,0.5688161693936478,319.8,2.0,100.0,64.0,66.0,,,,,,2025.0,,,,,72.0,917.0,6.0,282.0,251.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),66.0,2.0,0.26402598092646035,0.02397232644042019,-1.3402198687159415,2.9800202429634335,-0.017493094661857316,,,,,0.9428704213689197,-0.6049192486662478,76.7578908199724,62.704918032786885
Brenen Thompson,brenen thompson,WR,2026,4,105,LAC,THO495568,ThomBr07,,Mississippi St.,O,False,,,,,,,2022.0,101.0,4.0,industry_composite,100.0,5-9,164.0,4.26,,,,,,0.4671280276816609,17.0,3901.0,1882.0,0.5241521068859198,590.8,2.0,312.0,198.0,200.0,227.2,408.1,2.0,106.0,66.0,2025.0,,,14.0,1.0,57.0,1054.0,6.0,348.0,386.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),134.0,0.0,0.1185732443076961,-0.6801841835055785,0.5049166060448835,2.9800202429634335,-0.10357140368863248,0.06680093779096478,,2.284760857434026,,-2.1174529825485378,-0.1340990762650517,47.10118628797999,52.459016393442624
Elijah Sarratt,elijah sarratt,WR,2026,4,115,BAL,SAR527100,SarrEl00,,Indiana,O,False,,,,,,,,,,,,6-3,210.0,,,,,,,0.5051903114186851,17.0,4189.0,3189.0,0.4626576139670223,351.3,10.0,118.0,86.0,96.0,351.3,351.3,10.0,118.0,96.0,2025.0,,,,,64.0,806.0,15.0,310.5,245.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),0.0,0.0,-0.013656516254816859,-0.057249514163424185,,,0.39680639106272,,,,,0.7513036899197865,-1.4278480322935956,57.63547579034453,57.377049180327866
Skyler Bell,skyler bell,WR,2026,4,125,BUF,BEL597603,BellSk00,,Connecticut,O,False,,,,,,,2021.0,992.0,3.0,industry_composite,100.0,6-0,192.0,4.4,,41.0,133.0,,,0.4705882352941176,17.0,3938.0,2230.0,0.5143422354104846,198.4,1.0,95.0,72.0,73.0,198.4,198.4,1.0,95.0,73.0,2025.0,,,-2.0,0.0,101.0,1276.0,13.0,338.5,315.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),0.0,0.0,-0.14588627681732982,-0.4000948505381068,-1.0218879312522995,2.6011119890379115,1.1686986771243368,-0.39383865715290844,,0.7777429657767498,1.701323638643225,-0.5128137538922093,-0.8404476746554403,37.0144207013411,45.08196721311475
Bryce Lance,bryce lance,WR,2026,4,136,NOR,LAN016345,LancBr00,,North Dakota St.,O,False,,,,,,,,,,,,6-3,204.0,4.34,,41.5,133.0,7.0,4.15,0.4948096885813149,17.0,3730.0,1954.0,0.5537688442211055,252.0,1.0,156.0,100.0,101.0,252.0,252.0,1.0,156.0,101.0,2025.0,,,92.0,1.0,51.0,1079.0,8.0,312.0,337.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),0.0,0.0,-0.2913390134360941,-0.38148756865703976,,,-0.02615343141866145,0.30651321754413074,,0.6042110291043956,1.7803609188703118,0.546990619013187,-1.0518124675539484,25.991857075782917,36.47540983606557
Colbie Young,colbie young,WR,2026,4,140,CIN,,YounCo01,,Georgia,O,False,,,,,,,,,,,,,,,,,,,,0.5190311418685122,17.0,4918.0,1574.0,0.6317829457364341,579.2,3.0,283.0,184.0,187.0,369.6,579.2,3.0,185.0,128.0,2025.0,,,,,26.0,358.0,1.0,323.0,375.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),59.0,0.0,-0.34423091766109926,-0.5525694319751072,,,-1.4702210467109664,,,,,,-1.0126142077436477,29.547289082526554,40.16393442622951
Reggie Virgil,reggie virgil,WR,2026,5,143,ARI,VIR271235,VirgRe00,,Texas Tech,O,False,,,,,,,2022.0,1758.0,3.0,industry_composite,100.0,6-3,187.0,4.57,,36.0,127.0,,,0.5674740484429065,17.0,3859.0,2451.0,0.5397614314115308,220.6,0.0,126.0,78.0,78.0,220.6,220.6,0.0,126.0,78.0,2025.0,,,35.0,2.0,57.0,705.0,6.0,,,No FantasyPros ADP match in 2026 overall rankings (rookies only; best_score=51.85185185185186).,0.0,0.0,-0.38389984582985315,,-1.5613619668654628,2.9800202429634335,-0.4047072824587817,0.5428067045138872,,-1.0522073312356484,0.37387556870879984,-0.0318964152221784,-0.9108550108732577,13.699604110486323,25.81967213114754
Kendrick Law,kendrick law,WR,2026,5,168,DET,LAW090280,LawxKe00,,Kentucky,O,False,,,,,,,2022.0,91.0,4.0,industry_composite,100.0,5-11,203.0,4.45,21.0,42.0,128.0,,,0.4844290657439447,17.0,4718.0,2488.0,0.5078341013824885,709.8,9.0,301.0,198.0,207.0,360.0,709.8,6.0,172.0,120.0,2025.0,0.0,0.0,53.0,0.0,53.0,540.0,3.0,,,No FantasyPros ADP match in 2026 overall rankings (rookies only; best_score=61.53846153846154).,87.0,3.0,-0.7144742472361355,,0.5119593480241676,2.9800202429634335,-0.8078987406329886,-0.22481076758336838,-0.46032777135629843,0.23952229018486967,1.411835476044432,-0.3552992009275091,-0.7873350854598665,33.4366349143604,42.62295081967213
Cyrus Allen,cyrus allen,WR,2026,5,176,KAN,ALL092954,AlleCy00,,Cincinnati,O,False,,,,,,,2022.0,1293.0,3.0,industry_composite,100.0,,,,,,,,,0.5121107266435986,17.0,4046.0,1790.0,0.5714285714285714,137.7,0.0,74.0,49.0,49.0,,,,,,2025.0,,,34.0,1.0,50.0,660.0,12.0,,,No FantasyPros ADP match in 2026 overall rankings (rookies only; best_score=60.86956521739131).,49.0,0.0,-0.8202580556861458,,-1.2338744648287512,2.9800202429634335,-0.1261836778028062,0.1282656249071612,,,,,-0.8640359994591066,38.40272698371402,46.31147540983606
Kevin Coleman Jr.,kevin coleman,WR,2026,5,177,MIA,COL362413,ColeKe03,,Missouri,O,False,,,,,,,2022.0,71.0,4.0,industry_composite,100.0,5-10,179.0,4.49,,38.5,126.0,,,0.4878892733564014,17.0,4036.0,1795.0,0.5688161693936478,319.8,2.0,100.0,64.0,66.0,,,,,,2025.0,,,76.0,0.0,66.0,732.0,1.0,264.0,303.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),66.0,2.0,-0.8334810317423972,-0.09182562691083848,0.5260448319827359,2.9800202429634335,-0.6027425195715708,-0.15412637739974253,,-0.19105425028863635,0.6795494252336394,-1.389610894917973,-0.6049192486662478,64.72105528813047,59.83606557377049
Barion Brown,barion brown,WR,2026,6,190,NOR,BRO268113,BrowBa02,,LSU,O,False,,,,,,,2022.0,88.0,4.0,industry_composite,100.0,5-11,177.0,4.4,,,,,,0.4948096885813149,17.0,3730.0,1954.0,0.5537688442211055,252.0,1.0,156.0,100.0,101.0,252.0,252.0,1.0,156.0,101.0,2025.0,,,33.0,0.0,53.0,532.0,1.0,,,No FantasyPros ADP match in 2026 overall rankings (rookies only; best_score=66.66666666666667).,0.0,0.0,-1.005379720473664,,0.5140721706179529,2.9800202429634335,-0.9523638996010955,-0.2862754546995648,,0.7777429657767498,,-1.2406558415227738,-1.0518124675539484,27.739906229067405,37.704918032786885
Malik Benson,malik benson,WR,2026,6,195,LVR,BEN601117,BensMa00,,Oregon,O,False,,,,,,,,,,,,6-0,189.0,4.37,,32.5,122.0,,,0.5363321799307958,17.0,4117.0,1357.0,0.625615763546798,221.7,11.0,92.0,57.0,68.0,221.7,221.7,11.0,92.0,68.0,2025.0,,,-4.0,0.0,43.0,719.0,6.0,273.0,319.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),0.0,0.0,-1.0714946007549204,-0.17949714634726371,,,-0.5832972917891042,-0.39998512586452806,,1.1006753711318817,-0.6269481159337725,-0.614970289345509,-0.9997206143546918,11.735085869054561,24.18032786885246
CJ Daniels,cj daniels,WR,2026,6,197,LAR,DAN490797,DaniCJ00,,Miami (FL),O,False,,,,,,,2020.0,2397.0,3.0,industry_composite,100.0,6-2,202.0,,,,,,,0.5259515570934257,17.0,4096.0,1765.0,0.554013875123885,863.9,10.0,280.0,189.0,199.0,641.0,863.9,10.0,166.0,139.0,2025.0,,,,,50.0,557.0,7.0,,,No FantasyPros ADP match in 2026 overall rankings (rookies only; best_score=47.61904761904761).,60.0,0.0,-1.097940552867423,,-2.0113931793417175,2.222203735112389,-0.5589634174520777,,,,,0.2618268516802547,-2.0681081394268204,26.706476882623527,36.885245901639344
Emmanuel Henderson Jr.,emmanuel henderson,WR,2026,6,199,SEA,HEN199637,HendEm00,,Kansas,O,False,,,,,,,2022.0,44.0,4.0,industry_composite,100.0,6-1,185.0,4.44,,35.0,120.0,,,0.4982698961937716,17.0,4379.0,1627.0,0.6075819672131147,564.3,9.0,255.0,163.0,172.0,427.9,564.3,7.0,163.0,126.0,2025.0,,,16.0,0.0,45.0,766.0,5.0,,,No FantasyPros ADP match in 2026 overall rankings (rookies only; best_score=53.333333333333336).,46.0,2.0,-1.1243865049799258,,0.5450602353268029,2.9800202429634335,-0.5842857761933345,-0.3385204387483317,,0.3471664253032438,-0.41078680401952616,-0.5341195929191763,-1.3084270074901965,18.88621240115716,32.37704918032787
CJ Williams,cj williams,WR,2026,6,203,JAX,WIL189259,WillCJ00,,Stanford,O,False,,,,,,,2022.0,118.0,4.0,industry_composite,95.65217391304348,,,,,,,,,0.4775086505190311,17.0,3717.0,1729.0,0.56875,457.7,10.0,296.0,139.0,149.0,202.7,457.7,7.0,110.0,65.0,2025.0,,,,,60.0,757.0,6.0,,,No FantasyPros ADP match in 2026 overall rankings (rookies only; best_score=75.0).,84.0,3.0,-1.1772784092049309,,0.4929439446801005,2.9800202429634335,-0.31898105109941566,,,,,,-0.32208378965932244,23.224130654309185,35.65573770491803
Lewis Bond,lewis bond,WR,2026,6,204,HOU,BON235618,BondLe00,,Boston Col.,O,False,,,,,,,2021.0,1163.0,3.0,industry_composite,100.0,,,,,,,,,0.5224913494809689,17.0,3952.0,1909.0,0.5677290836653387,397.7,2.0,188.0,112.0,114.0,268.2,397.7,2.0,120.0,73.0,2025.0,,,3.0,0.0,89.0,1010.0,1.0,,,No FantasyPros ADP match in 2026 overall rankings (rookies only; best_score=66.66666666666667).,41.0,0.0,-1.190501385261182,,-1.1423188190980578,2.6011119890379115,-0.04962573733008343,-0.37847248537385936,,,,,-0.8217124735014617,23.800459888059102,36.0655737704918
Anthony Smith,anthony smith,WR,2026,7,218,DAL,SMI038569,SmitAn05,,East Carolina,O,False,,,,,,,2020.0,896.0,3.0,industry_composite,100.0,,,,,,,,,0.4359861591695502,17.0,4092.0,1705.0,0.5975609756097561,502.8,1.0,254.0,168.0,169.0,289.9,502.8,1.0,137.0,93.0,2025.0,,,45.0,1.0,64.0,1053.0,7.0,,,No FantasyPros ADP match in 2026 overall rankings (rookies only; best_score=61.53846153846154).,76.0,0.0,-1.3756230500487003,,-0.9542776082511719,2.222203735112389,0.05968188750224503,0.1620712028210692,,,,,-0.6422815750868218,23.299059407105965,35.65573770491803
Deion Burks,deion burks,WR,2026,7,254,IND,,BurkDe02,,Oklahoma,O,False,,,,,,,2021.0,894.0,3.0,industry_composite,100.0,,,,,,,,,0.5397923875432525,17.0,3599.0,2318.0,0.5084241823587711,383.7000000000001,0.0,195.0,127.0,127.0,183.3,183.3,0.0,84.0,47.0,2025.0,,,-3.0,0.0,57.0,620.0,4.0,249.0,275.0,FantasyPros Overall ADP for rookie season 2026 (match_score=100.0),80.0,0.0,-1.8516501880737468,0.05891485774072913,-0.9528690598553151,2.6011119890379115,-0.6156121625309043,-0.39691189150871825,,,,,-0.30994192415042027,53.6315695083417,56.557377049180324
