target_season,gsis_id,player_name,position,team,predicted_ppr,pred_q25,pred_q75,prior_ppr,prior_games,actual_ppr
2018,00-0026184,Matt Forte,RB,NYJ,98.13600271340904,61.11303169174562,155.06279997445796,120.4,12,
2018,00-0026213,Jamaal Charles,RB,DEN,68.66965812426625,25.513273079623616,122.60087886110851,67.5,13,3.4
2018,00-0027029,LeSean McCoy,RB,BUF,195.91870917208013,146.0832896994038,257.95166028020714,263.6,16,127.2
2018,00-0027325,LeGarrette Blount,RB,PHI,87.93861948705744,50.556764942068355,129.10668170659642,107.6,16,86.5
2018,00-0027531,Chris Ivory,RB,JAX,68.36888276880705,34.048791895444026,125.17116947522014,84.7,14,74.0
2018,00-0027861,C.J. Spiller,RB,KC,3.2674260078045125,3.2674260078045125,25.537896952679546,0.0,1,
2018,00-0027925,James Develin,RB,NE,7.996908937766325,7.572695438720386,19.821889102200398,9.8,8,42.9
2018,00-0027966,Mark Ingram,RB,NO,182.26208149109019,145.15866641306607,223.4419932973888,278.0,16,142.5
2018,00-0027994,Shane Vereen,RB,NYG,84.4335997385512,47.826320084626445,142.22727841140735,83.7,15,
2018,00-0028009,DeMarco Murray,RB,TEN,173.74177805105694,122.98093600000846,195.96224190266332,171.5,15,
2018,00-0028011,Stevan Ridley,RB,PIT,33.2579731437648,5.074242972955489,78.89603150543108,16.8,2,14.8
2018,00-0028063,Taiwan Jones,RB,BUF,15.560078216481513,2.1685516350249205,27.310181267924552,2.1,1,0.0
2018,00-0028064,Bilal Powell,RB,NYJ,91.48490516288356,45.07847139834709,142.93280384460036,145.2,15,60.3
2018,00-0028074,Anthony Sherman,RB,KC,22.230510906486515,16.500695694345783,42.77103428147869,20.7,5,23.8
2018,00-0028083,Jacquizz Rodgers,RB,TB,74.65216312299475,23.28823567016281,108.52574314058944,46.8,13,83.0
2018,00-0028087,Dion Lewis,RB,NE,120.62120883240354,78.97589534482832,161.62021927945898,203.0,16,160.7
2018,00-0028581,Patrick DiMarco,RB,BUF,9.701814941838384,2.0077998947080973,18.894562946954476,9.6,8,10.1
2018,00-0029004,Lance Dunbar,RB,LA,20.316200962063053,4.032163526773857,57.422115220581745,12.2,2,
2018,00-0029068,Derrick Coleman,RB,ATL,9.84830787647389,5.50045200834638,30.870875081700696,4.8,7,4.0
2018,00-0029141,Alfred Morris,RB,DAL,81.11833046496824,20.338647110050427,133.41243733706662,72.2,13,68.1
2018,00-0029205,Travaris Cadet,RB,BUF,49.49874865410661,12.909485474633582,52.712241064545175,31.6,6,3.2
2018,00-0029239,Brandon Bolden,RB,NE,27.05227446073953,10.779343359003256,38.84591383671163,8.4,3,29.4
2018,00-0029273,Robert Turbin,RB,IND,57.73477132314643,14.741810633018336,96.20046328706609,25.9,6,0.3
2018,00-0029384,Bobby Rainey,RB,BAL,14.233886484268389,3.3647718845375976,48.89330779525384,13.0,3,
2018,00-0029492,Jamize Olawale,RB,LV,45.39670917055204,9.939809761612853,58.244027340939006,19.6,6,3.3
2018,00-0029613,Doug Martin,RB,TB,80.55463388613886,23.305767792200832,138.71105300211883,76.0,11,119.9
2018,00-0029615,Lamar Miller,RB,HOU,204.4647702207268,116.48086330088191,239.6886708179437,193.5,16,172.6
2018,00-0029731,Fozzy Whittaker,RB,CAR,30.515385125466075,8.278388241817135,49.5292189461089,17.5,8,
2018,00-0029795,Benny Cunningham,RB,CHI,48.05869649809341,21.737023465040707,74.50456067844432,58.9,11,3.9
2018,00-0029854,C.J. Anderson,RB,DEN,118.82326768256803,83.52414403393335,188.1520685129421,175.1,16,47.6
2018,00-0029892,Kyle Juszczyk,RB,SF,64.82178225847926,17.17449415237634,93.10660429947285,69.6,13,67.39999999999999
2018,00-0029931,Zach Line,RB,NO,9.865915831112192,4.7578818737284445,40.1019754339224,11.6,7,22.5
2018,00-0030107,Theo Riddick,RB,DET,132.6283295577955,64.42153086836962,189.0805976080233,154.0,16,116.5
2018,00-0030112,Tommy Bohanon,RB,JAX,15.842567936941048,15.842567936941048,54.165983407629874,28.8,9,10.1
2018,00-0030117,Kerwynn Williams,RB,ARI,87.74614390736359,26.083839895092048,134.6270188383882,67.9,15,
2018,00-0030287,Andre Ellington,RB,ARI,79.08608723431503,33.03155355404806,126.59229971833699,74.0,8,
2018,00-0030288,Rex Burkhead,RB,NE,109.98042428762267,63.06260533519348,135.27711941392533,129.8,10,49.7
2018,00-0030404,Chris Thompson,RB,WAS,161.6533049999953,89.0445874637773,175.1058593585687,155.4,10,91.6
2018,00-0030433,Mike Gillislee,RB,NE,71.61814065860311,26.384779649498682,130.66404901954184,68.8,9,4.2
2018,00-0030456,Giovani Bernard,RB,CIN,117.57148941040532,63.76512132459305,183.0170232880341,150.9,16,95.9
2018,00-0030465,Kenjon Barner,RB,PHI,37.35721165500013,16.301336572711325,47.81589968122809,22.3,9,7.1000000000000005
2018,00-0030485,Eddie Lacy,RB,SEA,82.78544292436794,23.560621813406993,118.67071484890617,28.6,9,
2018,00-0030496,Le'Veon Bell,RB,PIT,207.02402556741148,147.59115215683624,256.09621933272194,343.4,15,
2018,00-0030513,Latavius Murray,RB,MIN,128.2107013769545,75.38781613575003,174.97545054247624,157.5,16,131.9
2018,00-0030578,Cordarrelle Patterson,RB,LV,76.63213034028048,34.58221859846617,117.56874417840524,86.0,15,98.5
2018,00-0030656,Isaiah Crowell,RB,CLE,114.44845641408155,58.29694660544016,189.88666797949077,143.5,16,140.70000000000002
2018,00-0030668,Charcandrick West,RB,KC,64.86376686239896,19.344873801544782,101.86824377360516,73.2,12,11.6
2018,00-0030711,David Fluellen,RB,TEN,22.098924334357626,5.215947089876826,52.17530411709774,2.1,3,1.6
2018,00-0030741,Roosevelt Nix,RB,PIT,19.676982394682355,3.92098104668067,58.9705624054324,14.6,4,8.2
2018,00-0030860,Orleans Darkwa,RB,NYG,95.15074209351148,41.377768544632715,178.23695827551052,137.7,15,
2018,00-0030874,Damien Williams,RB,MIA,73.32932474096957,24.16159465535342,110.85066705914085,59.6,10,98.6
2018,00-0030968,Keith Smith,RB,DAL,24.334585958542757,6.091121167618048,49.10112459328304,7.6,4,7.300000000000001
2018,00-0031045,Carlos Hyde,RB,SF,189.29270603452667,111.42261926850973,253.55738772810292,233.8,16,77.1
2018,00-0031055,Andre Williams,RB,LAC,10.27096161076316,1.502789609290053,46.61525075499352,2.5,2,
2018,00-0031062,James White,RB,NE,87.15247535790296,55.19618676224299,133.57944830610484,134.0,14,276.6
2018,00-0031075,Alfred Blue,RB,HOU,84.89429280245852,18.969355742651587,118.98889820575488,44.6,8,97.3
2018,00-0031085,Jay Prosch,RB,HOU,25.486147060780844,1.2847781651207844,43.17389916759202,7.1,4,
2018,00-0031102,Kapri Bibbs,RB,WAS,59.73349522138117,47.13130963439219,99.73895106306435,40.7,3,57.3
2018,00-0031209,Senorise Perry,RB,MIA,17.587603008842528,8.517385071469965,46.42552797338652,4.300000000000001,2,
2018,00-0031277,Branden Oliver,RB,LAC,53.18665597300695,7.3856520073303535,76.14251979165269,16.9,8,
2018,00-0031285,Devonta Freeman,RB,ATL,192.20117999465097,144.39919152179093,223.19515542192187,200.2,14,14.1
2018,00-0031301,Jeremy Hill,RB,CIN,89.79206017802262,16.437960331685538,108.44863469490461,17.2,7,4.1
2018,00-0031332,Fitzgerald Toussaint,RB,PIT,24.61081053425241,4.44216953920098,50.765195608058036,5.4,2,
2018,00-0031375,Terrance West,RB,BAL,75.38914336773678,23.765725148759675,97.61712047128583,28.1,5,
2018,00-0031376,Jerick McKinnon,RB,MIN,113.43125699740109,77.91483690904022,160.726449192754,178.1,16,
2018,00-0031390,Charles Sims,RB,TB,71.64773265978361,22.708466309179844,118.8132575951494,73.4,15,
2018,00-0031577,Javorius Allen,RB,BAL,109.56162636649356,50.38902842877228,177.19259815657782,166.1,16,93.6
2018,00-0031590,Jay Ajayi,RB,PHI,93.1166292352118,41.059807511437626,137.34271694510946,69.9,7,43.4
2018,00-0031595,Michael Burton,RB,CHI,22.99618231486394,11.044983740606401,41.73855807116866,3.7,7,1.6
2018,00-0031599,Cameron Artis-Payne,RB,CAR,28.429307231010245,10.594040572884357,45.88067225679644,16.700000000000003,5,17.400000000000002
2018,00-0031612,Aaron Ripkowski,RB,GB,24.35023314151966,1.2685257975325597,44.74057039650335,12.2,11,
2018,00-0031665,Zach Zenner,RB,DET,55.11340431982949,9.48985130858151,71.83464066325861,8.6,7,57.1
2018,00-0031682,Terron Ward,RB,ATL,25.87755840317037,14.655283757024907,56.618578549222796,15.3,4,
2018,00-0031687,Raheem Mostert,RB,SF,21.69912491645027,3.689784756002808,45.272233319377904,1.0,3,38.6
2018,00-0031731,Corey Grant,RB,JAX,27.984033479692325,23.57581670881593,74.60237301468976,43.900000000000006,8,19.700000000000003
2018,00-0031743,Akeem Hunt,RB,KC,21.400666030531067,8.03045264662495,42.86650436950489,9.4,7,
2018,00-0031793,Terrell Watson,RB,PIT,12.163556914172913,-0.5738667179379955,47.26293309682777,0.7999999999999999,5,
2018,00-0031806,Malcolm Brown,RB,LA,74.20862049849032,20.02872390474194,104.37526049006149,50.9,11,39.4
2018,00-0031897,Thomas Rawls,RB,SEA,82.69668833564094,23.10363448085976,123.90013459168908,32.1,9,
2018,00-0031900,Rod Smith,RB,DAL,77.6868112066417,31.507040859575156,119.03810032333841,92.4,10,33.7
2018,00-0031939,Matt Jones,RB,IND,46.75098299770927,1.1566468204018263,91.1586828226053,1.4,2,
2018,00-0031959,Marcus Murphy,RB,BUF,23.890924394023106,2.949078690589483,67.93676981680402,6.8,1,38.6
2018,00-0032048,Mack Brown,RB,WAS,36.75140306470516,2.556813712342093,54.371985930621946,5.0,2,
2018,00-0032058,Tevin Coleman,RB,ATL,105.12874405465008,65.68424382678516,157.98635111509768,167.7,15,193.6
2018,00-0032063,Mike Davis,RB,SEA,83.16202891771381,21.755780164074867,118.67391836318248,52.1,6,136.79999999999998
2018,00-0032104,Ameer Abdullah,RB,DET,92.8677076993095,40.30822609401312,199.33174580103687,124.4,14,3.9
2018,00-0032130,Jalston Fowler,RB,TEN,20.712915020961645,3.5686038729070484,52.43508454765276,6.4,3,
2018,00-0032144,Melvin Gordon,RB,LAC,197.16853032772963,154.0455342074326,240.28920123718487,288.1,16,275.5
2018,00-0032187,David Johnson,RB,ARI,114.7807966685696,70.9535107207593,193.95293887615773,13.0,1,246.6
2018,00-0032209,T.J. Yeldon,RB,JAX,71.5535753895579,36.25566639075921,140.74674332990764,87.7,10,173.1
2018,00-0032241,Todd Gurley,RB,LA,204.37879790599004,139.4962270462111,256.59869835590837,385.3,15,372.1
2018,00-0032257,Duke Johnson,RB,CLE,174.05660336825025,120.66182431457706,197.12120223125564,216.1,16,132.0
2018,00-0032298,Bronson Hill,RB,ARI,26.77814241097188,4.932156278944674,41.79384302781275,-0.2,1,
2018,00-0032371,Rob Kelley,RB,WAS,89.01000547084305,19.21342740932108,134.09801279535034,43.2,7,0.7999999999999999
2018,00-0032375,Joe Kerridge,RB,GB,27.245337461383837,1.207516723014101,49.941678214750894,1.3,1,
2018,00-0032377,Josh Ferguson,RB,IND,27.257787478499772,1.122319408992806,49.17498286324236,5.1,3,
2018,00-0032393,C.J. Prosise,RB,SEA,47.017271349751375,10.412284271322559,76.65251214946056,17.0,4,4.9
2018,00-0032404,Tyler Ervin,RB,HOU,24.964952174885706,2.325043073940089,64.95249894471237,13.0,3,6.5
2018,00-0032417,Paul Perkins,RB,NYG,75.65938275597782,19.33366560437507,107.47437038874534,21.6,7,
2018,00-0032426,Alex Collins,RB,BAL,101.83062917167845,60.15127049531765,171.95335134872164,171.0,15,108.6
2018,00-0032450,Dwayne Washington,RB,DET,41.7132688922525,10.142865924254542,62.91529323748483,7.800000000000001,5,15.400000000000002
2018,00-0032472,Tre Madden,RB,SEA,23.083128458658713,6.486130439336777,63.51533752837086,8.5,2,5.8
2018,00-0032577,D.J. Foster,RB,ARI,45.139906410477536,17.525450621537065,70.92367779319164,32.2,7,
2018,00-0032602,J.D. McKissic,RB,SEA,88.50264535923986,30.663360267008905,146.65995711782125,97.3,12,0.8
2018,00-0032740,Lawrence Thomas,RB,NYJ,11.399685484622685,3.0358991654691354,23.83972346425061,10.4,7,
2018,00-0032741,Peyton Barber,RB,TB,76.6700859196447,30.161438066795625,171.15371115111162,85.7,11,150.3
2018,00-0032764,Derrick Henry,RB,TEN,97.36249266611105,36.38388830411203,169.46577533188625,135.0,16,201.36
2018,00-0032780,Jordan Howard,RB,CHI,198.43195716850397,129.8173202172389,209.9929723066313,199.7,16,180.0
2018,00-0032782,Wendell Smallwood,RB,PHI,76.77347346387626,20.742655120634257,105.51058991584206,46.7,8,117.4
2018,00-0032794,Dan Vitale,RB,CLE,21.3684423934959,9.090837447875732,47.29693848659555,4.9,5,1.2
2018,00-0032813,Elijhaa Penny,RB,ARI,44.30590619502298,27.102802862609963,89.61503496886479,32.2,7,15.5
2018,00-0032897,Derek Watt,RB,LAC,11.40781925704704,2.8945969572365184,38.854269772768625,7.9,6,2.3
2018,00-0032918,C.J. Ham,RB,MIN,32.23674552067438,14.9615973730481,58.57719151488016,21.1,10,20.3
2018,00-0032940,DeAndre Washington,RB,LV,81.94396924525994,32.1285878145721,148.53637447268503,85.0,15,11.4
2018,00-0032956,Andy Janovich,RB,DEN,24.16243962333433,14.731132187207454,51.64972055528398,14.7,9,25.700000000000003
2018,00-0032964,Byron Marshall,RB,WAS,41.161931940669625,9.20720152076121,71.17713564342004,12.8,3,7.9
2018,00-0032972,Devontae Booker,RB,DEN,77.54472881570693,49.08073020092717,152.25261331951276,91.4,13,87.8
2018,00-0033025,Jalen Richard,RB,LV,81.94396924525994,33.03661492758737,135.46801576031152,88.1,15,156.6
2018,00-0033045,Ezekiel Elliott,RB,DAL,203.71617428670626,140.05693790208923,256.25897899363747,203.2,10,329.1
2018,00-0033118,Kenyan Drake,RB,MIA,105.33814942118948,43.52794097308311,171.87269156031286,142.3,14,206.2
2018,00-0033280,Christian McCaffrey,RB,CAR,198.30172333428348,140.4070579054021,226.9400827095888,228.6,16,385.5
2018,00-0033293,Aaron Jones,RB,GB,83.72645891325192,23.415262898012926,172.4291647312409,80.0,10,171.4
2018,00-0033295,Elijah McGuire,RB,NYJ,73.40385143462946,26.2018282804133,130.91130629096816,76.2,15,85.9
2018,00-0033304,Devante Mays,RB,GB,19.93855532811757,4.563046267002596,54.38798251124741,1.1,2,
2018,00-0033308,Matt Breida,RB,SF,88.91619165969985,33.6894560521725,160.36364813487427,103.5,16,162.5
2018,00-0033376,Patrick Ricard,RB,BAL,10.782290831923511,3.8381910993798414,60.912611661236305,17.2,4,
2018,00-0033384,LeShun Daniels,RB,WAS,22.16423841933989,2.994528577591111,47.497857183741104,1.4,2,
2018,00-0033413,De'Veon Smith,RB,MIA,10.844094947456695,6.795433440746084,40.22316734315901,5.7,1,
2018,00-0033526,Samaje Perine,RB,WAS,91.09334257222102,37.2746025548838,176.11676823824658,108.5,13,6.7
2018,00-0033553,James Conner,RB,PIT,30.577072780120528,10.871313137408787,72.46644958629109,14.4,12,280.0
2018,00-0033556,Tarik Cohen,RB,CHI,108.69255204845884,63.323576521177976,179.6247290253116,152.14,16,233.94
2018,00-0033567,Brian Hill,RB,CIN,37.8030759131647,10.448647149731736,83.79368785759905,9.3,3,15.6
2018,00-0033581,De'Angelo Henderson Sr.,RB,DEN,21.724573838670754,15.94699012739188,70.61599479590652,12.9,3,-0.0999999999999999
2018,00-0033594,Chris Carson,RB,SEA,87.0078974230322,40.44878155802627,120.05976390614403,39.7,4,201.4
2018,00-0033596,Matt Dayes,RB,CLE,25.975652480345154,9.102722379647,56.3066182976398,8.200000000000001,5,
2018,00-0033699,Austin Ekeler,RB,LAC,76.45394658231706,34.888383230653275,130.21568829018864,106.9,13,168.8
2018,00-0033725,Corey Clement,RB,PHI,81.98671008241367,41.08073945379855,136.33602494832257,92.4,14,81.10000000000001
2018,00-0033748,Tion Green,RB,DET,76.45085983161798,22.38857065304343,107.04230238333457,31.9,5,
2018,00-0033760,Justin Davis,RB,LA,16.08325471716589,2.75267773147289,54.99618796649521,0.1,1,1.9
2018,00-0033796,Marquez Williams,RB,CLE,16.07614175932913,3.93181038386023,42.26299857569215,0.0,1,
2018,00-0033838,Trey Edmunds,RB,NO,14.614706887160128,4.915283458443748,78.69739108421508,10.8,1,
2018,00-0033856,Leonard Fournette,RB,JAX,201.70020675188005,139.7906815233611,238.0167619997451,230.2,13,120.4
2018,00-0033893,Dalvin Cook,RB,MIN,122.09135175554044,67.83178204851593,171.16166333391033,65.4,4,152.0
2018,00-0033897,Joe Mixon,RB,CIN,112.48707033496608,41.68562591426015,184.57598830184256,141.3,14,243.4
2018,00-0033906,Alvin Kamara,RB,NO,175.85210468221337,124.81500021540394,207.53020020587326,320.4,16,354.2
2018,00-0033923,Kareem Hunt,RB,KC,199.9550431965587,151.63004309097704,230.3602912692017,295.2,16,230.2
2018,00-0033925,D'Onta Foreman,RB,HOU,81.16254775962129,25.03700260436435,137.44090409082528,57.0,9,10.7
2018,00-0033948,Jamaal Williams,RB,GB,103.70947403246612,43.228083015885176,173.57889843475806,142.8,14,114.4
2018,00-0033950,Wayne Gallman,RB,NYG,88.7308367799011,41.14495996557548,168.188532488318,104.9,13,44.5
2018,00-0033951,Marlon Mack,RB,IND,90.42181002559,33.924654535118066,168.2092108444952,103.3,14,178.1
2018,00-0022921,Larry Fitzgerald,WR,ARI,190.72850357976913,183.06902495737324,190.72850357976913,261.44,16,185.68
2018,00-0024334,Brandon Marshall,WR,NYG,128.79191710792264,60.96848431888618,177.99724385592538,33.4,5,30.6
2018,00-0024535,Eric Weems,WR,TEN,31.348562840060048,28.035391635375124,31.348562840060048,1.5,3,
2018,00-0025396,Ted Ginn,WR,NO,117.25383955613049,99.84543475512176,150.77554672467073,159.6,15,52.5
2018,00-0026035,Danny Amendola,WR,NE,70.1729098447718,53.98382354260845,104.7567436654343,138.9,15,127.42
2018,00-0026176,Jordy Nelson,WR,GB,189.3262841356127,145.37280444928535,229.76534747904353,137.2,14,156.7
