hs_class,player_name,position,industry_composite_rank,industry_composite_stars,industry_composite_rating,rivals_rank,rivals_stars,rivals_rating,hometown,high_school,state,on3_person_key,source_page
2017,Najee Harris,RB,2,5,99.15322580645162,1.0,5.0,6.1,"Antioch, CA",Antioch,CA,90940,industry_comparison
2017,Cam Akers,RB,4,5,99.13172043010752,3.0,5.0,6.1,"Clinton, MS",Clinton,MS,17430,industry_comparison
2017,Donovan Peoples-Jones,WR,16,5,97.91612903225806,12.0,5.0,6.1,"Detroit, MI",Cass Technical,MI,38226,industry_comparison
2017,Tee Higgins,WR,18,5,97.76223702664797,15.0,5.0,6.1,"Oak Ridge, TN",Oak Ridge,TN,111113,industry_comparison
2017,Jerry Jeudy,WR,19,5,97.48865123889668,19.0,5.0,6.1,"Pompano Beach, FL",Deerfield Beach,FL,140731,industry_comparison
2017,Davis Mills,QB,22,5,97.36547452080411,10.0,5.0,6.1,"Norcross, GA",Greater Atlanta Christian School,GA,32392,industry_comparison
2017,Hunter Johnson,QB,23,5,97.22217157550257,18.0,5.0,6.1,"Brownsburg, IN",Brownsburg,IN,137844,industry_comparison
2017,Khalan Laborn,RB,25,5,96.971809256662,23.0,5.0,6.1,"Virginia Beach, VA",Catholic,VA,74784,industry_comparison
2017,Colby Parkinson,TE,28,5,96.73636044880786,69.0,4.0,6.0,"Thousand Oaks, CA",Oaks Christian,CA,24554,industry_comparison
2017,Tua Tagovailoa,QB,32,5,96.59543010752688,53.0,4.0,6.0,"Honolulu, HI",St. Louis,HI,116794,industry_comparison
2017,Joseph Lewis,WR,33,4,96.5541374474053,50.0,4.0,6.0,"Los Angeles, CA",Hawkins,CA,66590,industry_comparison
2017,Stephen Carr,RB,34,4,96.52814399251989,38.0,4.0,6.0,"Fontana, CA",Summit,CA,108370,industry_comparison
2017,J.K. Dobbins,RB,36,4,96.44673913043478,66.0,4.0,6.0,"La Grange, TX",La Grange,TX,50447,industry_comparison
2017,D.J. Matthews,WR,39,4,96.31159420289856,36.0,4.0,6.0,"Jacksonville, FL",Trinity Christian Academy,FL,27600,industry_comparison
2017,Deangelo Gibbs,WR,42,4,96.24690275829829,132.0,4.0,5.9,"Loganville, GA",Grayson,GA,33094,industry_comparison
2017,Trevon Grimes,WR,43,4,96.22028985507248,33.0,5.0,6.1,"Fort Lauderdale, FL",St. Thomas Aquinas,FL,115582,industry_comparison
2017,D'Andre Swift,RB,46,4,96.12210144927536,35.0,4.0,6.0,"Philadelphia, PA",St. Joseph's Prep School,PA,27318,industry_comparison
2017,Jake Fromm,QB,48,4,96.06748480598411,20.0,5.0,6.1,"Warner Robins, GA",Houston County,GA,53477,industry_comparison
2017,Tyjon Lindsey,WR,49,4,96.03152173913043,62.0,4.0,6.0,"Las Vegas, NV",Bishop Gorman,NV,117234,industry_comparison
2017,Jeff Thomas,WR,50,4,96.0018115942029,57.0,4.0,6.0,"East St. Louis, IL",East St. Louis,IL,59677,industry_comparison
2017,DeVonta Smith,WR,58,4,95.56975222066387,42.0,4.0,6.0,"Amite, LA",Amite,LA,36522,industry_comparison
2017,Tate Martell,QB,62,4,95.23152173913043,39.0,4.0,6.0,"Las Vegas, NV",Bishop Gorman,NV,110418,industry_comparison
2017,Brock Wright,TE,67,4,95.00996961196822,44.0,4.0,6.0,"Cypress, TX",Cy-Fair,TX,15127,industry_comparison
2017,Henry Ruggs III,WR,72,4,94.85677886863022,125.0,4.0,5.9,"Montgomery, AL",Percy L. Julian,AL,48027,industry_comparison
2017,Kellen Mond,QB,76,4,94.72931276297335,21.0,5.0,6.1,"San Antonio, TX",IMG Academy,TX,72393,industry_comparison
2017,Ty Chandler,RB,80,4,94.52789855072466,80.0,4.0,5.9,"Nashville, TN",Montgomery Bell Academy,TN,116958,industry_comparison
2017,Jhamon Ausbon,WR,82,4,94.47789855072465,130.0,4.0,5.9,"Houston, TX",IMG Academy,TX,61509,industry_comparison
2017,Cole Kmet,TE,90,4,94.2713768115942,95.0,4.0,5.9,"Arlington Heights, IL",St. Viator,IL,24737,industry_comparison
2017,Salvon Ahmed,RB,95,4,94.22246376811594,156.0,4.0,5.9,"Kirkland, WA",Juanita,WA,104167,industry_comparison
2017,James Robinson,WR,97,4,94.1963768115942,105.0,4.0,5.9,"Lakeland, FL",Lakeland,FL,55869,industry_comparison
2017,Tyrell Shavers,WR,99,4,94.18079710144927,152.0,4.0,5.9,"Lewisville, TX",Lewisville,TX,118590,industry_comparison
2017,Maleik Gray,WR,100,4,94.17644927536232,86.0,4.0,5.9,"LaVergne, TN",LaVergne,TN,81683,industry_comparison
2017,Jalen Reagor,WR,103,4,94.06992753623189,249.0,4.0,5.8,"Waxahachie, TX",Waxahachie,TX,54471,industry_comparison
2017,OrTre Smith,WR,112,4,93.67137681159421,104.0,4.0,5.9,"Mount Pleasant, SC",Wando,SC,94616,industry_comparison
2017,Jack Sears,QB,115,4,93.62463768115944,117.0,4.0,5.9,"San Clemente, CA",San Clemente,CA,51324,industry_comparison
2017,Anthony McFarland Jr.,RB,118,4,93.57572463768118,142.0,4.0,5.9,"Hyattsville, MD",DeMatha Catholic,MD,6328,industry_comparison
2017,Amari Rodgers,WR,120,4,93.46811594202899,186.0,4.0,5.8,"Knoxville, TN",Knoxville Catholic,TN,4213,industry_comparison
2017,Brendon White,ATH,122,4,93.39239130434784,91.0,4.0,5.9,"Powell, OH",Olentangy Liberty,OH,13838,industry_comparison
2017,Myles Brennan,QB,124,4,93.36304347826085,212.0,4.0,5.8,"Bay Saint Louis, MS",St Stanislaus,MS,90651,industry_comparison
2017,Sam Ehlinger,QB,126,4,93.2659420289855,115.0,4.0,5.9,"Austin, TX",Westlake,TX,104279,industry_comparison
2017,Dylan McCaffrey,QB,127,4,93.2550724637681,131.0,4.0,5.9,"Littleton, CO",Valor Christian,CO,39966,industry_comparison
2017,Tylan Wallace,WR,130,4,93.18369565217392,182.0,4.0,5.8,"Fort Worth, TX",South Hills,TX,117268,industry_comparison
2017,Josh Falo,TE,132,4,93.08768115942028,,4.0,5.8,"Sacramento, CA",Inderkum,CA,67062,industry_comparison
2017,CeeDee Lamb,WR,133,4,93.07246376811595,72.0,4.0,6.0,"Richmond, TX",Foster,TX,19448,industry_comparison
2017,Nico Collins,WR,134,4,93.04746376811595,120.0,4.0,5.9,"Pinson, AL",Clay-Chalkville,AL,93183,industry_comparison
2017,Osiris St. Brown,WR,136,4,93.00833333333334,144.0,4.0,5.9,"Anaheim, CA",Mater Dei,CA,94690,industry_comparison
2017,Brian Robinson,RB,137,4,92.9858695652174,82.0,4.0,5.9,"Tuscaloosa, AL",Hillcrest,AL,14729,industry_comparison
2017,Jeremiah Holloman,WR,142,4,92.85833333333333,,4.0,5.8,"Covington, GA",Newton,GA,60130,industry_comparison
2017,Tarik Black,WR,145,4,92.82717391304348,76.0,4.0,5.9,"Cheshire, CT",Cheshire Academy,CT,110282,industry_comparison
2017,Oliver Martin,WR,149,4,92.7409420289855,206.0,4.0,5.8,"Iowa City, IA",Iowa City West,IA,94315,industry_comparison
2017,Shi Smith,WR,154,4,92.59565217391304,205.0,4.0,5.8,"Union, SC",Union,SC,107255,industry_comparison
2017,Devan Barrett,RB,158,4,92.47463768115944,83.0,4.0,5.9,"Tampa, FL",Tampa Catholic,FL,35750,industry_comparison
2017,Damion Miller,WR,162,4,92.32644927536232,207.0,4.0,5.8,"Tyler, TX",John Tyler,TX,28644,industry_comparison
2017,ZaQuandre White,RB,165,4,92.29565217391304,,4.0,5.8,"North Fort Myers, FL",North Fort Myers,FL,123601,industry_comparison
2017,Keytaon Thompson,QB,166,4,92.27971014492752,85.0,4.0,5.9,"New Orleans, LA",L.B. Landry,LA,74742,industry_comparison
2017,Eno Benjamin,RB,168,4,92.2663043478261,,4.0,5.9,"Wylie, TX",Wylie East,TX,41883,industry_comparison
2017,Nathan Tilford,RB,170,4,92.23550724637681,133.0,4.0,5.9,"Ontario, CA",Colony,CA,91691,industry_comparison
2017,Cordarrian Richardson,RB,178,4,91.97753623188406,,4.0,5.8,"Memphis, TN",Trezevant,TN,25986,industry_comparison
2017,Sean Clifford,QB,183,4,91.92101449275363,161.0,4.0,5.9,"Cincinnati, OH",St. Xavier,OH,105366,industry_comparison
2017,Trey Sermon,RB,185,4,91.89927536231885,171.0,4.0,5.9,"Marietta, GA",Sprayberry,GA,116226,industry_comparison
2017,Chadarius Townsend,RB,186,4,91.87717391304346,223.0,4.0,5.8,"Tanner, AL",Tanner,AL,19705,industry_comparison
2017,Hunter Bryant,TE,190,4,91.77282608695653,141.0,4.0,5.9,"Bellevue, WA",Eastside Catholic,WA,48398,industry_comparison
2017,Jaylen Harris,WR,192,4,91.73007246376811,198.0,4.0,5.8,"Cleveland, OH",Cleveland Heights,OH,58887,industry_comparison
2017,Hezekiah Jones,WR,193,4,91.71521739130435,145.0,4.0,5.9,"Stafford, TX",Stafford,TX,138032,industry_comparison
2017,Mike Harley,WR,194,4,91.71014492753623,123.0,4.0,5.9,"Fort Lauderdale, FL",St. Thomas Aquinas,FL,89020,industry_comparison
2017,Charleston Rambo,WR,199,4,91.62246376811595,97.0,4.0,5.9,"Cedar Hill, TX",Cedar Hill,TX,20372,industry_comparison
2017,Grant Calcaterra,TE,203,4,91.57644927536232,,4.0,5.8,"Rancho Santa Margarita, CA",Santa Margarita Catholic,CA,46413,industry_comparison
2017,Omar Manning,WR,204,4,91.52282608695653,149.0,4.0,5.9,"Lancaster, TX",Lancaster,TX,94398,industry_comparison
2017,Chris Robison,QB,206,4,91.51376811594204,94.0,4.0,5.9,"Mesquite, TX",Horn,TX,22391,industry_comparison
