hs_class,player_name,position,industry_composite_rank,industry_composite_stars,industry_composite_rating,rivals_rank,rivals_stars,rivals_rating,hometown,high_school,state,on3_person_key,source_page
2022,Travis Hunter,ATH,2,5,99.55524193548386,1.0,5.0,6.1,"Suwanee, GA",Collins Hill,GA,144752,industry_comparison
2022,Luther Burden III,WR,3,5,98.80080645161291,4.0,5.0,6.1,"Saint Louis, MO",East St. Louis,MO,80996,industry_comparison
2022,Sonny Styles,ATH,4,5,98.72782258064517,11.0,5.0,6.1,"Pickerington, OH",Pickerington Central,OH,107885,industry_comparison
2022,Evan Stewart,WR,8,5,98.4280767882188,33.0,5.0,6.1,"Frisco, TX",Liberty,TX,43427,industry_comparison
2022,Cade Klubnik,QB,18,5,97.56079943899017,3.0,5.0,6.1,"Austin, TX",Westlake,TX,16612,industry_comparison
2022,Chris Marshall,WR,24,5,97.34486325385693,48.0,4.0,6.0,"Missouri City, TX",Fort Bend Marshall,TX,22067,industry_comparison
2022,Ty Simpson,QB,25,5,97.24461781206172,35.0,4.0,6.0,"Martin, TN",Westview,TN,117106,industry_comparison
2022,Nick Singleton,RB,27,5,97.1680224403927,43.0,4.0,6.0,"Reading, PA",Governor Mifflin,PA,92199,industry_comparison
2022,Drew Allar,QB,28,5,97.14654628330996,70.0,4.0,5.9,"Medina, OH",Medina,OH,38915,industry_comparison
2022,Conner Weigman,QB,29,5,97.07705995792429,36.0,4.0,6.0,"Cypress, TX",Bridgeland,TX,25459,industry_comparison
2022,Devin Brown,QB,31,5,97.00407608695654,37.0,4.0,6.0,"Draper, UT",Corner Canyon,UT,35932,industry_comparison
2022,Aaron Anderson,WR,36,4,96.82179172510517,23.0,5.0,6.1,"New Orleans, LA",Edna Karr,LA,296,industry_comparison
2022,Tetairoa McMillan,WR,41,4,96.44595021037868,12.0,5.0,6.1,"Anaheim, CA",Servite,CA,111937,industry_comparison
2022,Emmanuel Henderson,ATH,44,4,96.33170582047687,63.0,4.0,6.0,"Hartford, AL",Geneva County,AL,41754,industry_comparison
2022,Walker Howard,QB,45,4,96.30251577840114,20.0,5.0,6.1,"Lafayette, LA",St. Thomas More,LA,144227,industry_comparison
2022,Shazz Preston,WR,50,4,96.09848352033661,45.0,4.0,6.0,"Saint James, LA",St. James,LA,107050,industry_comparison
2022,Isaiah Bond,WR,60,4,95.57201086956522,71.0,4.0,5.9,"Buford, GA",Buford,GA,49370,industry_comparison
2022,Raleek Brown,WR,69,4,95.30529453015428,25.0,5.0,6.1,"Santa Ana, CA",Mater Dei,CA,98081,industry_comparison
2022,Jordan Hudson,WR,70,4,95.27316795231418,103.0,4.0,5.9,"Garland, TX",Garland,TX,145021,industry_comparison
2022,Kevin Coleman Jr.,WR,71,4,95.21820652173912,50.0,4.0,6.0,"Saint Louis, MO",St. Mary's,MO,73980,industry_comparison
2022,Kobe Prentice,WR,72,4,95.20842391304348,80.0,4.0,5.9,"Calera, AL",Calera,AL,75570,industry_comparison
2022,Branson Robinson,RB,73,4,95.18233695652174,39.0,4.0,6.0,"Madison, MS",Germantown,MS,13423,industry_comparison
2022,Jake Johnson,TE,74,4,95.10244565217391,142.0,4.0,5.9,"Bogart, GA",Oconee County,GA,143769,industry_comparison
2022,Antonio Williams,WR,75,4,95.00190217391304,75.0,4.0,5.9,"Irmo, SC",Dutch Fork,SC,7135,industry_comparison
2022,Andre Greene Jr.,WR,81,4,94.93260869565216,44.0,4.0,6.0,"Richmond, VA",St. Christopher's School,VA,4564,industry_comparison
2022,Oscar Delp,TE,83,4,94.8679347826087,139.0,4.0,5.9,"Cumming, GA",West Forsyth,GA,94650,industry_comparison
2022,Le'Veon Moss,RB,86,4,94.77119565217392,132.0,4.0,5.9,"Baton Rouge, LA",Istrouma,LA,78750,industry_comparison
2022,Barion Brown,WR,88,4,94.69673913043479,105.0,4.0,5.9,"Nashville, TN",Pearl-Cohn,TN,9299,industry_comparison
2022,Amari Niblack,TE,89,4,94.5758678120617,95.0,4.0,5.9,"Clearwater, FL",Lakewood,FL,4209,industry_comparison
2022,Jam Miller,RB,90,4,94.57309782608696,106.0,4.0,5.9,"Tyler, TX",Tyler Legacy,TX,55173,industry_comparison
2022,Kendrick Law,ATH,91,4,94.56222826086956,102.0,4.0,5.9,"Shreveport, LA",Captain Shreve,LA,72933,industry_comparison
2022,Adam Randall,WR,94,4,94.52445652173915,175.0,4.0,5.8,"Myrtle Beach, SC",Myrtle Beach,SC,1296,industry_comparison
2022,TreVonte' Citizen,RB,95,4,94.52282608695651,88.0,4.0,5.9,"Lake Charles, LA",Lake Charles College Prep,LA,115640,industry_comparison
2022,Kaden Saunders,WR,96,4,94.50706521739131,73.0,4.0,5.9,"Westerville, OH",Westerville South,OH,70393,industry_comparison
2022,Brenen Thompson,WR,101,4,94.42907608695651,144.0,4.0,5.9,"Spearman, TX",Spearman,TX,13844,industry_comparison
2022,Talyn Shettron,WR,103,4,94.31385869565216,154.0,4.0,5.9,"Edmond, OK",Santa Fe,OK,109960,industry_comparison
2022,Kyion Grayes,WR,104,4,94.30271739130436,98.0,4.0,5.9,"Chandler, AZ",Chandler,AZ,76337,industry_comparison
2022,Jaleel Skinner,TE,106,4,94.2782608695652,137.0,4.0,5.9,"Greer, SC",IMG Academy,SC,54111,industry_comparison
2022,Kaleb Brown,WR,107,4,94.25190217391304,91.0,4.0,5.9,"Chicago, IL",St. Rita,IL,70676,industry_comparison
2022,Darrius Clemons,WR,111,4,94.04103260869566,93.0,4.0,5.9,"Portland, OR",Westview,OR,30947,industry_comparison
2022,Jovantae Barnes,RB,113,4,94.01005434782608,86.0,4.0,5.9,"Las Vegas, NV",Desert Pines,NV,68310,industry_comparison
2022,Brady Allen,QB,116,4,93.96766304347825,131.0,4.0,5.9,"Fort Branch, IN",Gibson Southern,IN,11833,industry_comparison
2022,C.J. Williams,WR,118,4,93.87608695652172,47.0,4.0,6.0,"Santa Ana, CA",Mater Dei,CA,16520,industry_comparison
2022,Nick Evers,QB,129,4,93.59211956521739,245.0,4.0,5.8,"Flower Mound, TX",Flower Mound,TX,92496,industry_comparison
2022,George Pettaway,RB,132,4,93.56032608695652,90.0,4.0,5.9,"Suffolk, VA",Nansemond-Suffolk Academy,VA,45749,industry_comparison
2022,Tobias Merriweather,WR,133,4,93.5600543478261,135.0,4.0,5.9,"Camas, WA",Union,WA,113220,industry_comparison
