hs_class,player_name,position,industry_composite_rank,industry_composite_stars,industry_composite_rating,rivals_rank,rivals_stars,rivals_rating,hometown,high_school,state,on3_person_key,source_page
2011,Karlos Williams,RB,4,5,98.09569892473118,8.0,5.0,6.1,"Davenport, FL",Ridge Community,FL,71334,industry_comparison
2011,De'Anthony Thomas,RB,8,5,97.76182795698924,5.0,5.0,6.1,"Los Angeles, CA",Crenshaw,CA,32775,industry_comparison
2011,Isaiah Crowell,RB,9,5,97.74086021505376,23.0,5.0,6.1,"Columbus, GA",Carver,GA,49434,industry_comparison
2011,Malcolm Brown,RB,10,5,97.4505376344086,10.0,5.0,6.1,"Schertz, TX",Steele,TX,81511,industry_comparison
2011,Jeff Driskel,QB,13,5,97.0954301075269,32.0,4.0,6.0,"Oviedo, FL",Hagerty,FL,59495,industry_comparison
2011,Sammy Watkins,WR,14,5,97.07656615240768,15.0,5.0,6.1,"Fort Myers, FL",South Fort Myers,FL,104707,industry_comparison
2011,Jarvis Landry,WR,20,5,96.72266245909304,18.0,5.0,6.1,"Lutcher, LA",Lutcher,LA,57269,industry_comparison
2011,Trey Metoyer,WR,21,5,96.62982702197289,12.0,5.0,6.1,"Whitehouse, TX",Whitehouse,TX,116138,industry_comparison
2011,James Wilder,RB,22,5,96.59462365591399,11.0,5.0,6.1,"Tampa, FL",Plant,FL,56042,industry_comparison
2011,Nick O'Leary,TE,23,5,96.42372604020571,33.0,4.0,6.0,"Palm Beach Gardens, FL",Dwyer,FL,92819,industry_comparison
2011,Devon Blackmon,WR,26,5,96.06795231416548,35.0,4.0,6.0,"Fontana, CA",Summit,CA,36334,industry_comparison
2011,Braxton Miller,WR,28,5,95.89893641888732,34.0,4.0,6.0,"Dayton, OH",Wayne,OH,13488,industry_comparison
2011,Malcolm Mitchell,WR,30,5,95.65495558672276,30.0,4.0,6.0,"Valdosta, GA",Valdosta,GA,81597,industry_comparison
2011,Dee Hart,RB,31,5,95.55058438522674,19.0,5.0,6.1,"Orlando, FL",Dr. Phillips,FL,33282,industry_comparison
2011,Mike Bellamy,RB,32,5,95.42879850397381,25.0,5.0,6.1,"Punta Gorda, FL",Charlotte,FL,88770,industry_comparison
2011,Marqise Lee,WR,34,4,95.25289855072464,36.0,4.0,6.0,"Gardena, CA",Junipero Serra,CA,83908,industry_comparison
2011,Charone Peake,WR,35,4,95.22177419354838,83.0,4.0,5.9,"Roebuck, SC",Dorman,SC,20545,industry_comparison
2011,Jay Rome,TE,37,4,95.07961664329126,56.0,4.0,5.9,"Valdosta, GA",Valdosta,GA,58492,industry_comparison
2011,Aaron Green,RB,38,4,94.96072931276298,61.0,4.0,5.9,"San Antonio, TX",Madison,TX,516,industry_comparison
2011,Mike Blakely,RB,39,4,94.95398550724637,40.0,4.0,6.0,"Bradenton, FL",Manatee,FL,88783,industry_comparison
2011,Austin Seferian-Jenkins,TE,40,4,94.94311594202898,39.0,4.0,6.0,"Gig Harbor, WA",Gig Harbor,WA,8699,industry_comparison
2011,DeAnthony Arnett,WR,47,4,94.65144927536234,84.0,4.0,5.9,"Saginaw, MI",Saginaw,MI,33138,industry_comparison
2011,A.C. Leonard,TE,49,4,94.43405797101451,57.0,4.0,5.9,"Jacksonville, FL",University Christian,FL,23,industry_comparison
2011,Marvin Shinn,WR,53,4,94.34347826086957,78.0,4.0,5.9,"Mobile, AL",Vigor,AL,84651,industry_comparison
2011,Colt Lyerla,TE,55,4,94.29461196820945,26.0,5.0,6.1,"Hillsboro, OR",Hillsboro,OR,25265,industry_comparison
2011,Ben Koyack,TE,57,4,94.0644927536232,82.0,4.0,5.9,"Oil City, PA",Oil City ,PA,9821,industry_comparison
2011,Kiehl Frazier,QB,58,4,94.04456521739131,89.0,4.0,5.9,"Springdale, AR",Shiloh Christian,AR,75129,industry_comparison
2011,Christian LeMay,QB,61,4,93.96485507246378,88.0,4.0,5.9,"Matthews, NC",Butler,NC,22997,industry_comparison
2011,Nickolas Brassell,WR,62,4,93.91847826086958,51.0,4.0,5.9,"Batesville, MS",South Panola,MS,93158,industry_comparison
2011,Max Wittek,QB,67,4,93.77282608695653,76.0,4.0,5.9,"Santa Ana, CA",Mater Dei,CA,86771,industry_comparison
2011,Herschel Sims,RB,71,4,93.48188405797103,73.0,4.0,5.9,"Abilene, TX",Abilene,TX,48113,industry_comparison
2011,Ladarius Brown,ATH,73,4,93.4394927536232,53.0,4.0,5.9,"Waxahachie, TX",Waxahachie,TX,77442,industry_comparison
2011,Brett Hundley,QB,76,4,93.36521739130434,72.0,4.0,5.9,"Chandler, AZ",Chandler,AZ,135621,industry_comparison
2011,Quan Bray,WR,77,4,93.36449275362318,109.0,4.0,5.8,"LaGrange, GA",Troup County,GA,97080,industry_comparison
